[2025-08-25 15:06:37] INFO: CheckM v1.2.4
[2025-08-25 15:06:37] INFO: checkm qa --out_format 2 checkm_out/Xanthomonas.ms checkm_out
[2025-08-25 15:06:37] INFO: CheckM data: /data/djs217/miniconda3/envs/checkm_env/checkm_data
[2025-08-25 15:06:37] INFO: [CheckM - qa] Tabulating genome statistics.
[2025-08-25 15:06:37] INFO: Calculating AAI between multi-copy marker genes.
[2025-08-25 15:06:37] INFO: Reading HMM info from file.
[2025-08-25 15:06:40] INFO: Parsing HMM hits to marker genes:
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                     Marker lineage   # genomes   # markers   # marker sets   Completeness   Contamination   Strain heterogeneity   Genome size (bp)   # ambiguous bases   # scaffolds   # contigs   N50 (scaffolds)   N50 (contigs)   Mean scaffold length (bp)   Mean contig length (bp)   Longest scaffold (bp)   Longest contig (bp)     GC    GC std (scaffolds > 1kbp)   Coding density   Translation table   # predicted genes   0     1     2    3   4   5+  
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  GCA_048856885.1_ASM4885688v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.28               0.00               5046552                0                90           90           190792           190792                56072                      56072                    583944                 583944         64.78              5.19                 85.81                11                 4319         3    1158   2    0   0   0   
  GCA_048856865.1_ASM4885686v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5151691                0               113          113           218386           218386                45590                      45590                    405568                 405568         64.66              5.15                 85.78                11                 4419         3    1159   1    0   0   0   
  GCA_048856825.1_ASM4885682v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5132190                0               120          120           163319           163319                42768                      42768                    584005                 584005         64.68              5.01                 85.76                11                 4395         3    1159   1    0   0   0   
  GCA_048856805.1_ASM4885680v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5116900                0               103          103           218386           218386                49678                      49678                    603873                 603873         64.69              4.97                 85.76                11                 4360         3    1159   1    0   0   0   
  GCA_048856725.1_ASM4885672v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5135106                0               114          114           210513           210513                45044                      45044                    588815                 588815         64.67              4.66                 85.80                11                 4404         3    1159   1    0   0   0   
  GCA_048856685.1_ASM4885668v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.16               0.00               5285792                0               109          109           223864           223864                48493                      48493                    764049                 764049         64.64              4.81                 85.84                11                 4549         3    1157   3    0   0   0   
  GCA_048856645.1_ASM4885664v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5156912                0               118          118           181149           181149                43702                      43702                    588902                 588902         64.65              4.77                 85.74                11                 4424         3    1159   1    0   0   0   
  GCA_048856625.1_ASM4885662v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.05               0.00               5157500                0               105          105           237761           237761                49119                      49119                    623648                 623648         64.64              5.31                 85.73                11                 4414         3    1158   2    0   0   0   
  GCA_048856605.1_ASM4885660v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5154187                0               123          123           174876           174876                41903                      41903                    588902                 588902         64.65              4.85                 85.73                11                 4422         3    1159   1    0   0   0   
  GCA_048856565.1_ASM4885656v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5127467                0               118          118           169382           169382                43453                      43453                    584533                 584533         64.68              4.93                 85.85                11                 4397         3    1159   1    0   0   0   
  GCA_048856545.1_ASM4885654v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5172103                0               130          130           166807           166807                39785                      39785                    584533                 584533         64.65              5.16                 85.80                11                 4455         3    1159   1    0   0   0   
  GCA_048856505.1_ASM4885650v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5172475                0               127          127           169379           169379                40728                      40728                    584533                 584533         64.65              5.22                 85.80                11                 4452         3    1159   1    0   0   0   
  GCA_048856485.1_ASM4885648v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5173074                0               124          124           169379           169379                41718                      41718                    584534                 584534         64.65              5.27                 85.81                11                 4455         3    1159   1    0   0   0   
  GCA_048856465.1_ASM4885646v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5169790                0               126          126           169379           169379                41030                      41030                    584533                 584533         64.65              5.18                 85.83                11                 4451         3    1159   1    0   0   0   
  GCA_048856365.1_ASM4885636v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5169260                0               132          132           163312           163312                39161                      39161                    584533                 584533         64.65              5.13                 85.79                11                 4454         3    1159   1    0   0   0   
  GCA_048856325.1_ASM4885632v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5127097                0               120          120           169382           169382                42725                      42725                    584532                 584532         64.68              4.89                 85.83                11                 4396         3    1159   1    0   0   0   
  GCA_048856305.1_ASM4885630v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5172010                0               125          125           222222           222222                41376                      41376                    588890                 588890         64.65              4.87                 85.74                11                 4437         3    1159   1    0   0   0   
  GCA_048856285.1_ASM4885628v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5170289                0               113          113           191724           191724                45754                      45754                    584532                 584532         64.66              5.28                 85.81                11                 4439         3    1159   1    0   0   0   
  GCA_048856265.1_ASM4885626v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5118161                0               119          119           210645           210645                43009                      43009                    580019                 580019         64.69              5.09                 85.77                11                 4377         3    1159   1    0   0   0   
  GCA_048856135.1_ASM4885613v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5252383                0               158          158           196093           196093                33242                      33242                    332156                 332156         64.65              5.10                 85.76                11                 4531         3    1159   1    0   0   0   
  GCA_048856105.1_ASM4885610v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.16               0.00               5228540                0               125          125           237833           237833                41828                      41828                    588918                 588918         64.66              4.56                 85.87                11                 4502         3    1158   2    0   0   0   
  GCA_048856005.1_ASM4885600v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.16               0.00               5227377                0               126          126           222216           222216                41487                      41487                    588918                 588918         64.66              4.91                 85.83                11                 4496         3    1158   2    0   0   0   
  GCA_048855985.1_ASM4885598v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.16               0.00               5228059                0               125          125           222216           222216                41824                      41824                    588918                 588918         64.66              4.54                 85.82                11                 4498         3    1158   2    0   0   0   
  GCA_048855965.1_ASM4885596v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.05               0.00               5199890                0               116          116           244218           244218                44826                      44826                    623678                 623678         64.61              5.41                 85.74                11                 4481         3    1158   2    0   0   0   
  GCA_048855925.1_ASM4885592v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.16               0.00               5227819                0               126          126           196075           196075                41490                      41490                    588917                 588917         64.66              4.36                 85.79                11                 4494         3    1158   2    0   0   0   
  GCA_048855905.1_ASM4885590v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5252294                0               162          162           191794           191794                32421                      32421                    332156                 332156         64.65              5.04                 85.75                11                 4531         3    1159   1    0   0   0   
  GCA_048855825.1_ASM4885582v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5142091                0               102          102           237765           237765                50412                      50412                    623627                 623627         64.65              5.06                 85.79                11                 4392         3    1159   1    0   0   0   
  GCA_048855785.1_ASM4885578v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5141843                0               100          100           237765           237765                51418                      51418                    623627                 623627         64.65              5.06                 85.78                11                 4388         3    1159   1    0   0   0   
  GCA_048855765.1_ASM4885576v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5142218                0                99           99           237765           237765                51941                      51941                    623627                 623627         64.65              5.10                 85.81                11                 4393         3    1159   1    0   0   0   
  GCA_045763975.1_ASM4576397v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.32               0.00               5086740                0                82           82           169175           169175                62033                      62033                    307060                 307060         64.77              3.59                 85.82                11                 4332         3    1157   3    0   0   0   
  GCA_045763955.1_ASM4576395v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.44               0.00               5119449                0               102          102           107858           107858                50190                      50190                    336548                 336548         64.67              3.85                 85.81                11                 4370         3    1155   5    0   0   0   
  GCA_045763915.1_ASM4576391v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.05               0.00               5239497                0                69           69           163181           163181                75934                      75934                    322259                 322259         64.60              3.90                 86.04                11                 4494         3    1158   2    0   0   0   
  GCA_045763895.1_ASM4576389v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.32              33.33               5316849                0               119          119           117474           117474                44679                      44679                    309271                 309271         64.53              3.81                 85.76                11                 4600         3    1157   3    0   0   0   
  GCA_045763865.1_ASM4576386v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.45               0.00               5320670                0                95           95           136332           136332                56007                      56007                    308783                 308783         64.54              3.40                 85.97                11                 4602         3    1156   4    0   0   0   
  GCA_045763815.1_ASM4576381v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.28               0.00               5145354                0                78           78           129940           129940                65966                      65966                    365395                 365395         64.65              3.61                 85.79                11                 4394         3    1158   2    0   0   0   
  GCA_042448555.1_ASM4244855v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5354628                0                5            5           5047368          5047368               1070925                    1070925                  5047368                5047368         64.54              2.87                 85.91                11                 4589         3    1159   1    0   0   0   
  GCA_040202735.2_ASM4020273v2_genomic      Xanthomonas (5)       16         1163          401           99.94            0.63               0.00               5349194                0                3            3           5063038          5063038               1783064                    1783064                  5063038                5063038         64.50              3.05                 86.05                11                 4609         3    1153   7    0   0   0   
  GCA_033548575.1_ASM3354857v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5193250                0                95           95           167064           167064                54665                      54665                    526627                 526627         64.63              4.34                 85.66                11                 4491         3    1159   1    0   0   0   
  GCA_033548565.1_ASM3354856v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5176495                0                89           89           167086           167086                58162                      58162                    585068                 585068         64.65              4.42                 85.65                11                 4459         3    1159   1    0   0   0   
  GCA_033548535.1_ASM3354853v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5172799                0                90           90           193817           193817                57475                      57475                    589221                 589221         64.63              4.87                 85.63                11                 4437         3    1159   1    0   0   0   
  GCA_033548515.1_ASM3354851v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.05               0.00               5122930                0                65           65           222315           222315                78814                      78814                    587544                 587544         64.67              4.35                 85.75                11                 4355         3    1158   2    0   0   0   
  GCA_033548475.1_ASM3354847v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5172604                0                94           94           163170           163170                55027                      55027                    589221                 589221         64.63              4.50                 85.58                11                 4440         3    1159   1    0   0   0   
  GCA_033548465.1_ASM3354846v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.16               0.00               5244360                0                93           93           210776           210776                56390                      56390                    428836                 428836         64.66              4.03                 85.72                11                 4507         3    1158   2    0   0   0   
  GCA_030345985.2_ASM3034598v2_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5099034                0                76           76           294195           294195                67092                      67092                    588916                 588916         64.70              5.12                 85.70                11                 4316         3    1159   1    0   0   0   
  GCA_030345975.2_ASM3034597v2_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5279639                0                98           98           174751           174751                53873                      53873                    588902                 588902         64.57              4.86                 85.84                11                 4536         3    1159   1    0   0   0   
  GCA_030345955.2_ASM3034595v2_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5095014                0                76           76           244298           244298                67039                      67039                    588915                 588915         64.70              4.94                 85.75                11                 4322         3    1159   1    0   0   0   
  GCA_028599425.1_ASM2859942v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5126504                0                90           90           168005           168005                56961                      56961                    447768                 447768         64.68              3.73                 85.66                11                 4372         3    1159   1    0   0   0   
  GCA_028599415.1_ASM2859941v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.05               0.00               5052876                0                58           58           197577           197577                87118                      87118                    448536                 448536         64.71              4.15                 85.76                11                 4262         3    1158   2    0   0   0   
  GCA_028598895.1_ASM2859889v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.05               0.00               5051710                0                64           64           210753           210753                78932                      78932                    448535                 448535         64.72              4.09                 85.71                11                 4259         3    1158   2    0   0   0   
  GCA_028598835.1_ASM2859883v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5145614                0                76           76           197320           197320                67705                      67705                    448959                 448959         64.69              3.74                 85.71                11                 4405         3    1159   1    0   0   0   
  GCA_020880895.1_ASM2088089v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.05               0.00               5076590                0                73           73           152579           152579                69542                      69542                    448278                 448278         64.69              3.97                 85.90                11                 4294         3    1158   2    0   0   0   
  GCA_020880855.1_ASM2088085v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5302797                0               109          109           113398           113398                48649                      48649                    357178                 357178         64.54              4.10                 85.95                11                 4566         3    1159   1    0   0   0   
  GCA_020880835.1_ASM2088083v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5186148                0                82           82           151232           151232                63245                      63245                    445571                 445571         64.70              4.18                 86.13                11                 4432         3    1159   1    0   0   0   
  GCA_020880635.1_ASM2088063v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.17               0.00               5075487                0                96           96           113434           113434                52869                      52869                    257574                 257574         64.69              4.06                 85.80                11                 4307         3    1157   3    0   0   0   
  GCA_020880575.1_ASM2088057v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5142966                0                90           90           140980           140980                57144                      57144                    363388                 363388         64.66              3.74                 85.87                11                 4387         3    1159   1    0   0   0   
  GCA_020880435.1_ASM2088043v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.63               0.00               5266309                0               133          133           83698            83698                 39596                      39596                    284696                 284696         64.54              3.83                 86.14                11                 4544         3    1153   7    0   0   0   
  GCA_020880415.1_ASM2088041v1_genomic      Xanthomonas (5)       16         1163          401           99.94            1.13               0.00               5314922                0               121          121           101995           101995                43924                      43924                    389113                 389113         64.47              3.55                 86.06                11                 4560         3    1148   10   2   0   0   
  GCA_020880395.1_ASM2088039v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.05               0.00               5194795                0                79           79           153729           153729                65756                      65756                    448269                 448269         64.59              4.37                 86.05                11                 4414         3    1158   2    0   0   0   
  GCA_020880345.1_ASM2088034v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5067549                0               108          108           94079            94079                 46921                      46921                    362895                 362895         64.78              3.04                 85.92                11                 4302         3    1159   1    0   0   0   
  GCA_020880315.1_ASM2088031v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5192193                0                79           79           157660           157660                65723                      65723                    385077                 385077         64.69              3.94                 86.11                11                 4440         3    1159   1    0   0   0   
  GCA_020880275.1_ASM2088027v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.05               0.00               5191620                0               120          120           83920            83920                 43263                      43263                    389124                 389124         64.59              3.71                 86.09                11                 4426         3    1158   2    0   0   0   
  GCA_020880235.1_ASM2088023v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.20               0.00               5229532                0               113          113           99908            99908                 46279                      46279                    291444                 291444         64.59              3.43                 86.13                11                 4484         3    1157   3    0   0   0   
  GCA_020880165.1_ASM2088016v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.63               0.00               5365954                0               163          163           70706            70706                 32919                      32919                    197106                 197106         64.62              3.65                 86.16                11                 4646         3    1153   7    0   0   0   
  GCA_020880135.1_ASM2088013v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5036723                0                97           97           112894           112894                51924                      51924                    237591                 237591         64.73              3.45                 85.91                11                 4262         3    1159   1    0   0   0   
  GCA_020880115.1_ASM2088011v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5290985                0               143          143           86089            86089                 36999                      36999                    203485                 203485         64.61              4.78                 86.02                11                 4577         3    1159   1    0   0   0   
  GCA_020880045.1_ASM2088004v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.20               0.00               5381359                0               127          127           102010           102010                42372                      42372                    302187                 302187         64.56              3.54                 86.16                11                 4655         3    1157   3    0   0   0   
  GCA_020880035.1_ASM2088003v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.76               0.00               5228487                0               151          151           76829            76829                 34625                      34625                    209799                 209799         64.59              4.18                 86.09                11                 4465         3    1151   9    0   0   0   
  GCA_020880015.1_ASM2088001v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.20               0.00               5227818                0               118          118           113408           113408                44303                      44303                    237608                 237608         64.59              3.72                 86.12                11                 4482         3    1157   3    0   0   0   
  GCA_020879875.1_ASM2087987v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.20               0.00               5301300                0                98           98           125853           125853                54094                      54094                    447498                 447498         64.55              3.73                 86.02                11                 4556         3    1157   3    0   0   0   
  GCA_020879845.1_ASM2087984v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5101524                0                93           93           163207           163207                54855                      54855                    386865                 386865         64.69              3.79                 85.83                11                 4334         3    1159   1    0   0   0   
  GCA_020879825.1_ASM2087982v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.20               0.00               5299795                0                99           99           123171           123171                53533                      53533                    358772                 358772         64.54              4.03                 86.09                11                 4569         3    1157   3    0   0   0   
  GCA_020879815.1_ASM2087981v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.20               0.00               5298046                0                93           93           151194           151194                56968                      56968                    386869                 386869         64.55              3.72                 86.03                11                 4554         3    1157   3    0   0   0   
  GCA_020879795.1_ASM2087979v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5306535                0               105          105           136738           136738                50538                      50538                    357399                 357399         64.54              3.88                 85.96                11                 4575         3    1159   1    0   0   0   
  GCA_020879775.1_ASM2087977v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.20               0.00               5300962                0                90           90           157637           157637                58899                      58899                    400250                 400250         64.55              3.79                 86.05                11                 4560         3    1157   3    0   0   0   
  GCA_020879745.1_ASM2087974v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5098207                0                97           97           135247           135247                52558                      52558                    386839                 386839         64.69              3.74                 85.83                11                 4330         3    1159   1    0   0   0   
  GCA_020879655.1_ASM2087965v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5256227                0               118          118           123182           123182                44544                      44544                    325746                 325746         64.57              4.22                 85.99                11                 4508         3    1159   1    0   0   0   
  GCA_020879635.1_ASM2087963v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5190523                0                89           89           148294           148294                58320                      58320                    401869                 401869         64.69              3.90                 86.11                11                 4442         3    1159   1    0   0   0   
  GCA_020879415.1_ASM2087941v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.20               0.00               5300250                0               115          115           113488           113488                46089                      46089                    257569                 257569         64.54              3.76                 86.05                11                 4577         3    1157   3    0   0   0   
  GCA_020879265.1_ASM2087926v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.42               0.00               5456988                0               124          124           101621           101621                44007                      44007                    254049                 254049         64.50              4.86                 86.09                11                 4716         3    1153   7    0   0   0   
  GCA_020879155.1_ASM2087915v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.42               0.00               5438590                0               114          114           114481           114481                47706                      47706                    254049                 254049         64.51              5.26                 86.10                11                 4696         3    1153   7    0   0   0   
  GCA_020879135.1_ASM2087913v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.20               0.00               5296329                0               130          130           90883            90883                 40740                      40740                    343970                 343970         64.55              3.40                 86.07                11                 4570         3    1157   3    0   0   0   
  GCA_019192985.1_ASM1919298v1_genomic      Xanthomonas (5)       16         1163          401           99.94            0.03               0.00               5125394                0                37           37           354850           354850                138524                     138524                   715915                 715915         64.66              4.51                 85.70                11                 4370         3    1159   1    0   0   0   
