seq_name	chromosome_score	plasmid_score	virus_score
JAWUDS010000010.1	1.0000	0.0000	0.0000
JAWUDS010000011.1	0.9997	0.0003	0.0000
JAWUDS010000012.1	0.9999	0.0001	0.0000
JAWUDS010000013.1	1.0000	0.0000	0.0000
JAWUDS010000014.1	1.0000	0.0000	0.0000
JAWUDS010000015.1	1.0000	0.0000	0.0000
JAWUDS010000016.1	0.9999	0.0001	0.0000
JAWUDS010000017.1	0.9999	0.0001	0.0000
JAWUDS010000018.1	1.0000	0.0000	0.0000
JAWUDS010000019.1	1.0000	0.0000	0.0000
JAWUDS010000001.1	0.9999	0.0001	0.0000
JAWUDS010000020.1	0.9999	0.0001	0.0000
JAWUDS010000021.1	0.9999	0.0001	0.0000
JAWUDS010000022.1	0.6441	0.3559	0.0000
JAWUDS010000023.1	0.9468	0.0532	0.0000
JAWUDS010000024.1	1.0000	0.0000	0.0000
JAWUDS010000025.1	0.9999	0.0001	0.0000
JAWUDS010000026.1	0.9024	0.0976	0.0000
JAWUDS010000027.1	0.1004	0.8996	0.0000
JAWUDS010000028.1	0.9998	0.0002	0.0000
JAWUDS010000029.1	1.0000	0.0000	0.0000
JAWUDS010000002.1	1.0000	0.0000	0.0000
JAWUDS010000030.1	0.0003	0.9997	0.0000
JAWUDS010000031.1	0.9990	0.0010	0.0000
JAWUDS010000032.1	0.0112	0.9888	0.0000
JAWUDS010000033.1	1.0000	0.0000	0.0000
JAWUDS010000034.1	0.9678	0.0322	0.0000
JAWUDS010000035.1	1.0000	0.0000	0.0000
JAWUDS010000036.1	0.7635	0.2365	0.0000
JAWUDS010000037.1	0.9900	0.0099	0.0000
JAWUDS010000038.1	0.0002	0.9998	0.0000
JAWUDS010000039.1	0.9999	0.0001	0.0000
JAWUDS010000003.1	1.0000	0.0000	0.0000
JAWUDS010000040.1	0.9943	0.0057	0.0000
JAWUDS010000041.1	0.0000	0.0003	0.9997
JAWUDS010000042.1	1.0000	0.0000	0.0000
JAWUDS010000043.1	0.0001	0.9999	0.0000
JAWUDS010000044.1	0.0029	0.9971	0.0000
JAWUDS010000045.1	0.9133	0.0825	0.0043
JAWUDS010000046.1	0.0004	0.9996	0.0000
JAWUDS010000047.1	0.0001	0.9996	0.0002
JAWUDS010000048.1	0.7252	0.2748	0.0000
JAWUDS010000049.1	0.0041	0.9959	0.0000
JAWUDS010000004.1	0.9999	0.0001	0.0000
JAWUDS010000050.1	0.9980	0.0020	0.0000
JAWUDS010000051.1	0.0026	0.9974	0.0000
JAWUDS010000052.1	0.0002	0.9998	0.0000
JAWUDS010000053.1	0.8192	0.1798	0.0010
JAWUDS010000054.1	0.0010	0.9990	0.0000
JAWUDS010000055.1	0.0001	0.9998	0.0001
JAWUDS010000056.1	0.0018	0.9982	0.0001
JAWUDS010000057.1	0.6769	0.3089	0.0142
JAWUDS010000058.1	0.4612	0.5388	0.0001
JAWUDS010000059.1	0.6340	0.1384	0.2275
JAWUDS010000005.1	0.9994	0.0006	0.0000
JAWUDS010000060.1	0.0060	0.9931	0.0009
JAWUDS010000061.1	0.0733	0.9267	0.0000
JAWUDS010000062.1	0.9819	0.0167	0.0014
JAWUDS010000063.1	0.8168	0.0444	0.1388
JAWUDS010000064.1	0.2859	0.7129	0.0013
JAWUDS010000065.1	0.0016	0.9984	0.0000
JAWUDS010000066.1	0.3372	0.6604	0.0024
JAWUDS010000067.1	0.9251	0.0531	0.0218
JAWUDS010000068.1	0.0006	0.9991	0.0003
JAWUDS010000069.1	0.4659	0.2183	0.3159
JAWUDS010000006.1	1.0000	0.0000	0.0000
JAWUDS010000070.1	0.5555	0.2628	0.1817
JAWUDS010000071.1	0.6355	0.1443	0.2202
JAWUDS010000072.1	0.1366	0.8633	0.0001
JAWUDS010000073.1	0.6700	0.0287	0.3013
JAWUDS010000074.1	0.8488	0.0651	0.0861
JAWUDS010000075.1	0.4545	0.2364	0.3091
JAWUDS010000076.1	0.7741	0.0950	0.1308
JAWUDS010000077.1	0.0147	0.9851	0.0002
JAWUDS010000078.1	0.0006	0.9991	0.0003
JAWUDS010000079.1	0.6254	0.0049	0.3697
JAWUDS010000007.1	0.9996	0.0004	0.0000
JAWUDS010000080.1	0.9233	0.0437	0.0330
JAWUDS010000081.1	0.7618	0.2367	0.0015
JAWUDS010000082.1	0.6492	0.1083	0.2425
JAWUDS010000083.1	0.5813	0.4175	0.0012
JAWUDS010000084.1	0.6828	0.0272	0.2900
JAWUDS010000085.1	0.6347	0.1375	0.2278
JAWUDS010000086.1	0.6370	0.0273	0.3357
JAWUDS010000087.1	0.6367	0.0278	0.3355
JAWUDS010000088.1	0.4578	0.2338	0.3084
JAWUDS010000089.1	0.6650	0.0294	0.3056
JAWUDS010000008.1	0.9999	0.0001	0.0000
JAWUDS010000090.1	0.6394	0.1137	0.2469
JAWUDS010000091.1	0.6202	0.0290	0.3508
JAWUDS010000092.1	0.8925	0.0675	0.0400
JAWUDS010000093.1	0.8504	0.0686	0.0810
JAWUDS010000094.1	0.7439	0.0640	0.1920
JAWUDS010000095.1	0.2360	0.7625	0.0015
JAWUDS010000009.1	0.9999	0.0001	0.0000
