1230	7292
29928	29928
41366	41366
83191	84535
107660	107868
110959	110964
124698	124698
124724	124724
136227	136313
145753	145753
153971	153971
169996	170025
186360	186371
188806	188809
196473	198548
200749	200749
209695	209719
227863	227865
265229	265852
292097	292120
316262	316293
320431	320431
343386	343391
343407	343430
343432	343432
343445	343456
343467	343472
344057	344057
344126	344126
344154	344154
344433	344433
344823	344823
353542	353583
386316	386316
386318	386320
391668	391668
430096	430209
453038	459098
461802	461803
466021	466021
494806	494948
509158	509158
517751	518010
529412	529412
550838	550867
566106	566106
570582	570643
590202	590202
598008	598008
638862	638862
649013	649018
662269	662294
663025	663045
666205	666205
668634	668692
682799	682805
687332	687332
698954	698985
699395	699408
699414	699420
722631	722685
741528	741662
767732	767735
780124	780124
813355	813620
815200	815206
821890	823177
825906	825950
826324	826324
831527	832766
843547	843555
843563	843563
853685	853685
862187	862190
866948	867007
876456	876519
884180	884231
897895	897895
920327	920327
932278	932454
942894	942980
986409	986409
1001360	1001387
1007319	1007319
1010321	1010463
1010830	1010843
1010865	1010871
1014871	1014871
1021175	1021175
1048373	1048373
1071272	1071277
1082870	1083413
1089355	1089355
1089360	1089360
1094164	1094164
1112539	1112539
1112951	1112951
1121680	1121680
1121804	1122045
1131236	1131237
1146096	1146109
1149965	1149972
1150675	1150675
1159621	1160850
1171598	1175109
1185324	1191886
1195864	1197222
1200008	1201234
1212293	1213621
1213900	1213900
1214905	1214940
1216574	1216701
1217041	1217836
1217842	1218341
1219177	1219178
1224763	1224769
1224952	1224965
1226607	1226607
1228124	1228144
1250661	1250704
1268912	1268912
1270013	1270017
1272010	1272010
1285158	1285165
1285670	1285670
1295840	1295848
1309605	1309605
1309904	1309966
1312502	1312576
1340765	1340765
1353405	1353405
1369103	1369168
1373684	1373740
1381124	1381129
1381135	1381140
1385972	1385980
1386137	1386162
1386166	1386166
1386173	1386173
1386178	1386179
1386237	1386329
1415407	1415407
1421817	1421897
1424487	1424487
1427075	1427075
1427384	1427385
1430430	1430431
1430801	1440945
1498734	1498734
1502635	1502635
1530215	1530215
1545017	1545017
1548424	1548435
1548464	1548475
1557734	1557734
1557750	1557771
1557774	1557780
1557860	1557867
1557880	1557886
1570596	1570607
1605277	1605340
1617325	1617325
1631527	1631527
1632720	1632721
1632727	1632727
1632731	1632731
1632735	1632735
1632741	1632741
1632745	1632746
1633319	1633844
1652024	1652024
1677636	1677671
1696147	1696183
1708441	1708441
1708702	1708702
1710821	1710829
1710836	1710836
1710838	1710843
1711867	1711867
1758784	1758798
1762187	1762187
1764110	1764110
1797257	1797270
1802396	1803627
1829999	1829999
1857888	1857888
1863607	1863630
1863638	1863653
1863656	1863657
1953719	1953724
1954463	1954463
1954465	1954465
1956256	1956256
1961361	1961361
1962692	1962692
1971055	1971065
1975288	1975325
1982426	1982426
1982431	1982431
1985241	1985241
1987709	1987836
1989228	1989232
2010696	2010696
2011923	2012039
2012041	2012041
2016931	2018161
2024433	2025790
2027278	2027395
2031629	2031629
2046887	2046888
2062461	2062483
2063610	2063610
2081014	2081015
2081021	2081021
2090596	2090685
2147184	2147189
2151322	2151336
2151470	2151471
2157385	2157527
2158578	2158618
2167855	2167855
2220332	2220388
2228526	2228526
2238539	2238539
2242599	2242600
2243130	2243130
2263546	2264774
2265475	2265502
2266792	2280394
2286597	2293825
2322893	2324123
2330893	2330893
2338778	2340808
2342855	2345811
2346073	2346087
2346734	2347093
2349393	2349815
2352096	2352096
2352127	2352127
2357336	2358570
2373392	2373440
2391852	2391858
2393957	2393957
2398016	2398259
2398963	2399206
2448627	2448656
2450959	2450973
2454059	2454277
2469168	2469230
2471811	2473041
2474484	2474539
2476394	2476394
2480774	2480774
2492492	2492494
2504746	2504746
2512440	2512440
2512653	2514728
2525191	2525191
2577296	2577296
2633476	2633482
2633503	2633503
2636319	2636332
2636344	2636357
2642202	2642219
2656503	2656503
2684818	2684818
2684844	2684879
2698320	2698377
2699262	2699296
2699355	2699386
2705004	2705004
2708431	2711944
2712545	2713815
2714073	2714073
2723759	2723976
2744914	2744915
2762062	2762062
2782952	2782952
2793186	2793186
2793267	2793267
2793480	2793480
2794133	2794146
2794150	2794156
2794160	2794168
2794171	2794197
2794201	2794204
2794206	2794207
2805287	2805288
2805372	2805372
2805389	2805389
2846459	2847335
2849214	2850576
2854348	2854373
2854627	2857451
2859972	2859972
2859979	2859979
2862907	2862907
2862935	2862942
2877842	2879918
2882255	2885613
2889146	2889146
2902694	2903128
2913706	2913772
2917793	2917798
2917851	2917872
2929758	2931102
2963242	2963318
2963420	2963496
2997880	2997885
2997890	2997891
2997893	2997896
3004946	3005029
3007248	3007248
3054220	3055745
3060914	3060991
3067347	3067423
3080767	3080844
3100141	3100168
3113521	3113521
3145886	3146382
3152966	3153052
3164831	3164831
3169310	3169310
3210710	3210710
3216691	3216691
3218617	3219850
3223116	3223116
