seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBHJBX010000040.1	13712	No terminal repeats	15	11	1.0000	NA	3	11.4351	B_traI;T_virB6;MOBH	NA
JBHJBX010000030.1	31324	No terminal repeats	42	11	1.0000	NA	10	24.4440	T_virB5;virb4;t4cp2;T_virB1;T_virB10;T_virB9;T_virB6	NA
JBHJBX010000041.1	12812	No terminal repeats	18	11	1.0000	NA	0	3.7839	NA	NA
JBHJBX010000046.1	7687	No terminal repeats	9	11	1.0000	NA	1	7.1485	NA	NA
JBHJBX010000049.1	6422	No terminal repeats	9	11	1.0000	NA	0	4.2600	NA	NA
JBHJBX010000036.1	16542	No terminal repeats	21	11	1.0000	NA	4	11.2781	T_virB5;MOBP1;T_virB5	NA
JBHJBX010000034.1	24998	No terminal repeats	29	11	1.0000	NA	9	20.2614	T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
JBHJBX010000037.1	14812	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JBHJBX010000051.1	6087	No terminal repeats	7	11	1.0000	NA	0	2.1428	NA	NA
JBHJBX010000031.1	31059	No terminal repeats	38	11	1.0000	NA	10	16.5936	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JBHJBX010000042.1	12164	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JBHJBX010000045.1	7991	No terminal repeats	12	11	0.9999	NA	1	2.7002	NA	NA
JBHJBX010000038.1	13886	No terminal repeats	12	11	0.9999	NA	1	10.8625	NA	NA
JBHJBX010000027.1	39719	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JBHJBX010000043.1	10547	No terminal repeats	8	11	0.9472	NA	0	0.3959	NA	NA
