gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	taxid	taxname	annotation_accessions	annotation_description
JBJGLA010000055.1|provirus_2_11325_1	2	91	90	-1	0.656	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_2	169	912	744	1	0.578	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_3	1630	2058	429	-1	0.608	11	GGA/GAG/AGG	GENOMAD.101014.VV	9.116e-31	119	0	0	1	1	NA	NA	NA	PF12375	Phage protein
JBJGLA010000055.1|provirus_2_11325_4	2051	2539	489	-1	0.616	11	GGA/GAG/AGG	GENOMAD.223687.VP	4.772e-06	48	0	0	1	2773	Inoviridae	NA	NA	PF12472	Phage related protein
JBJGLA010000055.1|provirus_2_11325_5	2666	2857	192	1	0.562	11	GGAGG	GENOMAD.096365.VV	1.525e-14	68	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_6	2947	3987	1041	1	0.579	11	None	GENOMAD.222675.VP	1.661e-235	721	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_7	3984	4280	297	1	0.566	11	GGA/GAG/AGG	GENOMAD.222243.VP	5.055e-49	169	0	0	1	2773	Inoviridae	NA	NA	PF02303	Helix-destabilising protein
JBJGLA010000055.1|provirus_2_11325_8	4284	4535	252	1	0.639	11	GGA/GAG/AGG	GENOMAD.148914.VV	4.547e-20	85	0	0	1	1	NA	NA	NA	PF17091	Inovirus G7P protein
JBJGLA010000055.1|provirus_2_11325_9	4563	4691	129	1	0.581	11	AGGAG	GENOMAD.112093.VV	2.595e-14	66	0	0	0	1	NA	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_10	5161	5574	414	1	0.621	11	None	GENOMAD.227990.VV	9.812e-28	110	0	0	0	1	NA	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_11	5526	5807	282	1	0.571	11	GGAG/GAGG	GENOMAD.097192.VV	1.524e-12	64	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_12	5818	5919	102	1	0.461	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_13	5942	6262	321	1	0.583	11	GGAG/GAGG	GENOMAD.214060.VP	4.995e-45	158	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_14	6264	7586	1323	1	0.613	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_15	7616	8008	393	1	0.583	11	GGAGG	GENOMAD.141606.VV	9.358e-50	173	0	0	0	16538	Coriovirus Cf1c	NA	NA	PF13511	NA
JBJGLA010000055.1|provirus_2_11325_16	8047	8385	339	-1	0.640	11	GGA/GAG/AGG	GENOMAD.212325.VP	8.98e-58	195	0	0	1	2773	Inoviridae	NA	NA	PF12375;PF12472	Phage protein; Phage related protein
JBJGLA010000055.1|provirus_2_11325_17	8490	10466	1977	1	0.662	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_18	10938	11039	102	-1	0.637	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBJGLA010000055.1|provirus_2_11325_19	11017	11325	309	-1	0.605	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
