seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIUD010000031.1	2580	No terminal repeats	3	11	1.0000	NA	2	4.4475	T_virB5	NA
JAJIUD010000001.1	31323	No terminal repeats	41	11	1.0000	NA	11	25.6300	T_virB6;T_virB5;virb4;t4cp2;T_virB1;T_virB10;T_virB9;T_virB6	NA
JAJIUD010000072.1	19319	No terminal repeats	27	11	1.0000	NA	6	13.9186	I_traL;I_traK;I_traI;MOBP1	NA
JAJIUD010000125.1	12318	No terminal repeats	13	11	1.0000	NA	2	8.5914	T_virB6;B_traI	NA
JAJIUD010000132.1	1412	No terminal repeats	2	11	1.0000	NA	1	2.8437	MOBH	NA
JAJIUD010000046.1	14851	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIUD010000130.1	19747	No terminal repeats	20	11	0.9999	NA	6	19.3511	I_traY;I_traW;traU;I_traR;I_traQ;I_traP;I_traO;I_traN	NA
JAJIUD010000070.1	17235	No terminal repeats	15	11	0.9999	NA	1	8.5656	NA	NA
JAJIUD010000101.1	48708	No terminal repeats	53	11	0.9999	NA	0	15.2682	NA	NA
JAJIUD010000095.1	13404	No terminal repeats	13	11	0.9999	NA	2	7.8607	NA	NA
JAJIUD010000026.1	5397	No terminal repeats	5	11	0.9999	NA	2	5.1548	T_virB6;T_virB6	NA
JAJIUD010000124.1	10337	No terminal repeats	8	11	0.9999	NA	0	6.7752	NA	NA
JAJIUD010000068.1	8637	No terminal repeats	9	11	0.9999	NA	0	4.9816	NA	NA
JAJIUD010000131.1	3234	No terminal repeats	5	11	0.9998	NA	0	2.0360	NA	NA
JAJIUD010000098.1	1359	No terminal repeats	2	11	0.9997	NA	1	1.7183	T_virB6	NA
JAJIUD010000105.1	47604	No terminal repeats	40	11	0.9997	NA	0	3.6013	NA	NF033135;NF000272
JAJIUD010000145.1	23162	No terminal repeats	20	11	0.9996	NA	2	11.7573	I_trbB;I_trbA	NA
JAJIUD010000041.1	22579	No terminal repeats	16	11	0.9993	NA	0	3.7441	NA	NA
JAJIUD010000076.1	7101	No terminal repeats	5	11	0.9990	NA	0	1.3109	NA	NA
JAJIUD010000104.1	39310	No terminal repeats	30	11	0.9989	NA	0	4.6087	NA	NA
JAJIUD010000025.1	12000	No terminal repeats	12	11	0.9986	NA	0	0.6240	NA	NA
JAJIUD010000149.1	42546	No terminal repeats	27	11	0.9985	NA	0	2.7171	NA	NA
JAJIUD010000147.1	18655	No terminal repeats	15	11	0.9978	NA	1	0.8364	NA	NA
JAJIUD010000049.1	15090	No terminal repeats	14	11	0.9970	NA	0	2.1353	NA	NA
JAJIUD010000047.1	2723	No terminal repeats	4	11	0.9965	NA	0	0.7327	NA	NA
JAJIUD010000017.1	20439	No terminal repeats	15	11	0.9910	NA	0	1.1923	NA	NA
JAJIUD010000042.1	20544	No terminal repeats	19	11	0.9908	NA	0	0.3959	NA	NA
JAJIUD010000079.1	11497	No terminal repeats	9	11	0.9757	NA	1	1.5582	NA	NA
JAJIUD010000126.1	11619	No terminal repeats	9	11	0.9431	NA	0	0.8983	NA	NA
JAJIUD010000144.1	10659	No terminal repeats	9	11	0.8787	NA	0	0.3918	NA	NA
