gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JAJIVY010000100.1_1	3	734	732	1	0.552	11	None	GENOMAD.123137.PC	1.145e-20	94	0	1	0	1	NA	MOBH	NA	PF07514;PF07515;TIGR03760;K12070;COG3294	Putative helicase; Putative conjugal transfer nickase/helicase TraI C-term
JAJIVY010000100.1_2	740	1279	540	-1	0.459	11	None	GENOMAD.086806.PP	4.184e-19	87	0	0	0	1	NA	NA	NA	PF13827	NA
JAJIVY010000100.1_3	1319	1900	582	-1	0.483	11	AGxAG	GENOMAD.086806.PP	3.845e-27	111	0	0	0	1	NA	NA	NA	PF13827	NA
JAJIVY010000100.1_4	1887	2405	519	-1	0.501	11	GGAG/GAGG	GENOMAD.086806.PP	1.27e-31	123	0	0	0	1	NA	NA	NA	PF13827	NA
JAJIVY010000100.1_5	2590	3249	660	1	0.567	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000100.1_6	3128	4474	1347	-1	0.603	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000100.1_7	4471	5061	591	-1	0.504	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000100.1_8	5127	5657	531	-1	0.505	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000100.1_9	6023	6544	522	-1	0.489	11	None	GENOMAD.086806.PP	5.009e-34	130	0	0	0	1	NA	NA	NA	PF13827	NA
JAJIVY010000100.1_10	6584	7720	1137	-1	0.563	11	GGA/GAG/AGG	GENOMAD.022765.PP	3.855e-216	667	0	1	0	1	NA	T_virB6	NA	K03201;COG3704	Type IV secretory pathway, VirB6 components
JAJIVY010000100.1_11	7752	8525	774	-1	0.553	11	GGA/GAG/AGG	GENOMAD.043515.PP	1.754e-138	436	0	1	0	1	NA	B_traI	NA	PF13605;TIGR02791;COG5314;K03200	P-type DNA transfer protein VirB5
JAJIVY010000100.1_12	9046	9471	426	1	0.585	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000100.1_13	9421	10968	1548	-1	0.578	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000100.1_14	11377	11697	321	1	0.623	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000100.1_15	12159	13709	1551	1	0.552	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000101.1_1	3	689	687	-1	0.654	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000102.1_1	3	611	609	1	0.435	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000103.1_1	132	608	477	-1	0.600	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000103.1_2	672	1241	570	-1	0.621	11	None	GENOMAD.137861.CP	0.0001692	44	0	0	0	1	NA	NA	NA	PF13022;K18905;TIGR03968;COG3226	mycofactocin system transcriptional regulator
JAJIVY010000103.1_3	1358	1930	573	-1	0.686	11	GGA/GAG/AGG	GENOMAD.160458.PC	3.722e-26	108	0	0	0	1	NA	NA	NA	PF00440;PF08362;K20325;TIGR03613;COG3226	pyrimidine utilization regulatory protein R
JAJIVY010000103.1_4	2014	2754	741	1	0.668	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000103.1_5	3120	4172	1053	-1	0.582	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000103.1_6	4204	4536	333	1	0.592	11	GGAG/GAGG	GENOMAD.112646.PP	7.5e-27	106	0	0	0	1	NA	B_traH	NA	PF12992;TIGR03066;COG4939	Gemmata obscuriglobus paralogous family TIGR03066
JAJIVY010000103.1_7	4872	6797	1926	1	0.681	11	GGAG/GAGG	GENOMAD.124001.CP	9.799e-256	796	0	0	0	1	NA	NA	NA	PF17899;PF01433;PF19805;COG3975;TIGR02411;K01254	Predicted metalloprotease, contains C-terminal PDZ domain
JAJIVY010000103.1_8	6946	7044	99	1	0.525	11	GGAG/GAGG	GENOMAD.189581.CP	0.0001041	38	0	0	0	1	NA	NA	NA	NA	NA
JAJIVY010000103.1_9	7147	8541	1395	-1	0.692	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
