JAQRDU010000013.1_tRNA1_Ser	86063	86155
JAQRDU010000015.1_tRNA1_Gln	100770	100844
JAQRDU010000015.1_tRNA2_Met	100897	100973
JAQRDU010000016.1_tRNA1_Leu	65849	65935
JAQRDU010000023.1_tRNA1_Glu	72805	72880
JAQRDU010000023.1_tRNA2_Ala	72928	73003
JAQRDU010000023.1_tRNA3_Glu	73753	73828
JAQRDU010000023.1_tRNA4_Ala	73876	73951
JAQRDU010000026.1_tRNA1_Gly	50208	50283
JAQRDU010000026.1_tRNA2_Cys	50365	50438
JAQRDU010000005.1_tRNA1_Thr	63751	63826
JAQRDU010000005.1_tRNA2_Val	233410	233484
JAQRDU010000007.1_tRNA1_Leu	167802	167888
JAQRDU010000009.1_tRNA1_Thr	96831	96906
