#Coverage (X)	Coverage
1.0	5.6001337345369535
2.0	5.496250656732116
3.0	5.318335960261749
4.0	5.160123226823345
5.0	4.975044180159543
6.0	4.858623489516191
7.0	4.683693938959763
8.0	4.6239910206811174
9.0	4.431747623823881
10.0	4.404881310598498
11.0	4.312938816449389
12.0	4.249653723074019
13.0	4.1427854993552415
14.0	4.080694464345456
15.0	4.01323016669059
16.0	3.9815876200029123
17.0	3.893227300950514
18.0	3.843673878779242
19.0	3.7929263982424004
20.0	3.7439700052539138
21.0	3.6771027367818334
22.0	3.612026555858108
23.0	3.568443425514701
24.0	3.524860295171294
25.0	3.460978172613139
26.0	3.4084396045279277
27.0	3.3529158905287915
28.0	3.3218703730238985
29.0	3.293810001432931
30.0	3.2836605053255568
31.0	3.276496155132122
32.0	3.266943688207533
33.0	3.2466446959927993
34.0	3.225151645412481
35.0	3.2203754119501866
36.0	3.2084348282944575
37.0	3.1875388068969386
38.0	3.1672398146822047
39.0	3.146343793284686
40.0	3.129029946983877
41.0	3.096193341930629
42.0	3.0609686201462267
43.0	3.0269379567273944
44.0	2.9666380092659637
45.0	2.9260400248364817
46.0	2.8800687777619203
47.0	2.81558962602098
48.0	2.7481253283661147
49.0	2.6609590676792862
50.0	2.574986865358042
51.0	2.510507713617102
