#Coverage	Number of genomic locations
0.0	158116.0
1.0	174.0
2.0	298.0
3.0	265.0
4.0	310.0
5.0	195.0
6.0	293.0
7.0	100.0
8.0	322.0
9.0	45.0
10.0	154.0
11.0	106.0
12.0	179.0
13.0	104.0
14.0	113.0
15.0	53.0
16.0	148.0
17.0	83.0
18.0	85.0
19.0	82.0
20.0	112.0
21.0	109.0
22.0	73.0
23.0	73.0
24.0	107.0
25.0	88.0
26.0	93.0
27.0	52.0
28.0	47.0
29.0	17.0
30.0	12.0
31.0	16.0
32.0	34.0
33.0	36.0
34.0	8.0
35.0	20.0
36.0	35.0
37.0	34.0
38.0	35.0
39.0	29.0
40.0	55.0
41.0	59.0
42.0	57.0
43.0	101.0
44.0	68.0
45.0	77.0
46.0	108.0
47.0	113.0
48.0	146.0
49.0	144.0
50.0	108.0
51.0	47.0
52.0	84.0
53.0	77.0
54.0	99.0
55.0	72.0
56.0	63.0
57.0	61.0
58.0	24.0
59.0	16.0
60.0	21.0
61.0	42.0
62.0	24.0
63.0	22.0
64.0	13.0
65.0	27.0
66.0	27.0
67.0	28.0
68.0	18.0
69.0	36.0
70.0	22.0
71.0	13.0
72.0	14.0
73.0	6.0
74.0	10.0
75.0	16.0
76.0	5.0
77.0	9.0
78.0	8.0
79.0	11.0
80.0	7.0
81.0	35.0
82.0	8.0
83.0	7.0
84.0	5.0
85.0	11.0
86.0	20.0
87.0	8.0
88.0	4.0
89.0	3.0
90.0	5.0
91.0	27.0
92.0	9.0
93.0	8.0
94.0	3.0
95.0	16.0
96.0	9.0
97.0	3.0
98.0	20.0
99.0	10.0
100.0	5.0
101.0	13.0
102.0	13.0
103.0	27.0
104.0	12.0
105.0	17.0
106.0	18.0
107.0	17.0
108.0	22.0
109.0	19.0
110.0	30.0
111.0	22.0
112.0	11.0
113.0	13.0
114.0	24.0
115.0	16.0
116.0	23.0
117.0	5.0
118.0	5.0
119.0	10.0
120.0	4.0
121.0	16.0
122.0	9.0
123.0	12.0
124.0	26.0
125.0	23.0
126.0	4.0
127.0	12.0
128.0	11.0
129.0	14.0
130.0	10.0
131.0	11.0
132.0	6.0
