#Coverage (X)	Coverage
1.0	99.08296317524001
2.0	98.91519797487702
3.0	98.77847829201892
4.0	98.64892295935425
5.0	98.59757844963463
6.0	98.5677269904953
7.0	98.53369632707647
8.0	98.46802311696996
9.0	98.41548454888475
10.0	98.3426469885848
11.0	98.33190046329464
12.0	98.31279552944548
13.0	98.30204900415532
14.0	98.29010842049959
15.0	98.28234704112337
16.0	98.27757080766108
17.0	98.25249558198405
18.0	98.24712231933897
19.0	98.2411520275111
20.0	98.23159956058652
21.0	98.22443521039308
22.0	98.22324115202751
23.0	98.21786788938243
24.0	98.21428571428571
25.0	98.18741940106032
26.0	98.1838372259636
27.0	98.17607584658738
28.0	98.16891149639395
29.0	98.16115011701773
30.0	98.15159765009314
31.0	98.1223432201366
32.0	98.09905908200793
33.0	98.07577494387925
34.0	98.05726703921287
35.0	98.04950565983665
36.0	98.04353536800879
37.0	98.02920666762192
38.0	98.00711658785882
39.0	97.98860868319244
40.0	97.97487701198835
41.0	97.94084634856952
42.0	97.93368199837609
43.0	97.92233844390314
44.0	97.9020394516884
45.0	97.88771075130153
46.0	97.87935234274252
47.0	97.8626355256245
48.0	97.84830682523761
49.0	97.81964942446388
50.0	97.79696231551799
51.0	97.77845441085161
