#Coverage	Number of genomic locations
0.0	156599.0
1.0	36.0
2.0	355.0
3.0	78.0
4.0	349.0
5.0	107.0
6.0	340.0
7.0	113.0
8.0	295.0
9.0	156.0
10.0	133.0
11.0	127.0
12.0	225.0
13.0	140.0
14.0	123.0
15.0	65.0
16.0	66.0
17.0	58.0
18.0	95.0
19.0	84.0
20.0	100.0
21.0	26.0
22.0	63.0
23.0	59.0
24.0	42.0
25.0	24.0
26.0	67.0
27.0	106.0
28.0	140.0
29.0	111.0
30.0	75.0
31.0	102.0
32.0	125.0
33.0	53.0
34.0	16.0
35.0	40.0
36.0	40.0
37.0	109.0
38.0	80.0
39.0	99.0
40.0	127.0
41.0	155.0
42.0	133.0
43.0	91.0
44.0	50.0
45.0	80.0
46.0	66.0
47.0	68.0
48.0	113.0
49.0	47.0
50.0	86.0
51.0	114.0
52.0	136.0
53.0	158.0
54.0	124.0
55.0	130.0
56.0	121.0
57.0	127.0
58.0	126.0
59.0	89.0
60.0	78.0
61.0	81.0
62.0	78.0
63.0	72.0
64.0	52.0
65.0	44.0
66.0	45.0
67.0	37.0
68.0	30.0
69.0	27.0
70.0	30.0
71.0	3.0
72.0	6.0
73.0	27.0
74.0	6.0
75.0	7.0
76.0	10.0
77.0	3.0
78.0	4.0
79.0	7.0
80.0	5.0
81.0	10.0
82.0	10.0
83.0	7.0
84.0	10.0
85.0	31.0
86.0	10.0
87.0	35.0
88.0	15.0
89.0	14.0
90.0	19.0
91.0	44.0
92.0	11.0
93.0	4.0
94.0	12.0
95.0	24.0
96.0	25.0
97.0	15.0
98.0	25.0
99.0	4.0
100.0	11.0
101.0	7.0
102.0	15.0
103.0	12.0
104.0	12.0
105.0	7.0
106.0	6.0
107.0	12.0
108.0	11.0
109.0	1.0
110.0	4.0
111.0	4.0
112.0	2.0
114.0	4.0
115.0	6.0
116.0	8.0
117.0	3.0
118.0	8.0
119.0	2.0
120.0	8.0
121.0	3.0
122.0	5.0
123.0	2.0
124.0	4.0
125.0	2.0
126.0	8.0
127.0	7.0
128.0	7.0
129.0	4.0
130.0	9.0
131.0	39.0
132.0	4.0
133.0	3.0
134.0	8.0
135.0	6.0
136.0	6.0
137.0	2.0
138.0	4.0
139.0	3.0
140.0	1.0
141.0	2.0
142.0	5.0
143.0	7.0
144.0	6.0
145.0	4.0
146.0	13.0
147.0	4.0
148.0	3.0
149.0	11.0
151.0	4.0
152.0	9.0
153.0	9.0
154.0	10.0
155.0	7.0
156.0	7.0
157.0	16.0
158.0	12.0
159.0	11.0
160.0	12.0
161.0	15.0
162.0	10.0
163.0	7.0
164.0	2.0
165.0	10.0
166.0	7.0
167.0	3.0
168.0	8.0
169.0	8.0
170.0	12.0
171.0	9.0
172.0	7.0
173.0	5.0
174.0	10.0
175.0	14.0
176.0	21.0
177.0	8.0
178.0	9.0
179.0	22.0
180.0	9.0
181.0	10.0
182.0	9.0
