#Coverage (X)	Coverage
1.0	6.505827004823999
2.0	6.484333954243681
3.0	6.272388594354496
4.0	6.225820318097149
5.0	6.017457133304674
6.0	5.953575010746519
7.0	5.750585088599124
8.0	5.683120790944258
9.0	5.5069971820222605
10.0	5.4138606295075675
11.0	5.334455748196973
12.0	5.258633041983089
13.0	5.124301475856143
14.0	5.040717390266039
15.0	4.967282800783309
16.0	4.928475903902196
17.0	4.8890719778382845
18.0	4.854444285236667
19.0	4.797726512871961
20.0	4.747576061517904
21.0	4.687873143239258
22.0	4.672350384486805
23.0	4.634737545971262
24.0	4.59951282418686
25.0	4.574437598509832
26.0	4.560108898122962
27.0	4.520107942876265
28.0	4.456822849500895
29.0	4.373238763910791
30.0	4.306968524621496
31.0	4.262191335912519
32.0	4.201294359268303
33.0	4.126665711420003
34.0	4.095023164732325
35.0	4.085470697807736
36.0	4.061589530496278
37.0	4.037708363184819
38.0	3.972632182261094
39.0	3.9248698476381776
40.0	3.865763958542317
41.0	3.7899412523284326
42.0	3.697401728996539
43.0	3.6179968476859443
44.0	3.563667192052378
45.0	3.5338157329130553
46.0	3.4860533982901387
47.0	3.446649472226227
48.0	3.406051487796745
49.0	3.3385871901418795
50.0	3.310526818550912
51.0	3.259182308831271
