seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JPYC01000816.1	2989	No terminal repeats	4	11	1.0000	NA	2	6.1658	T_virB5	NA
JPYC01000099.1	8322	No terminal repeats	8	11	1.0000	NA	1	5.7342	NA	NA
JPYC01000481.1	13750	No terminal repeats	15	11	1.0000	NA	3	11.4351	B_traI;T_virB6;MOBH	NA
JPYC01000060.1	19648	No terminal repeats	26	11	1.0000	NA	8	17.3389	virb4;T_virB5;T_virB6;T_virB9;T_virB10;T_virB1	NA
JPYC01000960.1	258	No terminal repeats	1	11	1.0000	NA	1	1.3753	NA	NA
JPYC01000226.1	4073	No terminal repeats	5	11	1.0000	NA	1	3.0688	t4cp2	NA
JPYC01000069.1	537	No terminal repeats	1	11	1.0000	NA	1	1.3753	NA	NA
JPYC01000196.1	4713	No terminal repeats	7	11	1.0000	NA	0	2.6611	NA	NA
JPYC01000376.1	7702	No terminal repeats	7	11	0.9999	NA	0	1.7183	NA	NA
JPYC01000179.1	7680	No terminal repeats	9	11	0.9999	NA	1	7.1485	NA	NA
JPYC01001042.1	5084	No terminal repeats	5	11	0.9999	NA	0	4.2928	NA	NA
JPYC01000103.1	11263	No terminal repeats	13	11	0.9999	NA	0	2.1429	NA	NA
JPYC01000540.1	3666	No terminal repeats	4	11	0.9999	NA	0	2.1770	NA	NA
JPYC01000239.1	11719	No terminal repeats	16	11	0.9999	NA	0	4.3712	NA	NA
JPYC01000436.1	7715	No terminal repeats	6	11	0.9999	NA	0	0.1488	NA	NA
JPYC01001031.1	542	No terminal repeats	1	11	0.9998	NA	1	1.7183	T_virB6	NA
JPYC01000821.1	4531	No terminal repeats	5	11	0.9998	NA	0	2.2853	NA	NA
JPYC01000144.1	2906	No terminal repeats	4	11	0.9998	NA	0	3.3387	NA	NA
JPYC01000150.1	7745	No terminal repeats	9	11	0.9998	NA	2	6.8731	T_virB6;T_virB6	NA
JPYC01000520.1	7660	No terminal repeats	10	11	0.9997	NA	0	2.0790	NA	NA
JPYC01000627.1	4436	No terminal repeats	6	11	0.9997	NA	1	3.4366	T_virB6	NA
JPYC01000236.1	20527	No terminal repeats	16	11	0.9997	NA	0	2.4361	NA	NA
JPYC01000213.1	12189	No terminal repeats	11	11	0.9997	NA	0	0.4148	NA	NA
JPYC01000084.1	21172	No terminal repeats	14	11	0.9996	NA	0	1.9175	NA	NA
JPYC01000454.1	10784	No terminal repeats	11	11	0.9996	NA	0	2.5829	NA	NA
JPYC01000404.1	11050	No terminal repeats	11	11	0.9995	NA	0	1.3688	NA	NA
JPYC01000198.1	9321	No terminal repeats	8	11	0.9995	NA	0	2.0859	NA	NA
JPYC01000223.1	5911	No terminal repeats	8	11	0.9994	NA	2	1.6605	NA	NA
JPYC01000435.1	6795	No terminal repeats	7	11	0.9993	NA	0	1.8360	NA	NA
JPYC01000174.1	7536	No terminal repeats	9	11	0.9993	NA	0	1.2055	NA	NA
JPYC01000515.1	7427	No terminal repeats	6	11	0.9993	NA	0	1.8656	NA	NA
JPYC01000036.1	6072	No terminal repeats	5	11	0.9993	NA	0	0.9239	NA	NA
JPYC01000952.1	2700	No terminal repeats	3	11	0.9987	NA	0	1.5819	B_traH	NA
JPYC01000631.1	5266	No terminal repeats	6	11	0.9979	NA	0	1.5772	NA	NA
JPYC01000387.1	7144	No terminal repeats	6	11	0.9956	NA	0	1.1870	NA	NA
JPYC01000267.1	11402	No terminal repeats	11	11	0.9953	NA	0	2.1197	NA	NA
JPYC01000629.1	7833	No terminal repeats	9	11	0.9951	NA	2	0.8285	B_traI;B_traI	NA
JPYC01000027.1	6751	No terminal repeats	6	11	0.9946	NA	0	0.3942	NA	NA
JPYC01000229.1	9505	No terminal repeats	10	11	0.9937	NA	0	0.4829	NA	NA
JPYC01000091.1	10807	No terminal repeats	11	11	0.9926	NA	1	0.8851	NA	NA
JPYC01000156.1	5509	No terminal repeats	6	11	0.9914	NA	0	2.1623	NA	NA
JPYC01000134.1	11290	No terminal repeats	9	11	0.9894	NA	0	0.8771	NA	NA
JPYC01000437.1	10434	No terminal repeats	8	11	0.9873	NA	0	1.3761	NA	NA
JPYC01000020.1	9764	No terminal repeats	14	11	0.9838	NA	0	1.7887	NA	NA
JPYC01000534.1	10842	No terminal repeats	7	11	0.9830	NA	0	1.1525	NA	NA
JPYC01000705.1	3097	No terminal repeats	7	11	0.9791	NA	0	1.0839	NA	NA
JPYC01000410.1	13372	No terminal repeats	12	11	0.9772	NA	0	0.8395	NA	NA
JPYC01000117.1	7418	No terminal repeats	7	11	0.9698	NA	1	1.8502	NA	NA
JPYC01000556.1	3049	No terminal repeats	3	11	0.9669	NA	0	1.1682	NA	NA
JPYC01000686.1	6619	No terminal repeats	8	11	0.9665	NA	0	0.7162	NA	NA
JPYC01000452.1	4056	No terminal repeats	5	11	0.9633	NA	0	1.3109	NA	NA
JPYC01000451.1	11366	No terminal repeats	4	11	0.9607	NA	0	1.2793	NA	NA
JPYC01000253.1	10502	No terminal repeats	13	11	0.9506	NA	0	0.2751	NA	NA
JPYC01000361.1	13119	No terminal repeats	8	11	0.9101	NA	0	0.2391	NA	NA
JPYC01000185.1	7227	No terminal repeats	6	11	0.9091	NA	0	0.2185	NA	NA
JPYC01000770.1	4697	No terminal repeats	4	11	0.8961	NA	0	1.2772	NA	NA
JPYC01000139.1	14107	No terminal repeats	11	11	0.8725	NA	0	0.3918	NA	NA
JPYC01000008.1	6312	No terminal repeats	5	11	0.8561	NA	0	0.7602	NA	NA
JPYC01000397.1	6328	No terminal repeats	7	11	0.8552	NA	0	0.8983	NA	NA
JPYC01000190.1	16594	No terminal repeats	14	11	0.7913	NA	0	0.6330	NA	NA
JPYC01000841.1	7658	No terminal repeats	6	11	0.7906	NA	0	1.6403	NA	NA
JPYC01000243.1	7098	No terminal repeats	7	11	0.7888	NA	0	0.6837	NA	NA
JPYC01000785.1	4613	No terminal repeats	3	11	0.7872	NA	0	0.3825	NA	NA
JPYC01000517.1	4000	No terminal repeats	3	11	0.7740	NA	0	0.2719	NA	NA
JPYC01000620.1	6920	No terminal repeats	7	11	0.7460	NA	0	0.2680	NA	NA
JPYC01000682.1	3239	No terminal repeats	2	11	0.7337	NA	0	0.8311	NA	NA
JPYC01000153.1	6874	No terminal repeats	10	11	0.7152	NA	0	1.6110	NA	NA
JPYC01000385.1	3196	No terminal repeats	2	11	0.7018	NA	1	1.0516	NA	NA
JPYC01000356.1	4045	No terminal repeats	4	11	0.7017	NA	0	1.1785	NA	NA
