JAJITV010000008.1_tRNA1_Ser	7535	7625
JAJITV010000008.1_tRNA2_Asp	15314	15390
JAJITV010000008.1_tRNA3_Asp	15485	15561
JAJITV010000008.1_tRNA4_Val	15590	15664
JAJITV010000008.1_tRNA5_Leu	22403	22487
JAJITV010000008.1_tRNA6_Lys	24398	24473
JAJITV010000008.1_tRNA7_His	24567	24643
JAJITV010000008.1_tRNA8_Arg	24676	24752
JAJITV010000008.1_tRNA9_Pro	24795	24871
JAJITV010000113.1_tRNA1_Phe	52802	52877
JAJITV010000113.1_tRNA2_Pro	81473	81549
JAJITV010000113.1_tRNA3_Val	116792	116866
JAJITV010000113.1_tRNA4_Asn	119716	119792
JAJITV010000113.1_tRNA5_Met	148444	148520
JAJITV010000113.1_tRNA6_Leu	163647	163731
JAJITV010000018.1_tRNA1_Glu	70006	70081
JAJITV010000018.1_tRNA2_Ala	70129	70204
JAJITV010000018.1_tRNA3_Glu	70954	71029
JAJITV010000018.1_tRNA4_Ala	71077	71152
JAJITV010000035.1_tRNA1_Leu	65569	65655
JAJITV010000042.1_tRNA1_Ser	38949	39041
JAJITV010000054.1_tRNA1_Leu	34175	34254
JAJITV010000060.1_tRNA1_Met	86715	86790
JAJITV010000088.1_tRNA1_Leu	116373	116459
