seq_name	chromosome_score	plasmid_score	virus_score
JAJIUJ010000096.1	0.5533	0.4426	0.0041
JAJIUJ010000097.1	0.4517	0.5326	0.0157
JAJIUJ010000098.1	0.5531	0.4205	0.0265
JAJIUJ010000099.1	0.7290	0.2380	0.0330
JAJIUJ010000100.1	0.2319	0.5700	0.1981
JAJIUJ010000101.1	0.3905	0.5891	0.0204
JAJIUJ010000102.1	0.1245	0.8656	0.0099
JAJIUJ010000103.1	0.5024	0.4769	0.0207
JAJIUJ010000104.1	0.5745	0.4250	0.0004
JAJIUJ010000105.1	0.4450	0.5419	0.0131
JAJIUJ010000010.1	0.3556	0.6311	0.0133
JAJIUJ010000106.1	0.1270	0.8380	0.0350
JAJIUJ010000107.1	0.1112	0.8305	0.0584
JAJIUJ010000108.1	0.4895	0.4878	0.0227
JAJIUJ010000109.1	0.5265	0.4529	0.0206
JAJIUJ010000110.1	0.5799	0.4102	0.0099
JAJIUJ010000111.1	0.4773	0.5141	0.0086
JAJIUJ010000112.1	0.1111	0.7900	0.0989
JAJIUJ010000113.1	0.4118	0.5045	0.0837
JAJIUJ010000114.1	0.2186	0.6270	0.1544
JAJIUJ010000115.1	0.4514	0.5382	0.0104
JAJIUJ010000116.1	0.5713	0.3201	0.1087
JAJIUJ010000117.1	0.2478	0.4340	0.3182
JAJIUJ010000118.1	0.4356	0.4853	0.0790
JAJIUJ010000119.1	0.4034	0.5767	0.0199
JAJIUJ010000120.1	0.4803	0.4955	0.0241
JAJIUJ010000121.1	0.4084	0.5782	0.0134
JAJIUJ010000011.1	0.4181	0.5477	0.0342
JAJIUJ010000012.1	0.3455	0.6369	0.0176
JAJIUJ010000013.1	0.2078	0.7120	0.0802
JAJIUJ010000014.1	0.5525	0.4304	0.0171
JAJIUJ010000015.1	0.4226	0.5625	0.0149
JAJIUJ010000016.1	0.6790	0.3171	0.0038
JAJIUJ010000017.1	0.4480	0.4945	0.0574
JAJIUJ010000001.1	0.0032	0.8727	0.1241
JAJIUJ010000018.1	0.4698	0.5253	0.0049
JAJIUJ010000019.1	0.1367	0.4213	0.4420
