seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBHJCC010000077.1	1590	No terminal repeats	2	11	1.0000	NA	1	2.8437	MOBH	NA
JBHJCC010000053.1	7854	No terminal repeats	11	11	1.0000	NA	0	2.0162	NA	NA
JBHJCC010000043.1	14030	No terminal repeats	17	11	1.0000	NA	3	10.1142	T_virB5;MOBP1	NA
JBHJCC010000059.1	6130	No terminal repeats	8	11	1.0000	NA	0	4.2600	NA	NA
JBHJCC010000046.1	12820	No terminal repeats	18	11	1.0000	NA	0	3.7839	NA	NA
JBHJCC010000054.1	7184	No terminal repeats	9	11	1.0000	NA	1	7.1485	NA	NA
JBHJCC010000064.1	4733	No terminal repeats	4	11	1.0000	NA	0	5.0569	NA	NA
JBHJCC010000041.1	15509	No terminal repeats	21	11	1.0000	NA	2	12.1063	t4cp2	NA
JBHJCC010000045.1	13680	No terminal repeats	16	11	1.0000	NA	5	10.2921	T_virB6;T_virB8;T_virB9;t4cp2	NA
JBHJCC010000060.1	6087	No terminal repeats	7	11	1.0000	NA	0	2.1428	NA	NA
JBHJCC010000047.1	12127	No terminal repeats	13	11	1.0000	NA	2	6.8731	T_virB6;B_traI	NA
JBHJCC010000042.1	14813	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JBHJCC010000034.1	31060	No terminal repeats	38	11	1.0000	NA	10	16.5936	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JBHJCC010000040.1	17340	No terminal repeats	24	11	1.0000	NA	9	14.4483	T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3;T_virB2;T_virB1	NA
JBHJCC010000055.1	6868	No terminal repeats	11	11	1.0000	NA	1	2.7002	NA	NA
JBHJCC010000050.1	9698	No terminal repeats	15	11	0.9999	NA	0	5.1487	NA	NA
JBHJCC010000048.1	11322	No terminal repeats	16	11	0.9999	NA	5	9.4377	T_virB1;T_virB3;virb4;T_virB5	NA
JBHJCC010000031.1	39716	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JBHJCC010000049.1	11233	No terminal repeats	9	11	0.9999	NA	0	3.4312	NA	NA
JBHJCC010000029.1	43731	No terminal repeats	29	11	0.9997	NA	0	3.8854	NA	NA
JBHJCC010000025.1	62528	No terminal repeats	58	11	0.9971	NA	0	0.6677	NA	NA
JBHJCC010000063.1	4939	No terminal repeats	4	11	0.9643	NA	0	0.3959	NA	NA
JBHJCC010000062.1	5881	No terminal repeats	8	11	0.9480	NA	0	0.7162	NA	NA
