JBHJBZ010000002.1_tRNA1_Met	252592	252667
JBHJBZ010000004.1_tRNA1_Ala	87704	87779
JBHJBZ010000004.1_tRNA2_Pro	174431	174507
JBHJBZ010000006.1_tRNA1_Leu	167692	167778
JBHJBZ010000010.1_tRNA1_Leu	42734	42813
JBHJBZ010000011.1_tRNA1_Gln	56939	57013
JBHJBZ010000011.1_tRNA2_Met	57066	57142
JBHJBZ010000012.1_tRNA1_Ser	1396	1485
JBHJBZ010000016.1_tRNA1_Ser	38950	39042
JBHJBZ010000017.1_tRNA1_Gly	1514	1589
JBHJBZ010000017.1_tRNA2_Leu	45797	45883
JBHJBZ010000020.1_tRNA1_Phe	51061	51136
JBHJBZ010000020.1_tRNA2_Pro	79732	79808
JBHJBZ010000023.1_tRNA1_Arg	29723	29799
