#Coverage	Number of genomic locations
4.0	1.0
5.0	9.0
6.0	33.0
7.0	113.0
8.0	84.0
9.0	88.0
10.0	66.0
11.0	37.0
12.0	3.0
13.0	21.0
14.0	67.0
15.0	63.0
16.0	111.0
17.0	110.0
18.0	79.0
19.0	39.0
20.0	64.0
21.0	37.0
22.0	48.0
23.0	45.0
24.0	74.0
25.0	61.0
26.0	30.0
27.0	51.0
28.0	38.0
29.0	28.0
30.0	57.0
31.0	41.0
32.0	15.0
33.0	32.0
34.0	25.0
35.0	36.0
36.0	27.0
37.0	29.0
38.0	8.0
39.0	10.0
40.0	18.0
41.0	25.0
42.0	2.0
43.0	17.0
44.0	12.0
45.0	11.0
46.0	12.0
47.0	28.0
48.0	35.0
49.0	25.0
50.0	46.0
51.0	14.0
52.0	11.0
53.0	29.0
54.0	31.0
55.0	39.0
56.0	33.0
57.0	30.0
58.0	37.0
59.0	24.0
60.0	32.0
61.0	52.0
62.0	41.0
63.0	23.0
64.0	25.0
65.0	14.0
66.0	24.0
67.0	44.0
68.0	33.0
69.0	26.0
70.0	20.0
71.0	23.0
72.0	17.0
73.0	16.0
74.0	16.0
75.0	25.0
76.0	15.0
77.0	13.0
78.0	18.0
79.0	2.0
80.0	16.0
81.0	4.0
82.0	15.0
83.0	32.0
84.0	15.0
85.0	25.0
86.0	13.0
87.0	10.0
88.0	19.0
89.0	19.0
90.0	22.0
91.0	12.0
92.0	32.0
93.0	19.0
94.0	12.0
95.0	23.0
96.0	16.0
97.0	30.0
98.0	22.0
99.0	37.0
100.0	28.0
101.0	47.0
102.0	40.0
103.0	18.0
104.0	20.0
105.0	18.0
106.0	10.0
107.0	10.0
108.0	13.0
109.0	37.0
110.0	37.0
111.0	23.0
112.0	27.0
113.0	24.0
114.0	16.0
115.0	22.0
116.0	21.0
117.0	13.0
118.0	25.0
119.0	14.0
120.0	18.0
121.0	16.0
122.0	18.0
123.0	20.0
124.0	23.0
125.0	36.0
126.0	25.0
127.0	15.0
128.0	7.0
129.0	24.0
130.0	41.0
131.0	22.0
132.0	19.0
133.0	17.0
134.0	17.0
135.0	24.0
136.0	19.0
137.0	24.0
138.0	13.0
139.0	34.0
140.0	25.0
141.0	23.0
142.0	34.0
143.0	27.0
144.0	24.0
145.0	23.0
146.0	33.0
147.0	26.0
148.0	28.0
149.0	24.0
150.0	33.0
151.0	36.0
152.0	21.0
153.0	20.0
154.0	26.0
155.0	27.0
156.0	11.0
157.0	13.0
158.0	29.0
159.0	25.0
160.0	32.0
161.0	21.0
162.0	15.0
163.0	16.0
164.0	21.0
165.0	45.0
166.0	38.0
167.0	22.0
168.0	43.0
169.0	37.0
170.0	26.0
171.0	27.0
172.0	21.0
173.0	20.0
174.0	28.0
175.0	14.0
176.0	34.0
177.0	26.0
178.0	22.0
179.0	9.0
180.0	21.0
181.0	26.0
182.0	28.0
183.0	26.0
184.0	27.0
185.0	18.0
186.0	34.0
187.0	31.0
188.0	36.0
189.0	30.0
190.0	43.0
191.0	38.0
192.0	40.0
193.0	41.0
194.0	42.0
195.0	35.0
196.0	36.0
197.0	38.0
198.0	45.0
199.0	50.0
200.0	46.0
201.0	52.0
202.0	70.0
203.0	68.0
204.0	70.0
205.0	51.0
206.0	53.0
207.0	45.0
208.0	56.0
209.0	71.0
210.0	77.0
211.0	66.0
212.0	62.0
213.0	80.0
214.0	67.0
215.0	91.0
216.0	74.0
217.0	95.0
218.0	83.0
219.0	97.0
220.0	105.0
221.0	104.0
222.0	112.0
223.0	120.0
224.0	145.0
225.0	130.0
226.0	105.0
227.0	102.0
228.0	128.0
229.0	173.0
230.0	153.0
231.0	145.0
232.0	132.0
233.0	133.0
234.0	171.0
235.0	152.0
236.0	159.0
237.0	158.0
238.0	167.0
239.0	182.0
240.0	221.0
241.0	260.0
242.0	241.0
243.0	214.0
244.0	245.0
245.0	219.0
246.0	291.0
247.0	277.0
248.0	276.0
249.0	310.0
250.0	294.0
251.0	290.0
252.0	371.0
253.0	362.0
254.0	359.0
255.0	404.0
256.0	427.0
257.0	460.0
258.0	505.0
259.0	531.0
260.0	498.0
261.0	537.0
262.0	519.0
263.0	553.0
264.0	593.0
265.0	596.0
266.0	562.0
267.0	541.0
268.0	632.0
269.0	614.0
270.0	595.0
271.0	592.0
272.0	689.0
273.0	726.0
274.0	755.0
275.0	737.0
276.0	746.0
277.0	782.0
278.0	801.0
279.0	803.0
280.0	790.0
281.0	813.0
282.0	763.0
283.0	790.0
284.0	824.0
285.0	826.0
286.0	845.0
287.0	752.0
288.0	754.0
289.0	760.0
290.0	730.0
291.0	714.0
292.0	753.0
293.0	751.0
294.0	689.0
295.0	733.0
296.0	672.0
297.0	689.0
298.0	767.0
299.0	757.0
300.0	778.0
301.0	709.0
302.0	627.0
303.0	712.0
304.0	651.0
305.0	667.0
306.0	607.0
307.0	597.0
308.0	617.0
309.0	642.0
310.0	600.0
311.0	581.0
312.0	562.0
