#Coverage	Number of genomic locations
0.0	427826.0
1.0	3365.0
2.0	2760.0
3.0	2259.0
4.0	2131.0
5.0	1519.0
6.0	1674.0
7.0	1322.0
8.0	1733.0
9.0	1559.0
10.0	1566.0
11.0	1494.0
12.0	1143.0
13.0	1349.0
14.0	1272.0
15.0	1291.0
16.0	1120.0
17.0	1061.0
18.0	1195.0
19.0	1022.0
20.0	1239.0
21.0	1188.0
22.0	1183.0
23.0	1355.0
24.0	1484.0
25.0	1621.0
26.0	1964.0
27.0	2482.0
28.0	2718.0
29.0	3193.0
30.0	3987.0
31.0	4985.0
32.0	5804.0
33.0	7303.0
34.0	9004.0
35.0	11397.0
36.0	14119.0
37.0	17746.0
38.0	21904.0
39.0	26582.0
40.0	31763.0
41.0	38149.0
42.0	45248.0
43.0	52963.0
44.0	61091.0
45.0	70869.0
46.0	80346.0
47.0	89703.0
48.0	100532.0
49.0	110875.0
50.0	119817.0
51.0	130027.0
52.0	137933.0
53.0	145716.0
54.0	152368.0
55.0	157562.0
56.0	163064.0
57.0	167013.0
58.0	168708.0
59.0	168146.0
60.0	169061.0
61.0	167306.0
62.0	164533.0
63.0	158767.0
64.0	156295.0
65.0	150427.0
66.0	143908.0
67.0	137008.0
68.0	129435.0
69.0	122350.0
70.0	114350.0
71.0	106084.0
72.0	99028.0
73.0	90300.0
74.0	83142.0
75.0	75397.0
76.0	68844.0
77.0	61628.0
78.0	55331.0
79.0	49290.0
80.0	43631.0
81.0	38072.0
82.0	33748.0
83.0	30129.0
84.0	25752.0
85.0	22313.0
86.0	19908.0
87.0	17122.0
88.0	14586.0
89.0	12231.0
90.0	10597.0
91.0	9023.0
92.0	7369.0
93.0	6234.0
94.0	5188.0
95.0	4493.0
96.0	3701.0
97.0	3011.0
98.0	2697.0
99.0	2071.0
100.0	1948.0
101.0	1563.0
102.0	1236.0
103.0	1191.0
104.0	885.0
105.0	773.0
106.0	693.0
107.0	591.0
108.0	589.0
109.0	457.0
110.0	437.0
111.0	413.0
112.0	367.0
113.0	369.0
114.0	292.0
115.0	270.0
116.0	227.0
117.0	199.0
118.0	217.0
119.0	172.0
120.0	147.0
121.0	139.0
122.0	143.0
123.0	155.0
124.0	138.0
125.0	196.0
126.0	168.0
127.0	156.0
128.0	210.0
129.0	192.0
130.0	241.0
131.0	134.0
132.0	184.0
133.0	134.0
134.0	152.0
135.0	197.0
136.0	213.0
137.0	126.0
138.0	138.0
139.0	96.0
140.0	153.0
141.0	156.0
142.0	132.0
143.0	124.0
144.0	147.0
145.0	104.0
146.0	115.0
147.0	108.0
148.0	133.0
149.0	162.0
150.0	97.0
151.0	112.0
152.0	201.0
153.0	133.0
154.0	138.0
155.0	139.0
156.0	140.0
157.0	115.0
158.0	151.0
159.0	132.0
160.0	160.0
161.0	147.0
162.0	170.0
163.0	154.0
164.0	161.0
165.0	153.0
166.0	139.0
167.0	181.0
168.0	137.0
169.0	169.0
170.0	167.0
171.0	161.0
172.0	153.0
173.0	109.0
174.0	158.0
175.0	182.0
176.0	160.0
177.0	160.0
178.0	158.0
179.0	169.0
180.0	131.0
181.0	201.0
182.0	153.0
183.0	159.0
184.0	153.0
185.0	157.0
186.0	165.0
187.0	213.0
188.0	211.0
189.0	154.0
190.0	221.0
191.0	172.0
192.0	194.0
193.0	190.0
194.0	193.0
195.0	209.0
196.0	195.0
197.0	239.0
198.0	289.0
199.0	235.0
200.0	177.0
201.0	218.0
202.0	258.0
203.0	213.0
204.0	218.0
205.0	206.0
206.0	285.0
207.0	296.0
208.0	265.0
209.0	247.0
210.0	280.0
211.0	288.0
212.0	287.0
213.0	314.0
214.0	275.0
215.0	307.0
216.0	283.0
217.0	356.0
218.0	284.0
219.0	322.0
220.0	295.0
221.0	315.0
222.0	283.0
223.0	406.0
224.0	311.0
225.0	298.0
226.0	318.0
227.0	310.0
228.0	349.0
229.0	311.0
230.0	383.0
231.0	329.0
232.0	383.0
233.0	391.0
234.0	343.0
235.0	365.0
236.0	366.0
237.0	368.0
238.0	355.0
239.0	365.0
240.0	422.0
241.0	392.0
242.0	373.0
243.0	399.0
244.0	398.0
245.0	473.0
246.0	494.0
247.0	419.0
248.0	494.0
249.0	422.0
