seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIVT010000021.1	2596	No terminal repeats	3	11	1.0000	NA	2	4.4475	T_virB5	NA
JAJIVT010000027.1	6243	No terminal repeats	8	11	1.0000	NA	0	4.2600	NA	NA
JAJIVT010000045.1	10212	No terminal repeats	14	11	1.0000	NA	0	4.2103	NA	NA
JAJIVT010000001.1	31328	No terminal repeats	41	11	1.0000	NA	11	25.6300	T_virB6;T_virB5;virb4;t4cp2;T_virB1;T_virB10;T_virB9;T_virB6	NA
JAJIVT010000080.1	13735	No terminal repeats	15	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JAJIVT010000044.1	14727	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIVT010000049.1	6858	No terminal repeats	8	11	1.0000	NA	0	2.1428	NA	NA
JAJIVT010000061.1	30910	No terminal repeats	36	11	1.0000	NA	10	22.1400	T_virB1;T_virB2;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
JAJIVT010000063.1	8301	No terminal repeats	12	11	1.0000	NA	1	2.7002	NA	NA
JAJIVT010000033.1	10373	No terminal repeats	10	11	0.9999	NA	1	8.5656	NA	NA
JAJIVT010000005.1	38501	No terminal repeats	53	11	0.9999	NA	11	17.4228	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2;I_traV	NA
JAJIVT010000051.1	12158	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JAJIVT010000040.1	6994	No terminal repeats	7	11	0.9999	NA	0	6.7752	NA	NA
JAJIVT010000042.1	39972	No terminal repeats	31	11	0.9998	NA	0	6.3270	NA	NA
JAJIVT010000011.1	8203	No terminal repeats	8	11	0.9998	NA	3	6.8731	T_virB6;T_virB6;T_virB6	NA
JAJIVT010000060.1	62476	No terminal repeats	61	11	0.9991	NA	0	0.6677	NA	NA
JAJIVT010000032.1	20585	No terminal repeats	19	11	0.9910	NA	0	0.3959	NA	NA
JAJIVT010000029.1	14774	No terminal repeats	17	11	0.9677	NA	0	0.5447	NA	NA
