seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JBHJBW010000001.1	474	3	1	0	11	0.3129	0.8643	0.3059	0.0000	0.6941	0.0000	0.0823	0.2932	0.0274	0.0359	0.0021	0.0000	0.0148	0.0000	0.0105	0.4030	0.0380	0.0253	0.8015	0.5576	0.0000	0.0000	0.0000	0.0000	0.0063	104.1349	-169.7499	-532.7182
JBHJBW010000002.1	279	32	0	1	11	0.2626	0.8330	0.2975	0.0000	0.7025	0.0000	0.1147	0.2401	0.0645	0.0358	0.0000	0.0000	0.0143	0.0000	0.0215	0.4194	0.0358	0.0358	0.8643	0.3087	0.0000	0.0000	0.0000	0.0000	0.0036	92.1231	-154.3146	-285.5383
JBHJBW010000003.1	273	1	1	1	11	0.3713	0.8373	0.3187	0.0000	0.6813	0.0000	0.0366	0.1905	0.0293	0.0659	0.0037	0.0000	0.0220	0.0073	0.0183	0.2564	0.0696	0.0476	0.7541	0.5831	0.0000	0.0000	0.0000	0.0000	0.0037	9.2260	-68.7756	-217.4615
JBHJBW010000004.1	257	0	0	0	11	0.3281	0.8371	0.2490	0.0000	0.7510	0.0000	0.0584	0.3113	0.0039	0.0700	0.0078	0.0000	0.0039	0.0000	0.0039	0.3735	0.0778	0.0078	0.7592	0.6492	0.0000	0.0000	0.0000	0.0000	0.0000	29.7348	-37.7797	-319.1679
JBHJBW010000005.1	208	2	0	0	11	0.2899	0.8354	0.2885	0.0000	0.7115	0.0000	0.0385	0.3173	0.0144	0.0577	0.0048	0.0000	0.0144	0.0000	0.0144	0.3702	0.0625	0.0288	0.7714	0.6232	0.0000	0.0000	0.0000	0.0000	0.0000	21.8198	-49.1450	-242.4656
JBHJBW010000006.1	194	5	1	0	11	0.2642	0.8500	0.2732	0.0000	0.7268	0.0000	0.0258	0.2835	0.0309	0.0361	0.0103	0.0000	0.0052	0.0000	0.0155	0.3402	0.0464	0.0206	0.7816	0.6207	0.0000	0.0000	0.0000	0.0000	0.0000	23.9736	-46.6128	-195.7843
JBHJBW010000007.1	199	5	3	1	11	0.2879	0.8840	0.3065	0.0000	0.6935	0.0000	0.0302	0.3015	0.0302	0.0402	0.0151	0.0050	0.0101	0.0050	0.0000	0.3618	0.0603	0.0151	0.7934	0.5937	0.0000	0.0000	0.0000	0.0000	0.0000	25.3734	-48.2906	-220.9583
JBHJBW010000008.1	194	2	1	1	11	0.2850	0.8594	0.3196	0.0000	0.6804	0.0000	0.0825	0.2268	0.0155	0.0567	0.0000	0.0000	0.0103	0.0052	0.0309	0.3247	0.0567	0.0464	0.7572	0.5105	0.0000	0.0000	0.0000	0.0000	0.0052	22.8287	-60.8042	-179.6239
JBHJBW010000009.1	145	1	0	0	11	0.1597	0.8684	0.2828	0.0000	0.7172	0.0000	0.0414	0.3793	0.0069	0.0414	0.0000	0.0000	0.0138	0.0000	0.0000	0.4276	0.0414	0.0138	0.7749	0.6245	0.0000	0.0000	0.0000	0.0000	0.0000	22.0723	-31.7163	-191.8238
JBHJBW010000010.1	143	2	0	1	11	0.3099	0.8595	0.2587	0.0000	0.7413	0.0000	0.0769	0.2797	0.0420	0.0490	0.0140	0.0000	0.0210	0.0000	0.0070	0.3986	0.0629	0.0280	0.7853	0.5894	0.0000	0.0000	0.0000	0.0000	0.0000	27.1219	-51.4138	-165.1715
