File	CAJ21683.1	CAJ21916.1	CAJ22045.1	CAJ22068.1	CAJ22203.1	CAJ22437.1	CAJ23736.1	CAJ24623.1	CAJ24946.1	CAJ24951.1	CAJ25516.2	CAJ26159.1	CAJ26169.1
potnis_2011_core_effectors.faa.versus.66b.fasta.tblastn	1	1	0.982142857142857	1	0	1	0	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0
potnis_2011_core_effectors.faa.versus.71-21.fasta.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
potnis_2011_core_effectors.faa.versus.75-3.fasta.tblastn	0.99859943977591	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
potnis_2011_core_effectors.faa.versus.83M.fasta.tblastn	1	1	0.998507462686567	0.945035460992908	1	1	1	0.99181446111869	0.998936170212766	1	0	0.995555555555556	0.982758620689655
potnis_2011_core_effectors.faa.versus.85-10.fasta.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
potnis_2011_core_effectors.faa.versus.85-16.fasta.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
potnis_2011_core_effectors.faa.versus.86-2.fasta.tblastn	0.99859943977591	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
potnis_2011_core_effectors.faa.versus.86-22.fasta.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
potnis_2011_core_effectors.faa.versus.86-46.fasta.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
potnis_2011_core_effectors.faa.versus.87-21.fasta.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
potnis_2011_core_effectors.faa.versus.87-47.fasta.tblastn	0.99859943977591	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
potnis_2011_core_effectors.faa.versus.89-10.fasta.tblastn	0	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
potnis_2011_core_effectors.faa.versus.ATCC_11633.fasta.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
potnis_2011_core_effectors.faa.versus.DC99P1A1.fasta.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
potnis_2011_core_effectors.faa.versus.DC99P1B1.fasta.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
