File	CAJ21683.1	CAJ21916.1	CAJ22045.1	CAJ22068.1	CAJ22203.1	CAJ22437.1	CAJ23736.1	CAJ24623.1	CAJ24946.1	CAJ24951.1	CAJ25516.2	CAJ26159.1	CAJ26169.1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.20HP1591.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	0.998484848484849	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.20HP1594.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.20HP1597.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.20HP1608-1.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.20HP1608-2.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.20HP1609-2.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.20HP1613.contig.tblastn	1	1	0.998507462686567	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.20HP1614.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.20HP1615.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.62XEKK5.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.65XENP1.contig.tblastn	1	1	0.998507462686567	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.65XENP2.contig.tblastn	1	1	0.998507462686567	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.65XENP3.contig.tblastn	1	1	0.998507462686567	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.66b.contig.tblastn	1	1	0.982142857142857	1	0	1	0	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.69-1.contig.tblastn	1	1	0.982142857142857	0	0.998565279770445	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.69-24.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.70-7.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	0.998546511627907	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.71-21.contig.tblastn	1	1	0.998507462686567	0	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.72-7.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.75-3.contig.tblastn	0.99859943977591	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.80-5.contig.tblastn	1	1	0.998507462686567	0.99812734082397	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.83M.contig.tblastn	1	1	0.998507462686567	0	1	1	1	0.99181446111869	0.998936170212766	1	0	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.85-10.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.85-16.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.86-2.contig.tblastn	0.99859943977591	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.86-22.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.86-46.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.87-13.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.87-21.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.87-47.contig.tblastn	0.99859943977591	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.87-7.contig.tblastn	1	1	0.980654761904762	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.980603448275862
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.89-10.contig.tblastn	0	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.89-16.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.90-13.contig.tblastn	1	1	0.982142857142857	0	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.ATCC_11633.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.DC99P1A1.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.DC99P1B1.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.DOA-1721.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.DOA-1726.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.DOA-2036.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.DOA-2983.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.DOA-2987.contig.tblastn	0.99859943977591	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.DOA-2989.contig.tblastn	0.99859943977591	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.DOA-2990.contig.tblastn	1	1	0.998507462686567	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.E3.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.FB570.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.LMG_27970.contig.tblastn	1	1	0	1	1	1	0	1	0	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.LMG_667.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.LMG_905.contig.tblastn	1	1	0	1	1	1	1	0.980900409276944	0.998936170212766	1	1	0	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.LMG_909.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.LMG_930.contig.tblastn	1	1	0.998507462686567	0	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.LMG_933.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.Ps-1.contig.tblastn	1	1	0.998507462686567	0	1	1	1	0.99181446111869	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.Ps-7.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.Tabasco1.contig.tblastn	1	1	0.998507462686567	0.99812734082397	1	1	1	0.99181446111869	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.Tu-06.contig.tblastn	1	1	0.998507462686567	0	1	1	1	0.99181446111869	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.Tu-08.contig.tblastn	1	1	0.998507462686567	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.Tu-10.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.Tu-11.contig.tblastn	1	1	0.998507462686567	0	1	1	1	0.99181446111869	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.VTM10.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.VTM12.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.VTM15.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.VTM16.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.VTM17.contig.tblastn	1	1	0.998507462686567	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.VTM4.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	0.998484848484849	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.WHRI_8301.contig.tblastn	0.99859943977591	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.X13.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.X22.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.X31.contig.tblastn	1	1	0.982142857142857	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.X82-8P.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	0.998546511627907	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.X82-8P_C1.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	0.998546511627907	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.X82-8P_C2.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	0.998546511627907	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.X82-8P_C3.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	0.998546511627907	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.X82-8P_C4.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	0.998546511627907	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.X82-8P_C5.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	0.998546511627907	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.X82-8P_C6.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	0.998546511627907	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XCVCP-C-43.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XCVCP-C-51.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XCVKK-C-1.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XCVKK-C-2.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XCVKK-C-3.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XCVKK-C-4.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XCVKK-C-5.contig.tblastn	1	1	0.982142857142857	1	1	1	0.999279538904899	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-102.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-104.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-112.contig.tblastn	1	1	0.998507462686567	1	1	1	1	0.99181446111869	0.998936170212766	1	0.998546511627907	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-128.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-139.contig.tblastn	1	1	0.997014925373134	0	1	1	1	1	0.998936170212766	1	1	0.995555555555556	0.982758620689655
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-155.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-156.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-157.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-158.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-160.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-161.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-162.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-163.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
tblastn_versus_dokuwiki_effectors/potnis_2011_core_effectors.versus.XVP-164.contig.tblastn	1	1	0.998507462686567	1	1	1	1	1	0.998936170212766	1	1	0.997777777777778	1
