gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JBHJCG010000021.1_1	81	347	267	-1	0.573	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_2	487	2871	2385	-1	0.532	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_3	3549	4136	588	1	0.645	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_4	4363	6186	1824	-1	0.641	11	GGAG/GAGG	GENOMAD.181251.PC	1.515e-18	93	0	0	0	1	NA	NA	NA	PF00263;PF03958;K22504;TIGR02516;COG1450	type III secretion outer membrane pore, YscC/HrcC family
JBHJCG010000021.1_5	6268	7098	831	-1	0.616	11	GGxGG	GENOMAD.171038.PC	1.095e-14	77	0	0	0	1	NA	NA	NA	PF01311;COG1684;TIGR01400;K22509	Flagellar biosynthesis protein FliR
JBHJCG010000021.1_6	7095	7604	510	-1	0.661	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_7	7597	8925	1329	-1	0.668	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_8	8915	9616	702	-1	0.698	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_9	9601	10230	630	-1	0.673	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_10	10238	10999	762	-1	0.635	11	None	GENOMAD.167309.PC	7.915e-35	136	0	0	0	1	NA	NA	NA	PF01514;K03222;COG4669;TIGR02544	Type III secretory pathway, lipoprotein EscJ
JBHJCG010000021.1_11	11001	11393	393	-1	0.618	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_12	11427	11882	456	-1	0.632	11	GGAG/GAGG	GENOMAD.216464.PC	4.912e-50	175	0	0	0	1	NA	NA	NA	PF09613;K18373;TIGR02561	type III secretion protein HrpB1/HrpK
JBHJCG010000021.1_13	12097	13170	1074	1	0.612	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_14	13164	15101	1938	1	0.622	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_15	15101	15739	639	1	0.657	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_16	15781	16785	1005	1	0.660	11	GGAGG	GENOMAD.197924.PC	2.327e-182	567	0	0	0	1	NA	NA	NA	PF06622;K03225;TIGR02480	SepQ protein
JBHJCG010000021.1_17	16772	17416	645	1	0.597	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_18	17421	17681	261	1	0.636	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_19	17678	18505	828	1	0.651	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_20	18502	19440	939	1	0.633	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_21	19452	19694	243	1	0.601	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_22	19776	20057	282	1	0.532	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_23	20148	20582	435	1	0.589	11	None	GENOMAD.088856.PP	1.017e-63	214	0	0	0	1	NA	NA	NA	PF07824;K18380;TIGR02513	Type III secretion chaperone domain
JBHJCG010000021.1_24	20643	20903	261	1	0.651	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_25	21204	23000	1797	-1	0.651	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_26	23213	23485	273	-1	0.663	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_27	23498	23659	162	-1	0.593	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_28	24546	26966	2421	1	0.602	11	GGAG/GAGG	GENOMAD.058049.PP	3.174e-167	547	0	0	0	1	NA	NA	NA	PF05819;K18376	NolX protein
JBHJCG010000021.1_29	27824	28105	282	1	0.635	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_30	28162	29460	1299	1	0.639	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_31	30414	31319	906	1	0.680	11	None	GENOMAD.111079.CP	3.75e-32	130	0	0	0	1	NA	NA	NA	PF01040;K06125;COG0382;TIGR01474	4-hydroxybenzoate polyprenyltransferase
JBHJCG010000021.1_32	31651	32376	726	-1	0.696	11	None	GENOMAD.049531.CC	1.169e-12	70	0	0	0	1	NA	NA	NA	PF15610;TIGR00201;COG1040;K02242	comF family protein
JBHJCG010000021.1_33	32426	33460	1035	1	0.674	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_34	33552	34757	1206	1	0.676	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_35	34949	35323	375	1	0.683	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_36	35424	36185	762	1	0.686	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_37	36231	37013	783	1	0.696	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_38	37077	37961	885	1	0.696	11	None	GENOMAD.114626.CP	2.719e-35	139	0	0	0	1	NA	NA	NA	PF03492;K18162;TIGR02072;COG4627	malonyl-acyl carrier protein O-methyltransferase BioC
JBHJCG010000021.1_39	38118	39116	999	1	0.637	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_40	39218	39637	420	-1	0.626	11	GGA/GAG/AGG	GENOMAD.160272.CP	4.747e-53	183	0	0	0	1	NA	NA	NA	PF20409;TIGR02096;COG5485;K06893	conserved hypothetical protein, steroid delta-isomerase-related
JBHJCG010000021.1_41	39681	40232	552	-1	0.672	11	GGxGG	GENOMAD.219645.CP	1.606e-07	53	0	0	0	1	NA	NA	NA	PF02698;COG2949;K03748	Uncharacterized periplasmic protein SanA, affects membrane permeability for vancomycin
JBHJCG010000021.1_42	40283	41242	960	-1	0.702	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_43	41400	41882	483	1	0.673	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_44	42453	44357	1905	1	0.677	11	None	GENOMAD.074473.CV	8.319e-226	709	0	0	0	1246	Caudoviricetes	NA	NA	PF13932;PF01134;K03495;TIGR00136;COG0445	glucose-inhibited division protein A
JBHJCG010000021.1_45	44566	45276	711	1	0.588	11	None	GENOMAD.178382.CP	4.766e-34	133	0	0	0	1	NA	NA	NA	PF10677	Oligogalacturonate-specific porin protein (KdgM)
JBHJCG010000021.1_46	45575	46543	969	-1	0.683	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_47	46798	47658	861	-1	0.647	11	None	GENOMAD.082010.CP	4.012e-38	147	1	0	0	1	NA	NA	NA	PF01163;COG1718;TIGR02172;K08799	RIO1 family
JBHJCG010000021.1_48	47807	48667	861	1	0.698	11	None	GENOMAD.123845.CP	2.75e-14	76	0	0	0	1	NA	NA	NA	PF01614;PF20024;K10973;COG1414;TIGR02431	DNA-binding transcriptional regulator, IclR family
JBHJCG010000021.1_49	49028	49954	927	-1	0.703	11	GGAG/GAGG	GENOMAD.178547.CP	1.709e-181	563	0	0	0	1	NA	NA	NA	PF02273;TIGR01607;COG1647;K01054	Plasmodium subtelomeric family (PST-A)
JBHJCG010000021.1_50	50135	50548	414	-1	0.659	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_51	50575	51357	783	-1	0.686	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_52	51368	52720	1353	-1	0.708	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_53	53078	53641	564	-1	0.679	11	GGAG/GAGG	GENOMAD.170300.PC	1.154e-39	147	0	0	0	1	NA	NA	NA	PF00775;K00448;TIGR02423;COG3485	protocatechuate 3,4-dioxygenase, alpha subunit
JBHJCG010000021.1_54	53646	54380	735	-1	0.661	11	GGAG/GAGG	GENOMAD.170300.PC	9.215e-07	52	0	0	0	1	NA	NA	NA	PF00775;K00448;TIGR02423;COG3485	protocatechuate 3,4-dioxygenase, alpha subunit
JBHJCG010000021.1_55	54459	55667	1209	-1	0.694	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_56	55664	56452	789	-1	0.687	11	AGxAGG/AGGxGG	GENOMAD.160445.CP	5.367e-56	198	0	0	0	1	NA	NA	NA	PF13336;K01040;COG2057;TIGR02428	Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit
JBHJCG010000021.1_57	56449	57312	864	-1	0.646	11	GGA/GAG/AGG	GENOMAD.159319.CP	1.204e-157	493	0	0	0	1	NA	NA	NA	PF01144;K01039;COG4670;TIGR02429	Acyl CoA:acetate/3-ketoacid CoA transferase
JBHJCG010000021.1_58	57564	58640	1077	1	0.650	11	AGGAG	GENOMAD.178979.PC	5.781e-59	211	0	0	0	1	NA	NA	NA	PF19112	Vanillate O-demethylase oxygenase C-terminal domain
JBHJCG010000021.1_59	58741	59724	984	1	0.673	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_60	60067	60894	828	1	0.665	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000021.1_61	61118	62596	1479	1	0.678	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_1	2	415	414	1	0.546	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_2	464	1168	705	-1	0.610	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_3	1426	1890	465	1	0.720	11	GGA/GAG/AGG	GENOMAD.141865.PV	8.704e-87	281	0	0	0	1	NA	NA	NA	PF20090	NA
JBHJCG010000025.1_4	1887	2402	516	1	0.618	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_5	2366	2755	390	1	0.592	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_6	3270	4091	822	1	0.695	11	None	GENOMAD.023008.PP	2.145e-161	503	0	1	0	1	NA	NA	NA	PF02387	NA
JBHJCG010000025.1_7	4976	5785	810	1	0.606	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_8	5799	6824	1026	1	0.621	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_9	6877	7206	330	1	0.494	11	GGAG/GAGG	GENOMAD.110060.PV	2.539e-05	44	0	0	0	1	NA	NA	NA	PF03333;COG1342;TIGR03879;K02479	Adhesin biosynthesis transcription regulatory protein
JBHJCG010000025.1_10	7209	7376	168	1	0.607	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_11	7331	7552	222	-1	0.595	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_12	7630	8019	390	-1	0.654	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_13	8032	8739	708	-1	0.565	11	GGAG/GAGG	GENOMAD.123110.PV	8.389e-57	199	0	0	0	1	NA	NA	NA	PF07755;COG0132;TIGR03371	Dethiobiotin synthetase
JBHJCG010000025.1_14	8736	9182	447	-1	0.539	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_15	9530	9925	396	1	0.611	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_16	9925	10653	729	1	0.594	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_17	10657	11193	537	1	0.607	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_18	11334	12908	1575	1	0.617	11	AGGAG	GENOMAD.228061.PC	3.6e-05	49	0	1	0	1	NA	t4cp2	NA	PF10412;COG3505;TIGR02759	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
JBHJCG010000025.1_19	12922	15897	2976	1	0.649	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_20	15966	16289	324	-1	0.593	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_21	16289	16507	219	-1	0.616	11	GGAG/GAGG	GENOMAD.128941.PC	4.534e-30	113	0	0	0	1	NA	NA	NA	PF11455	Antitoxin MazE-like
JBHJCG010000025.1_22	16644	17030	387	-1	0.610	11	AGGAG	GENOMAD.113538.PP	2.373e-63	212	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_23	17107	17526	420	-1	0.540	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_24	17652	18563	912	-1	0.651	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_25	18550	19572	1023	-1	0.580	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_26	19583	20803	1221	-1	0.645	11	GGxGG	GENOMAD.106848.PC	6.123e-225	694	0	1	0	1	NA	T_virB10	NA	PF03743	Bacterial conjugation TrbI-like protein
JBHJCG010000025.1_27	20805	21587	783	-1	0.576	11	AGGA	GENOMAD.112644.PC	1.275e-117	376	0	1	0	1	NA	T_virB9	NA	PF03524;K03204;TIGR02781;COG3504	P-type conjugative transfer protein VirB9
JBHJCG010000025.1_28	21612	22286	675	-1	0.588	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_29	22283	23149	867	-1	0.522	11	GGA/GAG/AGG	GENOMAD.117368.PC	1.082e-150	473	0	1	0	1	NA	T_virB6	NA	PF04610;COG3704;TIGR02783;K03201	Type IV secretory pathway, VirB6 components
JBHJCG010000025.1_30	23137	23544	408	-1	0.554	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_31	23537	23749	213	-1	0.535	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_32	23801	24460	660	-1	0.602	11	AGGAG	GENOMAD.105322.PC	2.587e-115	367	0	1	0	1	NA	T_virB5	NA	PF07996;K03200;TIGR02791;COG5314	P-type DNA transfer protein VirB5
JBHJCG010000025.1_33	24463	27132	2670	-1	0.592	11	GGA/GAG/AGG	GENOMAD.108687.PC	2.172e-38	159	0	1	0	1	NA	virb4	NA	PF19044;PF03135;PF05101;K03199;TIGR00929;COG3451	type IV secretion/conjugal transfer ATPase, VirB4 family
JBHJCG010000025.1_34	27119	27418	300	-1	0.547	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_35	27415	27786	372	-1	0.583	11	GGAG/GAGG	GENOMAD.044601.PP	1.391e-66	221	0	1	0	1	NA	NA	NA	PF04956;K03197;COG3838	TrbC/VIRB2 pilin
JBHJCG010000025.1_36	27814	28083	270	-1	0.470	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_37	28704	28967	264	1	0.576	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_38	28961	29500	540	1	0.631	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_39	29665	30738	1074	1	0.615	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_40	31114	31320	207	-1	0.676	11	GGA/GAG/AGG	GENOMAD.141865.PV	9.787e-36	129	0	0	0	1	NA	NA	NA	PF20090	NA
JBHJCG010000025.1_41	31647	32246	600	-1	0.592	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_42	32393	32722	330	1	0.552	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_43	33032	33448	417	1	0.523	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_44	33579	33866	288	-1	0.632	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_45	33805	34728	924	-1	0.626	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_46	34944	35183	240	1	0.608	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_47	35183	35602	420	1	0.624	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_48	35607	36173	567	1	0.638	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_49	36134	38581	2448	1	0.641	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000025.1_50	38600	39298	699	1	0.534	11	GGA/GAG/AGG	GENOMAD.191442.PC	3.587e-23	101	0	0	0	1	NA	NA	NA	PF03695;K07039;COG3318;TIGR02292	Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif
JBHJCG010000025.1_51	39991	40224	234	-1	0.637	11	None	GENOMAD.177338.PC	7.547e-06	44	0	0	0	1	NA	NA	NA	PF13683	Integrase core domain
JBHJCG010000026.1_1	274	1395	1122	1	0.569	11	AGGAG	GENOMAD.049926.PP	2.582e-11	68	0	0	0	1	NA	NA	NA	PF03421;K13478	YopJ Serine/Threonine acetyltransferase
JBHJCG010000026.1_2	1760	4777	3018	-1	0.625	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000026.1_3	5090	5185	96	-1	0.573	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000026.1_4	5199	5585	387	-1	0.636	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000026.1_5	5725	6369	645	-1	0.631	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000026.1_6	6366	9455	3090	-1	0.613	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000026.1_7	9452	9985	534	-1	0.654	11	GGA/GAG/AGG	GENOMAD.207688.CP	0.0006302	42	0	0	0	1	NA	NA	NA	K01994	NA
JBHJCG010000026.1_8	10127	11335	1209	-1	0.620	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000026.1_9	11946	13526	1581	1	0.660	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000026.1_10	13574	14401	828	1	0.664	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000026.1_11	14803	15582	780	1	0.650	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000026.1_12	15579	16571	993	1	0.661	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJCG010000026.1_13	16568	19024	2457	1	0.663	11	None	GENOMAD.190312.PC	1.985e-20	100	0	0	0	1	NA	NA	NA	PF19443	DAHL domain
