seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBHJCG010000034.1	14052	No terminal repeats	15	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JBHJCG010000025.1	40225	No terminal repeats	51	11	1.0000	NA	8	19.8022	t4cp2;T_virB10;T_virB9;T_virB6;T_virB5;virb4	NA
JBHJCG010000033.1	14860	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JBHJCG010000038.1	12160	No terminal repeats	10	11	1.0000	NA	0	4.9816	NA	NA
JBHJCG010000029.1	21695	No terminal repeats	29	11	1.0000	NA	4	11.2821	I_traV	NA
JBHJCG010000035.1	13886	No terminal repeats	12	11	0.9999	NA	1	10.8625	NA	NA
JBHJCG010000039.1	12113	No terminal repeats	12	11	0.9999	NA	1	8.5656	NA	NA
JBHJCG010000032.1	19605	No terminal repeats	27	11	0.9999	NA	7	8.9748	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JBHJCG010000026.1	39766	No terminal repeats	31	11	0.9998	NA	0	6.3270	NA	NA
JBHJCG010000021.1	62598	No terminal repeats	61	11	0.9989	NA	0	0.6677	NA	NA
JBHJCG010000028.1	22112	No terminal repeats	21	11	0.9936	NA	0	0.3959	NA	NA
