seq_name	chromosome_score	plasmid_score	virus_score
JAJIUR010000098.1	0.1192	0.8797	0.0011
JAJIUR010000099.1	0.0005	0.9995	0.0000
JAJIUR010000100.1	0.9999	0.0001	0.0000
JAJIUR010000101.1	0.9996	0.0004	0.0000
JAJIUR010000102.1	0.8997	0.0439	0.0564
JAJIUR010000103.1	1.0000	0.0000	0.0000
JAJIUR010000104.1	0.0000	0.9999	0.0000
JAJIUR010000105.1	0.5991	0.4009	0.0000
JAJIUR010000106.1	0.9880	0.0118	0.0001
JAJIUR010000107.1	0.9635	0.0365	0.0000
JAJIUR010000108.1	0.8727	0.1273	0.0000
JAJIUR010000109.1	0.9726	0.0103	0.0171
JAJIUR010000110.1	1.0000	0.0000	0.0000
JAJIUR010000111.1	0.7986	0.0686	0.1328
JAJIUR010000112.1	0.7031	0.0493	0.2476
JAJIUR010000113.1	0.0018	0.9982	0.0000
JAJIUR010000114.1	1.0000	0.0000	0.0000
JAJIUR010000010.1	0.1211	0.8772	0.0017
JAJIUR010000011.1	0.9980	0.0019	0.0001
JAJIUR010000012.1	0.9998	0.0002	0.0000
JAJIUR010000013.1	0.9998	0.0002	0.0000
JAJIUR010000014.1	1.0000	0.0000	0.0000
JAJIUR010000015.1	0.0036	0.9964	0.0000
JAJIUR010000016.1	0.9999	0.0001	0.0000
JAJIUR010000017.1	1.0000	0.0000	0.0000
JAJIUR010000018.1	0.4388	0.0211	0.5401
JAJIUR010000001.1	0.0002	0.9998	0.0000
JAJIUR010000019.1	1.0000	0.0000	0.0000
JAJIUR010000020.1	0.0104	0.9896	0.0000
JAJIUR010000021.1	0.9999	0.0001	0.0000
JAJIUR010000022.1	0.9999	0.0001	0.0000
JAJIUR010000023.1	1.0000	0.0000	0.0000
JAJIUR010000024.1	0.5368	0.2133	0.2499
JAJIUR010000025.1	0.0007	0.9993	0.0001
JAJIUR010000026.1	0.9214	0.0406	0.0380
JAJIUR010000027.1	0.0002	0.9998	0.0000
JAJIUR010000028.1	0.6054	0.0303	0.3643
JAJIUR010000002.1	0.6820	0.0563	0.2617
JAJIUR010000029.1	0.5459	0.1628	0.2913
JAJIUR010000030.1	1.0000	0.0000	0.0000
JAJIUR010000031.1	1.0000	0.0000	0.0000
JAJIUR010000032.1	0.9998	0.0002	0.0000
JAJIUR010000033.1	0.0047	0.9953	0.0000
JAJIUR010000034.1	0.9993	0.0007	0.0000
JAJIUR010000035.1	0.9999	0.0001	0.0000
JAJIUR010000036.1	0.6331	0.1372	0.2297
JAJIUR010000037.1	0.9994	0.0006	0.0000
JAJIUR010000038.1	0.0001	0.9998	0.0000
JAJIUR010000003.1	1.0000	0.0000	0.0000
JAJIUR010000039.1	0.9581	0.0419	0.0000
JAJIUR010000040.1	0.5143	0.4856	0.0000
JAJIUR010000041.1	0.9427	0.0245	0.0327
JAJIUR010000042.1	0.7162	0.2055	0.0782
JAJIUR010000043.1	0.8610	0.1390	0.0000
JAJIUR010000044.1	1.0000	0.0000	0.0000
