seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIVS010000022.1	2581	No terminal repeats	3	11	1.0000	NA	2	4.4475	T_virB5	NA
JAJIVS010000057.1	14013	No terminal repeats	15	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JAJIVS010000072.1	14688	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIVS010000014.1	40914	No terminal repeats	48	11	0.9999	NA	10	17.0251	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAJIVS010000032.1	7562	No terminal repeats	9	11	0.9999	NA	1	7.1485	NA	NA
JAJIVS010000055.1	12158	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JAJIVS010000094.1	9054	No terminal repeats	7	11	0.9999	NA	0	5.0569	NA	NA
JAJIVS010000037.1	59126	No terminal repeats	52	11	0.9998	NA	0	4.9482	NA	NF033135;NF000272
JAJIVS010000017.1	7823	No terminal repeats	8	11	0.9996	NA	2	5.1548	T_virB6;T_virB6	NA
JAJIVS010000031.1	22110	No terminal repeats	21	11	0.9947	NA	0	0.3959	NA	NA
JAJIVS010000088.1	5777	No terminal repeats	5	11	0.9126	NA	0	0.7129	NA	NA
JAJIVS010000063.1	5731	No terminal repeats	4	11	0.7973	NA	0	0.5359	NA	NA
