seq_name	chromosome_score	plasmid_score	virus_score
JBHJBR010000001.1	0.4659	0.5063	0.0278
JBHJBR010000002.1	0.4370	0.5423	0.0207
JBHJBR010000003.1	0.4310	0.5352	0.0338
JBHJBR010000004.1	0.5261	0.4574	0.0165
JBHJBR010000005.1	0.4211	0.5487	0.0301
JBHJBR010000006.1	0.5270	0.4341	0.0389
JBHJBR010000007.1	0.4655	0.5143	0.0202
JBHJBR010000008.1	0.4995	0.4800	0.0205
JBHJBR010000009.1	0.4797	0.4966	0.0237
JBHJBR010000010.1	0.4451	0.5381	0.0168
JBHJBR010000011.1	0.4909	0.4828	0.0263
JBHJBR010000012.1	0.5128	0.4632	0.0240
JBHJBR010000013.1	0.5470	0.4343	0.0187
JBHJBR010000014.1	0.5216	0.4664	0.0120
JBHJBR010000015.1	0.4065	0.5707	0.0227
JBHJBR010000016.1	0.4875	0.4806	0.0320
JBHJBR010000017.1	0.5257	0.4648	0.0095
JBHJBR010000018.1	0.4101	0.5131	0.0769
JBHJBR010000019.1	0.5234	0.4701	0.0065
JBHJBR010000020.1	0.2720	0.6310	0.0970
JBHJBR010000021.1	0.4369	0.5038	0.0593
JBHJBR010000022.1	0.3432	0.6403	0.0166
JBHJBR010000023.1	0.4104	0.5223	0.0673
JBHJBR010000024.1	0.3831	0.5862	0.0307
JBHJBR010000025.1	0.4251	0.5509	0.0241
JBHJBR010000026.1	0.3945	0.5832	0.0224
JBHJBR010000027.1	0.3196	0.6455	0.0349
JBHJBR010000028.1	0.0027	0.8958	0.1014
JBHJBR010000029.1	0.0102	0.8645	0.1253
JBHJBR010000030.1	0.2675	0.4638	0.2687
JBHJBR010000031.1	0.4776	0.5048	0.0176
JBHJBR010000032.1	0.5596	0.4285	0.0119
JBHJBR010000033.1	0.0034	0.7932	0.2034
JBHJBR010000034.1	0.4747	0.5205	0.0048
JBHJBR010000035.1	0.4933	0.4764	0.0303
JBHJBR010000036.1	0.1412	0.7270	0.1319
JBHJBR010000037.1	0.6917	0.2645	0.0439
JBHJBR010000038.1	0.0911	0.8875	0.0214
JBHJBR010000039.1	0.0004	0.9709	0.0287
JBHJBR010000040.1	0.2207	0.6448	0.1345
JBHJBR010000041.1	0.1670	0.7529	0.0801
JBHJBR010000042.1	0.5056	0.4755	0.0188
JBHJBR010000043.1	0.0050	0.7791	0.2159
JBHJBR010000044.1	0.0532	0.5420	0.4049
JBHJBR010000045.1	0.1705	0.7854	0.0441
JBHJBR010000046.1	0.0306	0.6602	0.3091
JBHJBR010000047.1	0.0300	0.7942	0.1758
JBHJBR010000048.1	0.0746	0.9019	0.0235
JBHJBR010000049.1	0.0138	0.9560	0.0302
JBHJBR010000050.1	0.8864	0.0788	0.0348
JBHJBR010000051.1	0.1632	0.8185	0.0183
JBHJBR010000052.1	0.1591	0.7714	0.0695
JBHJBR010000053.1	0.0077	0.7747	0.2176
JBHJBR010000054.1	0.0253	0.8619	0.1129
JBHJBR010000055.1	0.2937	0.4980	0.2083
JBHJBR010000056.1	0.0261	0.5413	0.4326
JBHJBR010000057.1	0.6181	0.3333	0.0485
JBHJBR010000058.1	0.4721	0.3200	0.2078
JBHJBR010000059.1	0.2314	0.7210	0.0476
JBHJBR010000060.1	0.2931	0.6850	0.0219
JBHJBR010000061.1	0.6864	0.2687	0.0449
JBHJBR010000062.1	0.8186	0.1549	0.0265
JBHJBR010000063.1	0.8732	0.1103	0.0165
JBHJBR010000064.1	0.8695	0.1194	0.0111
JBHJBR010000065.1	0.0415	0.8989	0.0597
JBHJBR010000066.1	0.2758	0.4505	0.2737
JBHJBR010000067.1	0.1580	0.4177	0.4243
JBHJBR010000068.1	0.4454	0.3361	0.2185
JBHJBR010000069.1	0.3965	0.4030	0.2006
JBHJBR010000070.1	0.2212	0.6878	0.0911
JBHJBR010000071.1	0.5630	0.3462	0.0908
JBHJBR010000072.1	0.3416	0.4236	0.2348
JBHJBR010000073.1	0.1863	0.5134	0.3003
JBHJBR010000074.1	0.2875	0.4815	0.2310
JBHJBR010000075.1	0.2082	0.3984	0.3934
JBHJBR010000076.1	0.4088	0.3564	0.2348
JBHJBR010000077.1	0.1564	0.5807	0.2629
JBHJBR010000078.1	0.4070	0.2967	0.2964
JBHJBR010000079.1	0.5178	0.2673	0.2149
JBHJBR010000080.1	0.5271	0.3631	0.1098
JBHJBR010000081.1	0.2375	0.4252	0.3373
JBHJBR010000082.1	0.6607	0.2410	0.0983
JBHJBR010000083.1	0.4963	0.4341	0.0697
JBHJBR010000084.1	0.6456	0.1417	0.2126
JBHJBR010000085.1	0.5009	0.2951	0.2039
JBHJBR010000086.1	0.3918	0.3929	0.2153
JBHJBR010000087.1	0.2952	0.2815	0.4233
JBHJBR010000088.1	0.0472	0.5545	0.3984
JBHJBR010000089.1	0.2589	0.5087	0.2323
JBHJBR010000090.1	0.4138	0.2252	0.3610
JBHJBR010000091.1	0.3415	0.2811	0.3774
JBHJBR010000092.1	0.4104	0.2532	0.3365
JBHJBR010000093.1	0.6674	0.2133	0.1194
JBHJBR010000094.1	0.3854	0.1829	0.4317
JBHJBR010000095.1	0.4527	0.2859	0.2613
JBHJBR010000096.1	0.5335	0.1495	0.3170
JBHJBR010000097.1	0.4336	0.3364	0.2300
JBHJBR010000098.1	0.6375	0.1634	0.1991
JBHJBR010000099.1	0.4153	0.4047	0.1800
JBHJBR010000100.1	0.3763	0.1685	0.4553
JBHJBR010000101.1	0.1241	0.1766	0.6993
JBHJBR010000102.1	0.4184	0.0825	0.4991
JBHJBR010000103.1	0.3713	0.1493	0.4794
JBHJBR010000104.1	0.3930	0.1837	0.4232
JBHJBR010000105.1	0.1814	0.1513	0.6672
JBHJBR010000106.1	0.4230	0.2921	0.2849
JBHJBR010000107.1	0.2655	0.1588	0.5757
JBHJBR010000108.1	0.4152	0.1424	0.4424
JBHJBR010000109.1	0.5891	0.1978	0.2131
JBHJBR010000110.1	0.4469	0.1985	0.3546
JBHJBR010000111.1	0.2857	0.0958	0.6186
JBHJBR010000112.1	0.3868	0.1823	0.4309
JBHJBR010000113.1	0.3606	0.0661	0.5734
JBHJBR010000114.1	0.1595	0.2822	0.5583
JBHJBR010000115.1	0.3065	0.2035	0.4900
JBHJBR010000116.1	0.3375	0.1057	0.5568
JBHJBR010000117.1	0.3562	0.1095	0.5343
JBHJBR010000118.1	0.2191	0.1276	0.6533
JBHJBR010000119.1	0.2044	0.1072	0.6885
JBHJBR010000120.1	0.3602	0.1058	0.5340
JBHJBR010000121.1	0.2491	0.1720	0.5789
JBHJBR010000122.1	0.4930	0.0922	0.4148
JBHJBR010000123.1	0.4538	0.1303	0.4159
JBHJBR010000124.1	0.3944	0.1173	0.4882
JBHJBR010000125.1	0.3593	0.1828	0.4579
JBHJBR010000126.1	0.1569	0.0491	0.7939
