seq_name	chromosome_score	plasmid_score	virus_score
JAJIVW010000098.1	0.0002	0.9998	0.0000
JAJIVW010000099.1	0.5988	0.0676	0.3336
JAJIVW010000100.1	0.3427	0.6451	0.0122
JAJIVW010000101.1	0.9970	0.0026	0.0004
JAJIVW010000102.1	0.9753	0.0227	0.0020
JAJIVW010000103.1	0.7969	0.1150	0.0881
JAJIVW010000104.1	0.0000	1.0000	0.0000
JAJIVW010000105.1	0.9669	0.0304	0.0028
JAJIVW010000106.1	0.9302	0.0666	0.0032
JAJIVW010000010.1	0.9642	0.0323	0.0034
JAJIVW010000107.1	0.9986	0.0012	0.0002
JAJIVW010000108.1	0.9299	0.0643	0.0058
JAJIVW010000109.1	0.9501	0.0467	0.0033
JAJIVW010000110.1	0.3940	0.4820	0.1240
JAJIVW010000111.1	0.9376	0.0577	0.0047
JAJIVW010000112.1	0.9447	0.0514	0.0039
JAJIVW010000113.1	0.0003	0.9995	0.0002
JAJIVW010000011.1	0.5024	0.4909	0.0066
JAJIVW010000012.1	0.9673	0.0296	0.0030
JAJIVW010000013.1	0.0001	0.9998	0.0001
JAJIVW010000014.1	0.0000	1.0000	0.0000
JAJIVW010000015.1	0.0281	0.8821	0.0898
JAJIVW010000016.1	0.9928	0.0063	0.0009
JAJIVW010000017.1	0.9103	0.0846	0.0051
JAJIVW010000018.1	0.9216	0.0736	0.0048
JAJIVW010000019.1	0.5081	0.3422	0.1497
JAJIVW010000001.1	0.9444	0.0501	0.0055
JAJIVW010000020.1	0.9604	0.0365	0.0031
JAJIVW010000021.1	0.0981	0.8913	0.0106
JAJIVW010000022.1	0.0083	0.9734	0.0182
JAJIVW010000023.1	0.6069	0.3450	0.0481
JAJIVW010000024.1	0.0002	0.9996	0.0002
JAJIVW010000025.1	0.9072	0.0873	0.0054
JAJIVW010000026.1	0.9342	0.0593	0.0065
JAJIVW010000027.1	0.0000	1.0000	0.0000
JAJIVW010000028.1	0.8719	0.1203	0.0078
JAJIVW010000029.1	0.9817	0.0167	0.0016
JAJIVW010000002.1	0.5689	0.2847	0.1464
JAJIVW010000030.1	0.9640	0.0335	0.0025
JAJIVW010000031.1	0.8693	0.1221	0.0087
JAJIVW010000032.1	0.9753	0.0226	0.0021
JAJIVW010000033.1	0.9608	0.0362	0.0029
JAJIVW010000034.1	0.9757	0.0224	0.0019
JAJIVW010000035.1	0.0095	0.9529	0.0377
JAJIVW010000036.1	0.9307	0.0649	0.0044
JAJIVW010000037.1	0.4636	0.5257	0.0106
JAJIVW010000038.1	0.0245	0.9742	0.0013
JAJIVW010000003.1	0.3175	0.0287	0.6537
JAJIVW010000039.1	0.5846	0.4042	0.0112
JAJIVW010000040.1	0.0000	0.9999	0.0000
JAJIVW010000041.1	0.9542	0.0421	0.0037
JAJIVW010000042.1	0.9635	0.0337	0.0028
JAJIVW010000043.1	0.9672	0.0304	0.0024
JAJIVW010000044.1	0.9142	0.0822	0.0036
JAJIVW010000045.1	0.9870	0.0118	0.0012
JAJIVW010000046.1	0.9670	0.0306	0.0024
JAJIVW010000047.1	0.8924	0.1026	0.0050
JAJIVW010000048.1	0.9431	0.0529	0.0039
JAJIVW010000004.1	0.9376	0.0582	0.0042
JAJIVW010000049.1	0.6303	0.1623	0.2075
JAJIVW010000050.1	0.9766	0.0216	0.0018
JAJIVW010000051.1	0.9883	0.0103	0.0014
JAJIVW010000052.1	0.9637	0.0337	0.0026
JAJIVW010000053.1	0.0002	0.9998	0.0001
JAJIVW010000054.1	0.9888	0.0096	0.0016
JAJIVW010000055.1	0.9826	0.0157	0.0017
JAJIVW010000056.1	0.0000	1.0000	0.0000
JAJIVW010000057.1	0.1022	0.8945	0.0033
JAJIVW010000005.1	0.9757	0.0225	0.0019
JAJIVW010000058.1	0.9817	0.0166	0.0018
JAJIVW010000059.1	0.2988	0.4519	0.2493
