#Position (bp)	mapping quality
94.0	54.23606879099313
281.0	59.99612288183912
468.0	60.0
655.0	60.0
842.0	59.99856904364417
1029.0	59.999422394587015
1216.0	57.82651287553648
1403.0	60.0
1590.0	60.0
1777.0	59.98546209761163
1964.0	59.9976934482948
2151.0	60.0
2338.0	60.0
2525.0	60.0
2712.0	60.0
2899.0	60.0
3086.0	59.88278005837268
3273.0	59.02069345332255
3460.0	59.34512162027052
3647.0	60.0
3834.0	60.0
4021.0	60.0
4208.0	60.0
4395.0	59.99189181362755
4582.0	60.0
4769.0	60.0
4956.0	60.0
5143.0	60.0
5330.0	60.0
5517.0	59.96461951233894
5704.0	59.98906543652828
5891.0	60.0
6078.0	60.0
6265.0	60.0
6452.0	59.99814022689232
6639.0	59.9900462140064
6826.0	60.0
7013.0	60.0
7200.0	60.0
7387.0	59.67291730710114
7574.0	60.0
7761.0	60.0
7948.0	60.0
8135.0	59.96231939405512
8322.0	59.92269352049639
8509.0	60.0
8696.0	60.0
8883.0	59.98787453332908
9070.0	59.91515618974161
9257.0	59.944537523831535
9444.0	55.43329843508926
9631.0	25.03024871162895
9818.0	22.63759854457247
10005.0	13.22004357298475
10192.0	22.258147292789324
10379.0	19.17887226241205
10566.0	24.506297630815343
10753.0	40.153356075047654
10940.0	60.0
11127.0	59.98804617949605
11314.0	60.0
11501.0	60.0
11688.0	60.0
11875.0	60.0
12062.0	60.0
12249.0	60.0
12436.0	60.0
12623.0	59.996191080780825
12810.0	59.741365621278284
12997.0	55.7953943635332
13184.0	55.59718106252259
13371.0	58.397758152173914
13558.0	59.63467874794069
13745.0	60.0
13932.0	60.0
14119.0	60.0
14306.0	60.0
14493.0	60.0
14680.0	59.992195557042116
14867.0	60.0
15054.0	60.0
15241.0	60.0
15428.0	60.0
15615.0	60.0
15802.0	60.0
15989.0	60.0
16176.0	59.9946248600224
16363.0	60.0
16550.0	60.0
16737.0	60.0
16924.0	56.17874772668225
17111.0	60.0
17298.0	60.0
17485.0	59.89489333748228
17672.0	59.96127017178553
17859.0	59.90239444342899
18046.0	59.85717955304393
18233.0	59.309241975870705
18420.0	60.0
18607.0	60.0
18794.0	59.956345534033254
18981.0	60.0
19168.0	60.0
19355.0	60.0
19542.0	59.9984214235377
19729.0	59.99629984472563
19916.0	60.0
20103.0	60.0
20290.0	60.0
20477.0	59.99813357389492
20664.0	60.0
20851.0	60.0
21038.0	60.0
21225.0	60.0
21412.0	60.0
21599.0	60.0
21786.0	59.98578910742409
21973.0	59.99810438518893
22160.0	59.998198198198196
22347.0	60.0
22534.0	59.99182075774837
22721.0	59.93647774819323
22908.0	60.0
23095.0	60.0
23282.0	60.0
23469.0	59.96698797236202
23656.0	53.746079263661144
23843.0	39.318002628120894
24030.0	39.551088777219434
24217.0	38.8951418951419
24404.0	40.567196864914706
24591.0	41.63782121678015
24778.0	32.6268196173812
24965.0	28.922202274087372
25152.0	22.166325486182192
25339.0	19.968110291045814
25526.0	25.079760283301553
25713.0	29.798626914027846
25900.0	60.0
26087.0	60.0
26274.0	60.0
26461.0	60.0
26648.0	60.0
26835.0	60.0
27022.0	60.0
27209.0	60.0
27396.0	59.998373542965574
27583.0	60.0
27770.0	60.0
27957.0	59.99343867898737
28144.0	59.9982465369104
28331.0	60.0
28518.0	60.0
28705.0	59.91936784389615
28892.0	60.0
29079.0	60.0
29266.0	60.0
29453.0	60.0
29640.0	60.0
29827.0	60.0
30014.0	60.0
30201.0	60.0
30388.0	60.0
30575.0	60.0
30762.0	59.89140849568828
30949.0	60.0
31136.0	59.9916096268492
31323.0	59.99956361822829
31510.0	60.0
31697.0	59.91518899476242
31884.0	60.0
32071.0	60.0
32258.0	60.0
32445.0	59.9983993597439
32632.0	60.0
32819.0	60.0
33006.0	60.0
33193.0	60.0
33380.0	60.0
33567.0	60.0
33754.0	59.99797125950972
33941.0	60.0
34128.0	60.0
34315.0	59.88469231674315
34502.0	60.0
34689.0	60.0
34876.0	60.0
35063.0	60.0
35250.0	59.99787880930496
35437.0	59.95549264245975
35624.0	60.0
35811.0	60.0
35998.0	60.0
36185.0	59.983109127103816
36372.0	60.0
36559.0	60.0
36746.0	60.0
36933.0	60.0
37120.0	60.0
37307.0	60.0
37494.0	60.0
37681.0	60.0
37868.0	60.0
38055.0	60.0
38242.0	59.99795305676856
38429.0	59.9979652050056
38616.0	60.0
38803.0	59.9982264500786
38990.0	60.0
39177.0	60.0
39364.0	59.994103773584904
39551.0	59.64966913195796
39738.0	59.94353665839678
39925.0	60.0
40112.0	60.0
40299.0	60.0
40486.0	60.0
40673.0	59.95421548841833
40860.0	60.0
41047.0	60.0
41234.0	60.0
41421.0	60.0
41608.0	60.0
41795.0	60.0
41982.0	60.0
42169.0	60.0
42356.0	60.0
42543.0	60.0
42730.0	60.0
42917.0	60.0
43104.0	59.98953253241346
43291.0	60.0
43478.0	60.0
43665.0	60.0
43852.0	60.0
44039.0	60.0
44226.0	60.0
44413.0	60.0
44600.0	60.0
44787.0	60.0
44974.0	60.0
45161.0	60.0
45348.0	60.0
45535.0	60.0
45722.0	60.0
45909.0	60.0
46096.0	60.0
46283.0	60.0
