#Coverage	Number of genomic locations
0.0	158431.0
1.0	116.0
2.0	347.0
3.0	87.0
4.0	301.0
5.0	145.0
6.0	251.0
7.0	123.0
8.0	317.0
9.0	140.0
10.0	204.0
11.0	159.0
12.0	147.0
13.0	90.0
14.0	115.0
15.0	96.0
16.0	43.0
17.0	110.0
18.0	80.0
19.0	99.0
20.0	62.0
21.0	40.0
22.0	75.0
23.0	76.0
24.0	95.0
25.0	89.0
26.0	125.0
27.0	80.0
28.0	87.0
29.0	70.0
30.0	29.0
31.0	24.0
32.0	49.0
33.0	43.0
34.0	36.0
35.0	36.0
36.0	90.0
37.0	57.0
38.0	83.0
39.0	130.0
40.0	93.0
41.0	89.0
42.0	127.0
43.0	127.0
44.0	99.0
45.0	58.0
46.0	64.0
47.0	86.0
48.0	43.0
49.0	73.0
50.0	79.0
51.0	70.0
52.0	56.0
53.0	67.0
54.0	73.0
55.0	28.0
56.0	20.0
57.0	27.0
58.0	17.0
59.0	12.0
60.0	7.0
61.0	18.0
62.0	14.0
63.0	10.0
64.0	23.0
65.0	1.0
66.0	7.0
67.0	20.0
68.0	13.0
69.0	6.0
71.0	9.0
73.0	9.0
74.0	2.0
75.0	5.0
76.0	6.0
77.0	4.0
78.0	14.0
79.0	5.0
82.0	4.0
83.0	1.0
84.0	7.0
85.0	5.0
86.0	10.0
87.0	27.0
88.0	3.0
89.0	6.0
90.0	10.0
91.0	7.0
92.0	3.0
93.0	14.0
94.0	15.0
95.0	6.0
96.0	1.0
97.0	5.0
98.0	22.0
99.0	4.0
100.0	2.0
101.0	4.0
102.0	5.0
103.0	5.0
104.0	3.0
106.0	5.0
107.0	17.0
108.0	9.0
109.0	4.0
110.0	9.0
113.0	1.0
115.0	1.0
116.0	1.0
118.0	4.0
120.0	4.0
121.0	3.0
122.0	7.0
123.0	6.0
124.0	18.0
125.0	3.0
126.0	25.0
128.0	8.0
129.0	12.0
130.0	8.0
131.0	2.0
132.0	4.0
133.0	2.0
134.0	3.0
135.0	4.0
136.0	3.0
137.0	2.0
138.0	1.0
139.0	3.0
140.0	5.0
141.0	6.0
142.0	10.0
143.0	9.0
144.0	15.0
145.0	8.0
146.0	2.0
147.0	9.0
148.0	7.0
149.0	4.0
150.0	20.0
151.0	5.0
152.0	4.0
153.0	4.0
154.0	6.0
155.0	4.0
156.0	8.0
157.0	7.0
158.0	8.0
159.0	3.0
160.0	13.0
161.0	6.0
162.0	8.0
163.0	4.0
164.0	8.0
165.0	7.0
166.0	5.0
167.0	16.0
168.0	10.0
169.0	23.0
170.0	8.0
171.0	9.0
172.0	13.0
173.0	14.0
174.0	9.0
175.0	8.0
176.0	11.0
177.0	9.0
178.0	9.0
179.0	9.0
180.0	11.0
181.0	10.0
182.0	17.0
183.0	11.0
184.0	4.0
185.0	5.0
186.0	14.0
187.0	8.0
188.0	16.0
189.0	7.0
190.0	8.0
191.0	10.0
192.0	9.0
193.0	18.0
194.0	10.0
195.0	19.0
196.0	16.0
197.0	14.0
198.0	7.0
199.0	9.0
200.0	15.0
201.0	4.0
202.0	18.0
203.0	13.0
204.0	10.0
205.0	5.0
206.0	17.0
207.0	9.0
208.0	14.0
209.0	7.0
210.0	18.0
211.0	19.0
212.0	9.0
213.0	10.0
214.0	11.0
215.0	20.0
216.0	16.0
217.0	15.0
218.0	8.0
219.0	18.0
220.0	17.0
221.0	28.0
222.0	10.0
223.0	13.0
224.0	18.0
225.0	21.0
226.0	13.0
227.0	23.0
228.0	25.0
229.0	12.0
230.0	16.0
231.0	8.0
232.0	7.0
233.0	20.0
234.0	9.0
235.0	25.0
236.0	29.0
237.0	21.0
238.0	18.0
239.0	18.0
240.0	16.0
