#Coverage (X)	Coverage
1.0	5.412069541959212
2.0	5.342814156755978
3.0	5.135645030329073
4.0	5.083703491426647
5.0	4.903997707407925
6.0	4.8174284759038954
7.0	4.667574151024496
8.0	4.594139561541766
9.0	4.404881310598455
10.0	4.321297225008351
11.0	4.199503271719919
12.0	4.104575631656871
13.0	4.016812341787258
14.0	3.9630797153364767
15.0	3.8944213593160413
16.0	3.8371065577685357
17.0	3.8114343029087223
18.0	3.745761092802212
19.0	3.6979987581792955
20.0	3.638892869083435
21.0	3.6018770597506773
22.0	3.577995892439219
23.0	3.533218703730242
24.0	3.4878444858384654
25.0	3.431126713473759
26.0	3.377991116205763
27.0	3.303362468357463
28.0	3.2556001337345464
29.0	3.2036585948321203
30.0	3.1618665520370683
31.0	3.1445527057362597
32.0	3.1302240053493904
33.0	3.1009695753928526
34.0	3.075297320533039
35.0	3.053804269952721
36.0	3.032311219372403
37.0	2.9785785929216217
38.0	2.9445479295027894
39.0	2.8949945073315178
40.0	2.8173807135692783
41.0	2.761856999570142
42.0	2.708721402302146
43.0	2.6328986960882617
44.0	2.5570759898743773
45.0	2.4979701007785167
46.0	2.4633424081768993
47.0	2.4251325404785717
48.0	2.3737880307589307
49.0	2.3481157758991174
50.0	2.3045326455557102
51.0	2.2573673401155787
