#Coverage	Number of genomic locations
0.0	466818.0
1.0	3513.0
2.0	3106.0
3.0	1964.0
4.0	1616.0
5.0	1200.0
6.0	1252.0
7.0	948.0
8.0	937.0
9.0	959.0
10.0	934.0
11.0	924.0
12.0	923.0
13.0	878.0
14.0	769.0
15.0	735.0
16.0	756.0
17.0	650.0
18.0	638.0
19.0	578.0
20.0	635.0
21.0	669.0
22.0	744.0
23.0	784.0
24.0	721.0
25.0	920.0
26.0	852.0
27.0	871.0
28.0	826.0
29.0	897.0
30.0	953.0
31.0	1018.0
32.0	958.0
33.0	1060.0
34.0	1158.0
35.0	1208.0
36.0	1299.0
37.0	1229.0
38.0	1331.0
39.0	1526.0
40.0	1608.0
41.0	1623.0
42.0	1765.0
43.0	1873.0
44.0	2353.0
45.0	2435.0
46.0	2789.0
47.0	2910.0
48.0	3228.0
49.0	3847.0
50.0	4225.0
51.0	4958.0
52.0	5643.0
53.0	6649.0
54.0	7622.0
55.0	8789.0
56.0	9996.0
57.0	11926.0
58.0	13992.0
59.0	15825.0
60.0	17934.0
61.0	20516.0
62.0	23681.0
63.0	26174.0
64.0	29432.0
65.0	32274.0
66.0	35934.0
67.0	39425.0
68.0	43124.0
69.0	46843.0
70.0	50718.0
71.0	55151.0
72.0	58630.0
73.0	61563.0
74.0	65830.0
75.0	69979.0
76.0	73207.0
77.0	75180.0
78.0	77651.0
79.0	80865.0
80.0	82324.0
81.0	84770.0
82.0	87058.0
83.0	88004.0
84.0	89580.0
85.0	91226.0
86.0	91832.0
87.0	91782.0
88.0	92804.0
89.0	92174.0
90.0	92496.0
91.0	92058.0
92.0	91558.0
93.0	91697.0
94.0	90382.0
95.0	90447.0
96.0	89697.0
97.0	87049.0
98.0	86261.0
99.0	84310.0
100.0	83101.0
101.0	82330.0
102.0	81024.0
103.0	79750.0
104.0	77061.0
105.0	75308.0
106.0	74538.0
107.0	72642.0
108.0	70221.0
109.0	68580.0
110.0	66771.0
111.0	64972.0
112.0	62856.0
113.0	60687.0
