#Coverage (X)	Coverage
1.0	91.51268393930094
2.0	91.44881334878978
3.0	91.39234251072328
4.0	91.35663461440564
5.0	91.3272537791463
6.0	91.30543632722106
7.0	91.28267345237904
8.0	91.2654376653581
9.0	91.24840187164648
10.0	91.23096609131622
11.0	91.2139848412344
12.0	91.19718540325196
13.0	91.18040414647946
14.0	91.16444104415416
15.0	91.15045969371207
16.0	91.13709650440785
17.0	91.12335150969494
18.0	91.11153372323544
19.0	91.09993411129518
20.0	91.0894253719512
21.0	91.07788030364075
22.0	91.06571707419242
23.0	91.05219025399877
24.0	91.03793618540762
25.0	91.02482753304253
26.0	91.00810081989984
27.0	90.99261042903292
28.0	90.97677459517718
29.0	90.96175691576863
30.0	90.94544837045451
31.0	90.92812167738388
32.0	90.9096132056673
33.0	90.89219560654698
34.0	90.872923524013
35.0	90.85186968290515
36.0	90.82990678130041
37.0	90.80628938959133
38.0	90.78394468257788
39.0	90.7597454921508
40.0	90.73200096578587
41.0	90.70276558020603
42.0	90.67325747647715
43.0	90.6411676409371
44.0	90.60711423472378
45.0	90.56433384774036
46.0	90.52006260154205
47.0	90.4693552070258
48.0	90.41644788610708
49.0	90.35775894042817
50.0	90.28781582579782
51.0	90.21100021381103
