#Coverage (X)	Coverage
1.0	99.17251755265798
2.0	99.17072646510961
3.0	99.15281558962602
4.0	99.06624635812199
5.0	98.98982662272532
6.0	98.92534747098438
7.0	98.89489898266227
8.0	98.81668815971724
9.0	98.783851554664
10.0	98.7522090079763
11.0	98.73370110330993
12.0	98.70922290681568
13.0	98.68593876868701
14.0	98.6507140469026
15.0	98.62623585040836
16.0	98.61966852939771
17.0	98.60653388737641
18.0	98.56832401967809
19.0	98.53309929789368
20.0	98.5056359554855
21.0	98.46682905860439
22.0	98.42145484071261
23.0	98.37548359363805
24.0	98.3157806753594
25.0	98.28831733295124
26.0	98.26682428237092
27.0	98.2459282609734
28.0	98.21368868510292
29.0	98.20115107226441
30.0	98.18980751779146
31.0	98.18025505086689
32.0	98.17189664230787
33.0	98.16174714620051
34.0	98.15279170845871
35.0	98.13965706643741
36.0	98.11816401585709
37.0	98.10085016955628
38.0	98.07696900224482
39.0	98.06980465205139
40.0	98.05786406839566
41.0	98.04234130964322
42.0	98.02801260925634
43.0	98.00532550031045
44.0	97.98860868319244
45.0	97.97069780770885
46.0	97.95159287385967
47.0	97.93547308592444
48.0	97.92651764818264
49.0	97.8930840139466
50.0	97.86144146725891
51.0	97.80770884080813
