gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JBHJBN010000001.1_1	391	3591	3201	-1	0.650	11	GGA/GAG/AGG	GENOMAD.138336.CP	3.595e-14	80	0	0	0	1	NA	NA	NA	PF00171;COG1012;TIGR02288;K06447	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase
JBHJBN010000001.1_2	3794	4333	540	1	0.630	11	GGA/GAG/AGG	GENOMAD.132183.CP	3.396e-32	125	0	0	0	1	NA	NA	NA	PF10003;COG5488	Integral membrane protein (DUF2244)
JBHJBN010000001.1_3	4350	5309	960	1	0.651	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000001.1_4	5348	6952	1605	1	0.617	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000001.1_5	6933	7106	174	1	0.655	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000001.1_6	7103	7699	597	1	0.650	11	GGAG/GAGG	GENOMAD.134250.CP	1.991e-47	170	0	0	0	1	NA	NA	NA	PF04442;COG3175	Cytochrome c oxidase assembly protein Cox11
JBHJBN010000001.1_7	7738	8613	876	1	0.613	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBN010000001.1_8	8707	8925	219	-1	0.603	11	None	GENOMAD.152014.CP	3.874e-24	96	0	0	0	1	NA	NA	NA	PF11137	NA
JBHJBN010000001.1_9	8986	9708	723	1	0.675	11	None	GENOMAD.158628.CP	1.154e-16	82	0	0	0	1	NA	NA	NA	PF02104;COG3346;K14998	Cytochrome oxidase assembly protein ShyY1
JBHJBN010000001.1_10	9736	10311	576	1	0.689	11	GGA/GAG/AGG	GENOMAD.145419.CP	2.09e-95	308	0	0	0	1	NA	NA	NA	PF08534;COG1999;TIGR00385	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family
