#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	1.85459940652819E-4
38.0	5.56379821958457E-4
39.0	3.70919881305638E-4
40.0	7.41839762611276E-4
41.0	6.491097922848665E-4
42.0	6.491097922848665E-4
43.0	7.41839762611276E-4
44.0	0.0018545994065281898
45.0	0.0025037091988130565
46.0	0.005285608308605342
47.0	0.005934718100890208
48.0	0.008160237388724035
49.0	0.009551186943620178
50.0	0.011869436201780416
51.0	0.015949554896142432
52.0	0.018453264094955492
53.0	0.024851632047477746
54.0	0.027911721068249257
55.0	0.038668397626112766
56.0	0.04441765578635015
57.0	0.05192878338278931
58.0	0.05749258160237389
59.0	0.06305637982195846
60.0	0.0663946587537092
61.0	0.06722922848664689
62.0	0.0685274480712166
63.0	0.06778560830860535
64.0	0.061943620178041545
65.0	0.058605341246290805
66.0	0.041913946587537096
67.0	0.03764836795252226
68.0	0.032826409495548964
69.0	0.02614985163204748
70.0	0.02058605341246291
71.0	0.016135014836795254
72.0	0.012611275964391693
73.0	0.008902077151335312
74.0	0.0076965875370919885
75.0	0.004821958456973294
76.0	0.0028746290801186943
77.0	0.002410979228486647
78.0	0.0017618694362017805
79.0	9.272997032640949E-4
80.0	1.85459940652819E-4
81.0	1.85459940652819E-4
82.0	0.0
83.0	0.0
84.0	9.27299703264095E-5
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
