#Coverage	Number of genomic locations
0.0	315.0
1.0	3.0
2.0	44.0
3.0	16.0
4.0	8.0
5.0	57.0
6.0	116.0
7.0	92.0
8.0	31.0
9.0	28.0
10.0	103.0
11.0	39.0
12.0	34.0
13.0	68.0
14.0	68.0
15.0	109.0
16.0	70.0
17.0	59.0
18.0	102.0
19.0	103.0
20.0	144.0
21.0	76.0
22.0	117.0
23.0	79.0
24.0	88.0
25.0	90.0
26.0	106.0
27.0	71.0
28.0	39.0
29.0	63.0
30.0	74.0
31.0	48.0
32.0	56.0
33.0	68.0
34.0	43.0
35.0	49.0
36.0	51.0
37.0	60.0
38.0	33.0
39.0	71.0
40.0	58.0
41.0	61.0
42.0	99.0
43.0	60.0
44.0	75.0
45.0	93.0
46.0	36.0
47.0	32.0
48.0	40.0
49.0	38.0
50.0	45.0
51.0	43.0
52.0	52.0
53.0	47.0
54.0	51.0
55.0	52.0
56.0	63.0
57.0	68.0
58.0	47.0
59.0	46.0
60.0	38.0
61.0	37.0
62.0	54.0
63.0	41.0
64.0	41.0
65.0	58.0
66.0	55.0
67.0	38.0
68.0	37.0
69.0	20.0
70.0	19.0
71.0	38.0
72.0	44.0
73.0	33.0
74.0	27.0
75.0	42.0
76.0	38.0
77.0	50.0
78.0	64.0
79.0	50.0
80.0	60.0
81.0	67.0
82.0	95.0
83.0	73.0
84.0	77.0
85.0	70.0
86.0	101.0
87.0	122.0
88.0	75.0
89.0	131.0
90.0	125.0
91.0	116.0
92.0	105.0
93.0	161.0
94.0	145.0
95.0	126.0
96.0	139.0
97.0	172.0
98.0	188.0
99.0	212.0
100.0	204.0
101.0	191.0
102.0	238.0
103.0	259.0
104.0	296.0
105.0	330.0
106.0	357.0
107.0	468.0
108.0	506.0
109.0	545.0
110.0	582.0
111.0	554.0
112.0	676.0
113.0	766.0
114.0	773.0
115.0	785.0
116.0	947.0
117.0	806.0
118.0	893.0
119.0	1033.0
120.0	1084.0
121.0	1072.0
122.0	1007.0
123.0	1007.0
124.0	1106.0
125.0	1130.0
126.0	1121.0
127.0	1098.0
128.0	1062.0
129.0	1186.0
130.0	1267.0
131.0	1207.0
132.0	1224.0
133.0	1168.0
134.0	1273.0
135.0	1192.0
136.0	1264.0
137.0	1162.0
138.0	1148.0
139.0	1141.0
140.0	1079.0
141.0	1145.0
142.0	1172.0
143.0	1147.0
144.0	1032.0
145.0	948.0
146.0	953.0
147.0	969.0
148.0	953.0
149.0	898.0
150.0	946.0
151.0	817.0
152.0	821.0
153.0	690.0
154.0	726.0
155.0	666.0
156.0	586.0
157.0	647.0
158.0	497.0
159.0	535.0
160.0	507.0
161.0	467.0
162.0	430.0
163.0	398.0
