#Insert size (bp)	insert size
19.0	102.0
20.0	26.0
21.0	24.0
22.0	11.0
23.0	6.0
24.0	1.0
25.0	7.0
27.0	1.0
28.0	2.0
29.0	2.0
30.0	2.0
32.0	1.0
33.0	2.0
34.0	2.0
35.0	6.0
36.0	1.0
37.0	8.0
38.0	1.0
39.0	7.0
40.0	3.0
41.0	1.0
42.0	1.0
43.0	4.0
44.0	1.0
45.0	1.0
46.0	3.0
47.0	2.0
48.0	1.0
51.0	3.0
52.0	1.0
53.0	2.0
54.0	4.0
55.0	7.0
56.0	1.0
57.0	2.0
58.0	1.0
59.0	3.0
60.0	2.0
61.0	1.0
62.0	4.0
63.0	4.0
64.0	3.0
65.0	3.0
66.0	5.0
67.0	1.0
68.0	3.0
69.0	1.0
70.0	2.0
71.0	1.0
72.0	13.0
73.0	2.0
74.0	1.0
75.0	1.0
76.0	1.0
77.0	2.0
78.0	5.0
79.0	3.0
80.0	5.0
82.0	3.0
83.0	5.0
84.0	3.0
85.0	2.0
86.0	21.0
87.0	9.0
88.0	2.0
89.0	4.0
90.0	3.0
91.0	4.0
92.0	3.0
93.0	2.0
94.0	6.0
95.0	4.0
96.0	2.0
97.0	1.0
98.0	20.0
99.0	3.0
100.0	6.0
103.0	2.0
104.0	3.0
105.0	4.0
106.0	2.0
107.0	1.0
108.0	1.0
109.0	8.0
110.0	7.0
111.0	6.0
112.0	1.0
113.0	13.0
114.0	5.0
115.0	2.0
116.0	2.0
117.0	3.0
118.0	4.0
119.0	1.0
120.0	1.0
121.0	4.0
123.0	2.0
124.0	4.0
125.0	2.0
126.0	3.0
127.0	7.0
128.0	2.0
129.0	3.0
130.0	1.0
131.0	1.0
132.0	2.0
133.0	2.0
134.0	3.0
135.0	7.0
136.0	5.0
137.0	4.0
138.0	1.0
139.0	1.0
140.0	9.0
141.0	4.0
142.0	4.0
143.0	7.0
144.0	2.0
145.0	8.0
146.0	4.0
147.0	7.0
148.0	7.0
149.0	13.0
150.0	5.0
151.0	4.0
152.0	3.0
153.0	6.0
154.0	5.0
155.0	6.0
156.0	7.0
