seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JAJIVX010000096.1	1	0	0	0	11	0.0000	0.9985	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVX010000097.1	51	0	0	0	11	0.2800	0.8140	0.2745	0.0000	0.7255	0.0000	0.0784	0.1373	0.0392	0.0196	0.0196	0.0000	0.0196	0.0000	0.0000	0.2549	0.0392	0.0196	0.8508	0.3932	0.0000	0.0001	0.0303	0.0031	0.0000	9.7537	-15.4304	-34.4090
JAJIVX010000098.1	32	0	0	0	11	0.2903	0.8578	0.3125	0.0000	0.6875	0.0000	0.0312	0.4688	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0312	0.5000	0.0000	0.0312	0.7780	0.6218	0.0000	0.0002	0.0032	0.0490	0.0312	4.2131	-7.6497	-45.6035
JAJIVX010000099.1	34	0	0	0	11	0.3030	0.8307	0.3824	0.0000	0.6176	0.0000	0.0294	0.2941	0.0000	0.0294	0.0000	0.0000	0.0000	0.0000	0.0000	0.3235	0.0294	0.0000	0.7692	0.6377	0.0000	0.0010	0.0067	0.1253	0.0000	3.8868	-3.8868	-33.4980
JAJIVX010000100.1	166	5	3	0	11	0.3030	0.8808	0.3193	0.0000	0.6807	0.0000	0.0361	0.2892	0.0361	0.0422	0.0181	0.0060	0.0120	0.0000	0.0000	0.3614	0.0663	0.0120	0.8174	0.5477	0.0000	0.0000	0.0000	0.0000	0.0000	27.6360	-46.8306	-182.1698
JAJIVX010000101.1	3	0	0	0	11	0.5000	0.7893	0.0000	0.0000	1.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.8049	0.5934	0.0000	0.3502	0.4001	0.4469	0.0000	0.4263	-0.4263	-3.0483
JAJIVX010000102.1	42	0	0	0	11	0.4390	0.8653	0.4762	0.0000	0.5238	0.0000	0.0238	0.4048	0.0000	0.1190	0.0000	0.0000	0.0238	0.0000	0.0000	0.4286	0.1190	0.0238	0.7989	0.5866	0.0000	0.0000	0.0001	0.0329	0.0000	5.1818	-8.9354	-65.8335
JAJIVX010000103.1	54	1	0	0	11	0.3962	0.8553	0.1667	0.0000	0.8333	0.0000	0.0000	0.2037	0.0556	0.1296	0.0000	0.0000	0.0000	0.0000	0.0185	0.2593	0.1296	0.0185	0.6219	0.7790	0.0000	0.0002	0.0001	0.5995	0.0000	-3.8961	-4.3756	-56.3259
JAJIVX010000104.1	13	0	1	0	11	0.0000	0.8530	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.3077	0.0769	0.0000	0.0000	0.1538	0.0000	0.0000	0.3846	0.1538	0.3415	0.9222	0.0000	0.6072	0.0425	0.9721	0.0000	-11.3992	4.1647	-10.9383
JAJIVX010000105.1	13	4	0	0	11	0.0000	0.8897	0.0769	0.0000	0.9231	0.0000	0.1538	0.0000	0.3846	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5385	0.0000	0.0000	0.9613	0.0000	0.2755	0.0176	0.8004	0.0044	0.0000	8.0466	-17.6757	-8.0466
JAJIVX010000106.1	171	0	0	1	11	0.3765	0.8455	0.2982	0.0000	0.7018	0.0000	0.0351	0.2398	0.0292	0.0643	0.0000	0.0000	0.0409	0.0117	0.0234	0.3041	0.0643	0.0760	0.7553	0.4834	0.0000	0.0000	0.0000	0.0000	0.0058	8.7478	-62.0973	-153.9134
JAJIVX010000107.1	86	1	2	0	11	0.2353	0.8600	0.3837	0.0000	0.6163	0.0000	0.1395	0.3372	0.0465	0.0233	0.0233	0.0000	0.0000	0.0000	0.0000	0.5233	0.0465	0.0000	0.8396	0.5432	0.0000	0.0000	0.0000	0.0000	0.0000	32.5016	-37.5551	-120.7878
JAJIVX010000108.1	3	0	0	0	11	0.5000	0.9423	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVX010000109.1	43	2	0	0	11	0.3095	0.8421	0.2791	0.0000	0.7209	0.0000	0.1628	0.2326	0.0930	0.0233	0.0000	0.0000	0.0233	0.0000	0.0000	0.4884	0.0233	0.0233	0.9482	0.0000	0.0000	0.0000	0.0755	0.0000	0.0000	22.0749	-31.8158	-47.5908
JAJIVX010000110.1	26	0	0	1	11	0.3600	0.8498	0.3077	0.0000	0.6923	0.0000	0.0385	0.0769	0.0385	0.0000	0.0000	0.0000	0.0000	0.0000	0.0769	0.1538	0.0000	0.0769	0.8599	0.0000	0.1489	0.2378	0.7726	0.0841	0.0000	0.9974	-9.2205	-5.4776
JAJIVX010000111.1	24	0	0	5	11	0.3043	0.8156	0.2500	0.0000	0.7500	0.0000	0.0000	0.0417	0.0000	0.0417	0.0000	0.0000	0.0000	0.2083	0.2917	0.0417	0.0417	0.5000	0.0000	0.1323	0.9822	0.9999	0.9993	0.8362	0.0000	-26.3086	-16.1565	10.7066
JAJIVX010000112.1	7	0	0	0	11	0.5000	0.7872	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5714	0.0000	0.0000	0.0000	0.0000	0.0000	0.5714	0.0000	0.0226	0.9995	0.0000	0.4884	0.0313	0.9673	0.0000	-6.7752	6.7752	-7.1188
JAJIVX010000113.1	9	0	0	0	11	0.1250	0.9527	0.4444	0.0000	0.5556	0.0000	0.0000	0.2222	0.0000	0.1111	0.0000	0.0000	0.0000	0.0000	0.0000	0.2222	0.1111	0.0000	0.6510	0.7589	0.0000	0.2149	0.1466	0.6144	0.0000	-0.9682	0.8983	-9.1841
JAJIVX010000114.1	16	0	0	0	11	0.4667	0.7819	0.3125	0.0000	0.6875	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.7717	0.6360	0.0000	0.0913	0.1431	0.3757	0.0000	1.0157	-1.0157	-12.1276
JAJIVX010000115.1	8	0	0	0	11	0.1429	0.9003	0.3750	0.0000	0.6250	0.0000	0.1250	0.5000	0.1250	0.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.1250	0.0000	0.8087	0.5882	0.0000	0.0146	0.1070	0.1103	0.0000	3.7647	-5.2266	-17.9612
JAJIVX010000010.1	59	1	0	0	11	0.1897	0.8926	0.2542	0.0000	0.7458	0.0000	0.0169	0.4237	0.0339	0.0339	0.0000	0.0169	0.0169	0.0000	0.0000	0.4746	0.0508	0.0169	0.7490	0.6586	0.0000	0.0000	0.0000	0.0245	0.0000	4.1817	-11.8586	-86.5710
JAJIVX010000116.1	45	1	0	0	11	0.2273	0.8587	0.3111	0.0000	0.6889	0.0000	0.0444	0.3556	0.0000	0.1556	0.0000	0.0000	0.0222	0.0000	0.0000	0.4000	0.1556	0.0222	0.7533	0.6436	0.0000	0.0000	0.0000	0.0911	0.0000	3.1773	-6.8680	-71.2277
JAJIVX010000117.1	55	0	0	0	11	0.4630	0.8590	0.2182	0.0000	0.7818	0.0000	0.0545	0.3091	0.0000	0.0727	0.0364	0.0000	0.0000	0.0000	0.0182	0.3636	0.1091	0.0182	0.7667	0.6410	0.0000	0.0000	0.0000	0.2209	0.0000	0.8030	-4.2671	-69.7387
JAJIVX010000118.1	1	0	0	0	11	0.0000	0.9387	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVX010000119.1	15	0	3	0	11	0.4286	0.8597	0.2667	0.0000	0.7333	0.0000	0.0000	0.0000	0.0000	0.0667	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4667	0.0000	0.0000	1.0000	0.0000	0.4473	0.0027	0.9967	0.0000	-11.4351	11.4351	-12.9374
JAJIVX010000120.1	79	1	0	0	11	0.2692	0.8350	0.3797	0.0000	0.6203	0.0000	0.0127	0.1519	0.0127	0.1392	0.0253	0.0000	0.0127	0.0000	0.0000	0.1772	0.1646	0.0127	0.6054	0.7702	0.0000	0.0000	0.0000	0.7964	0.0000	-4.6895	-0.8886	-72.9697
JAJIVX010000121.1	1	0	0	0	11	0.0000	0.9949	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.4987	0.8668	0.0000	0.4199	0.3341	0.5906	0.0000	-0.7327	0.7327	-2.9177
JAJIVX010000122.1	30	0	0	0	11	0.2759	0.8371	0.2000	0.0000	0.8000	0.0000	0.0667	0.2000	0.0000	0.0000	0.0667	0.0000	0.0000	0.0000	0.0000	0.2667	0.0667	0.0000	0.6636	0.7481	0.0000	0.0088	0.0076	0.5355	0.0000	-0.2843	0.2843	-25.4554
JAJIVX010000123.1	5	0	0	0	11	0.0000	0.7498	0.0000	0.0000	1.0000	0.0000	0.2000	0.4000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6000	0.0000	0.0000	0.9582	0.2861	0.0000	0.0795	0.4112	0.1100	0.0000	4.1805	-4.1805	-6.7568
JAJIVX010000124.1	18	0	0	0	11	0.2941	0.8607	0.3889	0.0000	0.6111	0.0000	0.0556	0.1667	0.0556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2778	0.0000	0.0000	0.8075	0.2979	0.0000	0.0575	0.2880	0.1310	0.0000	2.9809	-5.5865	-10.8500
JAJIVX010000125.1	1	0	0	0	11	0.0000	0.8703	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVX010000011.1	77	1	0	0	11	0.3289	0.8694	0.3117	0.0000	0.6883	0.0000	0.0390	0.2078	0.0390	0.0649	0.0000	0.0000	0.0130	0.0000	0.0130	0.2857	0.0649	0.0260	0.7896	0.5676	0.0000	0.0000	0.0006	0.0028	0.0000	6.3572	-20.3369	-66.1640
JAJIVX010000126.1	2	0	0	0	11	0.0000	0.9785	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVX010000127.1	8	0	0	0	11	0.4286	0.8557	0.1250	0.0000	0.8750	0.0000	0.0000	0.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1250	0.0000	0.0000	0.6033	0.7975	0.0000	0.3979	0.3521	0.5488	0.0000	-0.3918	0.3918	-3.0584
JAJIVX010000128.1	1	0	0	0	11	0.0000	0.7798	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVX010000129.1	42	1	0	0	11	0.2927	0.8692	0.1429	0.0000	0.8571	0.0000	0.0952	0.4048	0.0238	0.0238	0.0000	0.0000	0.0000	0.0000	0.0000	0.5238	0.0238	0.0000	0.8012	0.5983	0.0000	0.0000	0.0006	0.0008	0.0000	13.9060	-15.5424	-61.9941
JAJIVX010000130.1	8	0	0	0	11	0.7143	0.7879	0.2500	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIVX010000012.1	16	0	0	1	11	0.2667	0.8214	0.2500	0.0000	0.7500	0.0000	0.0625	0.2500	0.0000	0.0625	0.0000	0.0000	0.0625	0.0000	0.0000	0.3125	0.0625	0.0625	0.6588	0.5697	0.0000	0.0501	0.1588	0.2183	0.0000	1.0173	-4.7675	-15.2569
JAJIVX010000013.1	174	0	8	2	11	0.1618	0.9280	0.1782	0.0000	0.8218	0.0000	0.0000	0.0402	0.0000	0.1379	0.0517	0.0057	0.0000	0.0115	0.0115	0.0402	0.1954	0.0230	0.3557	0.9064	0.0000	0.0007	0.0000	1.0000	0.0000	-49.5582	34.4628	-102.7881
JAJIVX010000014.1	8	0	0	0	11	0.2857	0.8536	0.2500	0.0000	0.7500	0.0000	0.0000	0.0000	0.0000	0.1250	0.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.2969	0.9022	0.0000	0.4000	0.1859	0.7449	0.0000	-2.1428	2.1428	-4.7670
JAJIVX010000015.1	78	0	0	0	11	0.2727	0.8591	0.2692	0.0000	0.7308	0.0000	0.0385	0.2308	0.0256	0.0385	0.0128	0.0000	0.0128	0.0000	0.0128	0.2949	0.0513	0.0256	0.7655	0.6109	0.0000	0.0000	0.0003	0.0026	0.0000	7.6297	-18.3651	-68.5472
