seq_name	chromosome_score	plasmid_score	virus_score
JBBIGJ010000001.1	0.9600	0.0370	0.0030
JBBIGJ010000002.1	0.9452	0.0512	0.0036
JBBIGJ010000003.1	0.9759	0.0219	0.0022
JBBIGJ010000004.1	0.9412	0.0548	0.0040
JBBIGJ010000005.1	0.9699	0.0277	0.0024
JBBIGJ010000006.1	0.9571	0.0397	0.0031
JBBIGJ010000007.1	0.9584	0.0385	0.0032
JBBIGJ010000008.1	0.9303	0.0652	0.0045
JBBIGJ010000009.1	0.9436	0.0527	0.0037
JBBIGJ010000010.1	0.9686	0.0290	0.0025
JBBIGJ010000011.1	0.9845	0.0141	0.0014
JBBIGJ010000012.1	0.9228	0.0726	0.0046
JBBIGJ010000013.1	0.9185	0.0764	0.0052
JBBIGJ010000014.1	0.0000	1.0000	0.0000
JBBIGJ010000015.1	0.9797	0.0187	0.0017
JBBIGJ010000016.1	0.9738	0.0240	0.0022
JBBIGJ010000017.1	0.9811	0.0170	0.0019
JBBIGJ010000018.1	0.9749	0.0232	0.0020
JBBIGJ010000019.1	0.9327	0.0614	0.0059
JBBIGJ010000020.1	0.9643	0.0331	0.0026
JBBIGJ010000021.1	0.9294	0.0654	0.0052
JBBIGJ010000022.1	0.9662	0.0312	0.0026
JBBIGJ010000023.1	0.0877	0.9091	0.0032
JBBIGJ010000024.1	0.9761	0.0220	0.0018
JBBIGJ010000025.1	0.8572	0.1343	0.0085
JBBIGJ010000026.1	0.7933	0.1941	0.0126
JBBIGJ010000027.1	0.9834	0.0146	0.0020
JBBIGJ010000028.1	0.7833	0.2080	0.0087
JBBIGJ010000029.1	0.9972	0.0024	0.0003
JBBIGJ010000030.1	0.9516	0.0445	0.0039
JBBIGJ010000031.1	0.9080	0.0870	0.0051
JBBIGJ010000032.1	0.0000	0.9999	0.0001
JBBIGJ010000033.1	0.9873	0.0114	0.0013
JBBIGJ010000034.1	0.9529	0.0426	0.0045
JBBIGJ010000035.1	0.5126	0.4789	0.0085
JBBIGJ010000036.1	0.0006	0.0047	0.9947
JBBIGJ010000037.1	0.9852	0.0137	0.0011
JBBIGJ010000038.1	0.0000	1.0000	0.0000
JBBIGJ010000039.1	0.8181	0.1696	0.0123
JBBIGJ010000040.1	0.8372	0.1446	0.0182
JBBIGJ010000041.1	0.0000	0.9999	0.0001
JBBIGJ010000042.1	0.0000	1.0000	0.0000
JBBIGJ010000043.1	0.0000	0.9997	0.0003
JBBIGJ010000044.1	0.0000	0.9999	0.0001
JBBIGJ010000045.1	0.0000	1.0000	0.0000
JBBIGJ010000046.1	0.0025	0.9960	0.0015
JBBIGJ010000047.1	0.0113	0.9878	0.0009
JBBIGJ010000048.1	0.9353	0.0597	0.0050
JBBIGJ010000049.1	0.0000	1.0000	0.0000
JBBIGJ010000050.1	0.9844	0.0135	0.0021
JBBIGJ010000051.1	0.0000	1.0000	0.0000
JBBIGJ010000052.1	0.0053	0.9943	0.0003
JBBIGJ010000053.1	0.0000	1.0000	0.0000
JBBIGJ010000054.1	0.7627	0.2289	0.0084
JBBIGJ010000055.1	0.0000	0.9999	0.0001
JBBIGJ010000056.1	0.0003	0.9992	0.0005
JBBIGJ010000057.1	0.8248	0.1669	0.0083
JBBIGJ010000058.1	0.0002	0.9995	0.0002
JBBIGJ010000059.1	0.9983	0.0015	0.0003
JBBIGJ010000060.1	0.0132	0.9849	0.0018
JBBIGJ010000061.1	0.9985	0.0014	0.0002
JBBIGJ010000062.1	0.3806	0.4477	0.1717
JBBIGJ010000063.1	0.0001	0.9999	0.0001
JBBIGJ010000064.1	0.0876	0.7369	0.1755
JBBIGJ010000065.1	0.0232	0.8717	0.1051
JBBIGJ010000066.1	0.0945	0.1797	0.7259
JBBIGJ010000067.1	0.0042	0.9777	0.0181
JBBIGJ010000068.1	0.8801	0.1114	0.0085
JBBIGJ010000069.1	0.0152	0.9684	0.0164
JBBIGJ010000070.1	0.0930	0.8134	0.0936
JBBIGJ010000071.1	0.5620	0.3372	0.1008
JBBIGJ010000072.1	0.2445	0.5490	0.2065
JBBIGJ010000073.1	0.0000	1.0000	0.0000
JBBIGJ010000074.1	0.1473	0.6864	0.1662
JBBIGJ010000075.1	0.6334	0.3093	0.0573
JBBIGJ010000076.1	0.0082	0.9901	0.0016
JBBIGJ010000077.1	0.0109	0.9839	0.0052
JBBIGJ010000078.1	0.8722	0.0581	0.0697
JBBIGJ010000079.1	0.3346	0.5602	0.1052
JBBIGJ010000080.1	0.0964	0.8037	0.0999
JBBIGJ010000081.1	0.1453	0.6315	0.2232
JBBIGJ010000082.1	0.9022	0.0715	0.0262
JBBIGJ010000083.1	0.4323	0.5487	0.0190
JBBIGJ010000084.1	0.8872	0.0575	0.0553
JBBIGJ010000085.1	0.0493	0.9366	0.0141
JBBIGJ010000086.1	0.7853	0.0733	0.1414
JBBIGJ010000087.1	0.6118	0.1543	0.2338
JBBIGJ010000088.1	0.0000	1.0000	0.0000
JBBIGJ010000089.1	0.9134	0.0387	0.0479
JBBIGJ010000090.1	0.6278	0.3009	0.0713
