seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JAJIUJ010000096.1	62	0	0	0	11	0.1639	0.8711	0.4032	0.0000	0.5968	0.0000	0.1774	0.3065	0.0484	0.0323	0.0000	0.0000	0.0000	0.0000	0.0000	0.5323	0.0323	0.0000	0.9380	0.3468	0.0000	0.0000	0.0002	0.0000	0.0000	30.1617	-33.6492	-84.4066
JAJIUJ010000097.1	33	1	0	0	11	0.2812	0.8537	0.2121	0.0000	0.7879	0.0000	0.0303	0.2121	0.0606	0.0000	0.0000	0.0000	0.0000	0.0000	0.0303	0.3030	0.0000	0.0303	0.9176	0.2191	0.0000	0.0021	0.4079	0.0031	0.0000	8.8289	-15.7951	-20.6213
JAJIUJ010000098.1	42	0	0	1	11	0.3902	0.8507	0.2857	0.0000	0.7143	0.0000	0.0476	0.1905	0.0238	0.0238	0.0000	0.0000	0.0000	0.0000	0.0714	0.2619	0.0238	0.0714	0.7461	0.5105	0.0000	0.0075	0.2074	0.0280	0.0000	1.5569	-13.2875	-26.8254
JAJIUJ010000099.1	1	0	0	0	11	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIUJ010000100.1	40	0	0	3	11	0.2051	0.8226	0.1500	0.0000	0.8500	0.0000	0.0000	0.0250	0.0000	0.0500	0.0000	0.0000	0.0000	0.2000	0.2500	0.0250	0.0500	0.4500	0.0000	0.2610	0.9653	1.0000	0.9999	0.9657	0.0000	-40.9929	-21.8921	15.2764
JAJIUJ010000101.1	15	0	0	0	11	0.5000	0.8165	0.1333	0.0000	0.8667	0.0000	0.0667	0.1333	0.0000	0.0667	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.0667	0.0000	0.7066	0.7054	0.0000	0.1031	0.1475	0.3992	0.0000	0.8178	-0.8178	-10.7357
JAJIUJ010000102.1	9	0	0	0	11	0.1250	0.9527	0.4444	0.0000	0.5556	0.0000	0.0000	0.2222	0.0000	0.1111	0.0000	0.0000	0.0000	0.0000	0.0000	0.2222	0.1111	0.0000	0.6510	0.7589	0.0000	0.2149	0.1466	0.6144	0.0000	-0.9682	0.8983	-9.1841
JAJIUJ010000103.1	185	5	3	1	11	0.2880	0.8834	0.3135	0.0000	0.6865	0.0000	0.0324	0.3081	0.0324	0.0378	0.0162	0.0054	0.0108	0.0054	0.0000	0.3730	0.0595	0.0162	0.7934	0.5937	0.0000	0.0000	0.0000	0.0000	0.0000	24.6742	-47.5914	-209.0457
JAJIUJ010000104.1	8	0	0	0	11	0.1429	0.8699	0.3750	0.0000	0.6250	0.0000	0.1250	0.5000	0.1250	0.1250	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.1250	0.0000	0.8087	0.5882	0.0000	0.0146	0.1070	0.1103	0.0000	3.7647	-5.2266	-17.9612
JAJIUJ010000105.1	162	1	0	0	11	0.3106	0.8252	0.2778	0.0000	0.7222	0.0000	0.0370	0.3086	0.0185	0.0309	0.0062	0.0000	0.0123	0.0000	0.0185	0.3642	0.0370	0.0309	0.7764	0.6192	0.0000	0.0000	0.0000	0.0000	0.0000	18.6425	-42.2770	-171.2380
