#Coverage	Number of genomic locations
0.0	863.0
1.0	394.0
2.0	241.0
3.0	124.0
4.0	6.0
5.0	13.0
6.0	85.0
7.0	239.0
8.0	33.0
9.0	31.0
10.0	56.0
11.0	48.0
12.0	109.0
13.0	117.0
14.0	44.0
15.0	30.0
16.0	49.0
17.0	22.0
18.0	22.0
19.0	23.0
20.0	26.0
21.0	37.0
22.0	17.0
23.0	36.0
24.0	13.0
25.0	21.0
26.0	30.0
27.0	52.0
28.0	23.0
29.0	51.0
30.0	36.0
31.0	40.0
32.0	16.0
33.0	30.0
34.0	28.0
35.0	19.0
36.0	11.0
37.0	12.0
38.0	2.0
39.0	9.0
40.0	14.0
41.0	11.0
42.0	14.0
43.0	18.0
44.0	17.0
45.0	10.0
46.0	27.0
47.0	36.0
48.0	7.0
49.0	7.0
52.0	5.0
53.0	9.0
54.0	19.0
55.0	11.0
56.0	4.0
57.0	8.0
58.0	19.0
59.0	19.0
60.0	15.0
61.0	7.0
62.0	4.0
63.0	12.0
64.0	8.0
65.0	13.0
66.0	11.0
67.0	8.0
68.0	7.0
69.0	11.0
70.0	30.0
71.0	30.0
72.0	22.0
73.0	34.0
74.0	25.0
75.0	16.0
76.0	18.0
77.0	17.0
78.0	15.0
79.0	37.0
80.0	38.0
81.0	65.0
82.0	64.0
83.0	49.0
84.0	52.0
85.0	62.0
86.0	79.0
87.0	71.0
88.0	72.0
89.0	63.0
90.0	68.0
91.0	46.0
92.0	64.0
93.0	78.0
94.0	73.0
95.0	68.0
96.0	138.0
97.0	127.0
98.0	137.0
99.0	185.0
100.0	154.0
101.0	170.0
102.0	150.0
103.0	199.0
104.0	260.0
105.0	271.0
106.0	313.0
107.0	376.0
108.0	403.0
109.0	466.0
110.0	425.0
111.0	474.0
112.0	561.0
113.0	627.0
114.0	711.0
115.0	748.0
116.0	858.0
117.0	906.0
118.0	956.0
119.0	1194.0
120.0	1226.0
121.0	1310.0
122.0	1314.0
123.0	1471.0
124.0	1527.0
125.0	1648.0
126.0	1734.0
127.0	1837.0
128.0	1925.0
129.0	2071.0
130.0	2337.0
131.0	2321.0
132.0	2566.0
133.0	2812.0
134.0	2968.0
135.0	3022.0
136.0	3187.0
137.0	3237.0
138.0	3194.0
139.0	3413.0
140.0	3528.0
141.0	3671.0
142.0	3640.0
143.0	3595.0
144.0	3575.0
145.0	3783.0
146.0	3616.0
147.0	3690.0
148.0	3519.0
149.0	3502.0
150.0	3520.0
151.0	3394.0
152.0	3360.0
153.0	3185.0
154.0	3182.0
155.0	3279.0
156.0	2991.0
157.0	2888.0
158.0	2722.0
159.0	2794.0
160.0	2500.0
161.0	2380.0
162.0	2232.0
163.0	2142.0
164.0	2070.0
165.0	1940.0
166.0	1868.0
167.0	1709.0
168.0	1626.0
169.0	1491.0
170.0	1347.0
171.0	1316.0
172.0	1294.0
173.0	1075.0
174.0	972.0
175.0	903.0
176.0	786.0
177.0	677.0
178.0	630.0
179.0	592.0
180.0	515.0
181.0	466.0
182.0	416.0
183.0	363.0
184.0	377.0
185.0	262.0
186.0	230.0
187.0	194.0
188.0	176.0
189.0	158.0
190.0	151.0
191.0	144.0
192.0	132.0
193.0	114.0
194.0	99.0
195.0	84.0
196.0	76.0
197.0	63.0
198.0	63.0
199.0	43.0
200.0	41.0
201.0	41.0
202.0	33.0
203.0	29.0
204.0	34.0
205.0	27.0
206.0	20.0
207.0	23.0
208.0	28.0
209.0	32.0
210.0	21.0
211.0	19.0
212.0	29.0
213.0	15.0
214.0	12.0
215.0	13.0
216.0	14.0
217.0	26.0
218.0	35.0
219.0	31.0
220.0	29.0
221.0	38.0
222.0	35.0
223.0	43.0
224.0	49.0
225.0	49.0
226.0	51.0
227.0	30.0
228.0	27.0
229.0	30.0
230.0	24.0
231.0	26.0
232.0	34.0
233.0	36.0
234.0	30.0
235.0	30.0
236.0	19.0
237.0	26.0
238.0	27.0
239.0	18.0
240.0	18.0
241.0	33.0
242.0	17.0
243.0	19.0
244.0	12.0
245.0	24.0
246.0	14.0
247.0	15.0
248.0	12.0
249.0	9.0
250.0	12.0
251.0	5.0
252.0	10.0
253.0	8.0
254.0	8.0
255.0	7.0
256.0	5.0
257.0	6.0
258.0	5.0
259.0	7.0
260.0	10.0
261.0	7.0
262.0	4.0
263.0	1.0
264.0	6.0
265.0	4.0
266.0	4.0
267.0	1.0
268.0	1.0
269.0	3.0
270.0	2.0
271.0	3.0
272.0	1.0
273.0	5.0
274.0	3.0
275.0	2.0
277.0	5.0
278.0	4.0
280.0	3.0
281.0	1.0
283.0	3.0
284.0	9.0
285.0	4.0
286.0	14.0
287.0	2.0
288.0	4.0
289.0	3.0
290.0	2.0
291.0	2.0
294.0	4.0
295.0	2.0
296.0	1.0
297.0	2.0
298.0	1.0
301.0	3.0
303.0	1.0
304.0	1.0
305.0	2.0
307.0	5.0
308.0	2.0
310.0	2.0
311.0	2.0
314.0	1.0
315.0	1.0
316.0	2.0
320.0	1.0
321.0	1.0
322.0	1.0
323.0	1.0
327.0	2.0
328.0	3.0
329.0	6.0
330.0	4.0
336.0	1.0
337.0	1.0
338.0	2.0
340.0	1.0
341.0	3.0
344.0	1.0
345.0	1.0
346.0	4.0
347.0	3.0
348.0	8.0
349.0	2.0
350.0	1.0
351.0	2.0
352.0	5.0
353.0	4.0
354.0	6.0
355.0	4.0
356.0	1.0
357.0	1.0
358.0	4.0
359.0	3.0
360.0	4.0
361.0	3.0
362.0	4.0
363.0	4.0
364.0	5.0
365.0	5.0
366.0	3.0
367.0	4.0
368.0	3.0
371.0	1.0
372.0	3.0
374.0	1.0
375.0	4.0
376.0	4.0
377.0	2.0
379.0	1.0
381.0	1.0
382.0	1.0
384.0	3.0
386.0	1.0
387.0	2.0
388.0	1.0
389.0	2.0
390.0	4.0
391.0	2.0
392.0	2.0
393.0	1.0
395.0	1.0
396.0	3.0
397.0	2.0
401.0	2.0
402.0	1.0
403.0	1.0
404.0	1.0
405.0	1.0
406.0	1.0
407.0	2.0
408.0	3.0
409.0	6.0
410.0	10.0
411.0	6.0
412.0	3.0
413.0	2.0
414.0	3.0
415.0	2.0
416.0	3.0
417.0	2.0
419.0	2.0
420.0	2.0
421.0	4.0
422.0	4.0
423.0	2.0
424.0	2.0
425.0	5.0
426.0	2.0
427.0	1.0
428.0	1.0
429.0	6.0
431.0	5.0
432.0	8.0
434.0	2.0
435.0	5.0
436.0	3.0
437.0	3.0
438.0	4.0
439.0	3.0
440.0	5.0
441.0	5.0
442.0	7.0
443.0	10.0
444.0	4.0
445.0	7.0
446.0	4.0
447.0	8.0
448.0	6.0
449.0	2.0
450.0	9.0
451.0	14.0
452.0	9.0
453.0	6.0
454.0	2.0
455.0	3.0
456.0	8.0
457.0	6.0
458.0	3.0
459.0	5.0
460.0	5.0
461.0	10.0
462.0	5.0
463.0	6.0
464.0	5.0
465.0	10.0
466.0	14.0
467.0	5.0
468.0	10.0
469.0	7.0
470.0	2.0
471.0	5.0
472.0	1.0
473.0	6.0
474.0	9.0
475.0	10.0
476.0	4.0
