#Coverage (X)	Coverage
1.0	99.48476381525529
2.0	99.24953431723743
3.0	99.10565028418588
4.0	99.03161866552037
5.0	99.02803649042364
6.0	99.02027511104743
7.0	98.96952763051058
8.0	98.82683765582462
9.0	98.80713569279267
10.0	98.78862778812628
11.0	98.75519415389024
12.0	98.72653675311649
13.0	98.66146057219277
14.0	98.59160815780675
15.0	98.56533887376415
16.0	98.54742799828055
17.0	98.51817356832402
18.0	98.50503892630272
19.0	98.49190428428142
20.0	98.47817261307733
21.0	98.46264985432488
22.0	98.44055977456178
23.0	98.43041027845442
24.0	98.4089172278741
25.0	98.40115584849788
26.0	98.38861823565937
27.0	98.37070736017577
28.0	98.33966184267086
29.0	98.32593017146678
30.0	98.29548168314467
31.0	98.27398863256435
32.0	98.2501074652529
33.0	98.24055499832832
34.0	98.22264412284473
35.0	98.2059273057267
36.0	98.19458375125376
37.0	98.18801643024311
38.0	98.18085208004968
39.0	98.1796580216841
40.0	98.17428475903903
41.0	98.16592635048
42.0	98.15935902946936
43.0	98.15100062091035
44.0	98.1402540956202
45.0	98.13010459951282
46.0	98.12413430768495
47.0	98.10801451974973
48.0	98.08652146916941
49.0	98.0823422648899
50.0	98.07816306061041
51.0	98.07816306061041
