#Insert size (bp)	insert size
3.0	1.0
8.0	1.0
9.0	1.0
19.0	179.0
20.0	57.0
21.0	71.0
22.0	23.0
23.0	5.0
24.0	9.0
25.0	7.0
26.0	10.0
27.0	80.0
28.0	133.0
29.0	131.0
30.0	142.0
31.0	126.0
32.0	176.0
33.0	264.0
34.0	326.0
35.0	393.0
36.0	285.0
37.0	159.0
38.0	154.0
39.0	190.0
40.0	233.0
41.0	309.0
42.0	362.0
43.0	433.0
44.0	481.0
45.0	451.0
46.0	338.0
47.0	215.0
48.0	186.0
49.0	249.0
50.0	261.0
51.0	371.0
52.0	413.0
53.0	482.0
54.0	468.0
55.0	440.0
56.0	349.0
57.0	261.0
58.0	210.0
59.0	256.0
60.0	317.0
61.0	389.0
62.0	449.0
63.0	519.0
64.0	533.0
65.0	492.0
66.0	491.0
67.0	356.0
68.0	308.0
69.0	335.0
70.0	385.0
71.0	460.0
72.0	572.0
73.0	640.0
74.0	659.0
75.0	658.0
76.0	511.0
77.0	451.0
78.0	366.0
79.0	368.0
80.0	408.0
81.0	545.0
82.0	593.0
83.0	665.0
84.0	714.0
85.0	684.0
86.0	693.0
87.0	540.0
88.0	467.0
89.0	434.0
90.0	481.0
91.0	504.0
92.0	634.0
93.0	752.0
94.0	822.0
95.0	810.0
96.0	801.0
97.0	724.0
98.0	538.0
99.0	507.0
100.0	478.0
101.0	584.0
102.0	704.0
103.0	819.0
104.0	902.0
105.0	928.0
106.0	943.0
107.0	797.0
108.0	755.0
109.0	613.0
110.0	624.0
111.0	637.0
112.0	764.0
113.0	874.0
114.0	1014.0
115.0	1101.0
116.0	1048.0
117.0	970.0
118.0	890.0
119.0	781.0
120.0	708.0
121.0	706.0
122.0	799.0
123.0	970.0
124.0	1060.0
125.0	1103.0
126.0	1225.0
127.0	1203.0
128.0	1111.0
129.0	933.0
130.0	908.0
131.0	840.0
132.0	826.0
133.0	1047.0
134.0	1173.0
135.0	1286.0
136.0	1364.0
137.0	1382.0
138.0	1263.0
139.0	1167.0
140.0	1057.0
141.0	1003.0
142.0	1027.0
143.0	1095.0
144.0	1218.0
145.0	1412.0
146.0	1538.0
147.0	1538.0
148.0	1477.0
149.0	1372.0
150.0	1294.0
151.0	1205.0
152.0	1135.0
153.0	1279.0
154.0	1419.0
155.0	1604.0
156.0	1680.0
157.0	1717.0
158.0	1653.0
159.0	1609.0
160.0	1475.0
161.0	1363.0
162.0	1309.0
163.0	1366.0
164.0	1445.0
165.0	1685.0
166.0	1899.0
167.0	2072.0
168.0	1975.0
169.0	1901.0
170.0	1729.0
171.0	1589.0
172.0	1596.0
173.0	1587.0
174.0	1661.0
175.0	1880.0
176.0	2091.0
177.0	2289.0
178.0	2232.0
179.0	2237.0
180.0	2075.0
181.0	2031.0
182.0	1884.0
183.0	1893.0
184.0	1940.0
185.0	2103.0
186.0	2286.0
187.0	2456.0
188.0	2554.0
189.0	2573.0
