gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	taxid	taxname	annotation_accessions	annotation_description
JBHJBM010000024.1|provirus_3_10594_1	3	785	783	1	0.576	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBM010000024.1|provirus_3_10594_2	2540	2755	216	1	0.611	11	GGAGG	GENOMAD.096365.VV	3.199e-18	79	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBHJBM010000024.1|provirus_3_10594_3	2752	2925	174	1	0.546	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBM010000024.1|provirus_3_10594_4	2918	3094	177	1	0.565	11	AGxAGG/AGGxGG	GENOMAD.185254.VV	3.756e-18	78	0	0	0	1	NA	NA	NA	NA	NA
JBHJBM010000024.1|provirus_3_10594_5	3048	4127	1080	1	0.578	11	None	GENOMAD.222675.VP	1.814e-232	713	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBHJBM010000024.1|provirus_3_10594_6	4124	4420	297	1	0.566	11	GGA/GAG/AGG	GENOMAD.222243.VP	5.055e-49	169	0	0	1	2773	Inoviridae	NA	NA	PF02303	Helix-destabilising protein
JBHJBM010000024.1|provirus_3_10594_7	4424	4675	252	1	0.639	11	GGA/GAG/AGG	GENOMAD.148914.VV	4.547e-20	85	0	0	1	1	NA	NA	NA	PF17091	Inovirus G7P protein
JBHJBM010000024.1|provirus_3_10594_8	4703	4831	129	1	0.581	11	AGGAG	GENOMAD.112093.VV	2.595e-14	66	0	0	0	1	NA	NA	NA	NA	NA
JBHJBM010000024.1|provirus_3_10594_9	5430	5702	273	1	0.634	11	None	GENOMAD.227990.VV	1.656e-25	101	0	0	0	1	NA	NA	NA	NA	NA
JBHJBM010000024.1|provirus_3_10594_10	5654	5935	282	1	0.571	11	GGAG/GAGG	GENOMAD.097192.VV	1.524e-12	64	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBHJBM010000024.1|provirus_3_10594_11	6070	6390	321	1	0.583	11	GGAG/GAGG	GENOMAD.214060.VP	4.995e-45	158	0	0	0	2773	Inoviridae	NA	NA	NA	NA
JBHJBM010000024.1|provirus_3_10594_12	6392	7714	1323	1	0.613	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBM010000024.1|provirus_3_10594_13	7744	8136	393	1	0.583	11	GGAGG	GENOMAD.141606.VV	9.358e-50	173	0	0	0	16538	Coriovirus Cf1c	NA	NA	PF13511	NA
JBHJBM010000024.1|provirus_3_10594_14	8175	8513	339	-1	0.640	11	GGA/GAG/AGG	GENOMAD.212325.VP	8.98e-58	195	0	0	1	2773	Inoviridae	NA	NA	PF12375;PF12472	Phage protein; Phage related protein
JBHJBM010000024.1|provirus_3_10594_15	8636	9481	846	-1	0.671	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JBHJBM010000024.1|provirus_3_10594_16	9569	10594	1026	1	0.659	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
