gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JAJIUJ010000096.1_1	1	171	171	1	0.585	11	None	GENOMAD.218087.PC	0.000846	37	0	0	0	1	NA	NA	NA	PF13474;COG4875;TIGR02246	SnoaL-like domain
JAJIUJ010000096.1_2	458	1081	624	1	0.643	11	GGA/GAG/AGG	GENOMAD.167222.CP	5.067e-30	120	0	0	0	1	NA	NA	NA	PF05736;K07275;COG3047;TIGR04565	Outer membrane protein W
JAJIUJ010000096.1_3	1199	1813	615	1	0.631	11	None	GENOMAD.167534.CP	2.263e-15	77	0	0	0	1	NA	NA	NA	PF16961;K07275;COG3047;TIGR04565	Outer membrane protein W
JAJIUJ010000096.1_4	2072	2845	774	1	0.695	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_5	2859	3683	825	1	0.652	11	GGAG/GAGG	GENOMAD.124145.CP	0.0004253	44	0	0	0	1	NA	NA	NF033105	PF19583;TIGR04559;K20257;COG0426	quinoprotein relay system zinc metallohydrolase 2
JAJIUJ010000096.1_6	3759	4535	777	1	0.656	11	AGGAG	GENOMAD.132251.CP	3.054e-26	111	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_7	4552	5238	687	1	0.693	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_8	5238	5852	615	1	0.662	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_9	5950	6534	585	-1	0.674	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_10	6531	7352	822	-1	0.659	11	None	GENOMAD.136404.CP	7.344e-09	59	0	0	0	1	NA	NA	NA	PF03544;TIGR01352	TonB family C-terminal domain
JAJIUJ010000096.1_11	7371	7829	459	-1	0.651	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_12	7819	8184	366	-1	0.642	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_13	8309	10306	1998	1	0.655	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_14	10442	11617	1176	1	0.636	11	None	GENOMAD.208454.PC	4.076e-82	280	0	0	0	1	NA	NA	NA	PF16670	Phosphoinositide phospholipase C, Ca2+-dependent
JAJIUJ010000096.1_15	11740	12528	789	1	0.626	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_16	12471	14453	1983	1	0.628	11	None	GENOMAD.152082.CP	2.881e-13	76	0	0	0	1	NA	NA	NA	PF00593;PF07715;PF00691;TIGR01782;COG4773;K16089	TonB-dependent receptor
JAJIUJ010000096.1_17	14755	15762	1008	1	0.642	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_18	15765	16484	720	1	0.650	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_19	16954	19137	2184	-1	0.628	11	GGAG/GAGG	GENOMAD.130354.CP	7.365e-116	393	0	0	0	1	NA	NA	NA	PF14905;PF07715;K16088;COG4773;TIGR01776	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid
JAJIUJ010000096.1_20	19857	21857	2001	-1	0.648	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_21	22063	23343	1281	-1	0.643	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_22	24169	25917	1749	-1	0.683	11	GGA/GAG/AGG	GENOMAD.097040.CP	5.788e-27	120	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_23	25914	27731	1818	-1	0.670	11	GGAGG	GENOMAD.127016.CP	3.22e-07	56	0	0	0	1	NA	NA	NA	PF10516;TIGR03302;COG4455	outer membrane assembly lipoprotein YfiO
JAJIUJ010000096.1_24	27719	28735	1017	-1	0.663	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_25	28732	29193	462	-1	0.706	11	GGAG/GAGG	GENOMAD.128916.CP	7.863e-46	163	0	0	0	1	NA	NA	NA	PF14316	NA
JAJIUJ010000096.1_26	29196	30125	930	-1	0.698	11	None	GENOMAD.123116.CP	1.935e-07	55	0	0	0	1	NA	NA	NA	PF01882;PF05753;COG1721	Uncharacterized conserved protein, DUF58 family, contains vWF domain
JAJIUJ010000096.1_27	30179	31198	1020	-1	0.664	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_28	31636	33585	1950	-1	0.599	11	GGA/GAG/AGG	GENOMAD.070464.CC	9.999e-28	123	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_29	33605	34138	534	-1	0.635	11	GGA/GAG/AGG	GENOMAD.002097.CC	1.064e-70	236	0	0	0	1	NA	NA	NA	PF04351;K02665;COG3168	Tfp pilus assembly protein PilP
JAJIUJ010000096.1_30	34135	34800	666	-1	0.605	11	AGGAGG	GENOMAD.000893.CC	6.149e-54	190	0	0	0	1	NA	NA	NA	PF04350;K23985;COG3167	Tfp pilus assembly protein PilO
JAJIUJ010000096.1_31	34797	35579	783	-1	0.641	11	AGGAG	GENOMAD.000823.CC	3.859e-49	178	0	0	0	1	NA	NA	NA	PF12693;K02663;COG3166	Tfp pilus assembly protein PilN
JAJIUJ010000096.1_32	35579	36637	1059	-1	0.631	11	GGAG/GAGG	GENOMAD.000156.CC	3.67e-63	223	0	0	0	1	NA	NA	NA	PF11104;TIGR01175;COG4972;K02662	type IV pilus assembly protein PilM
JAJIUJ010000096.1_33	36850	39276	2427	1	0.655	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_34	39585	40235	651	1	0.670	11	GGAG/GAGG	GENOMAD.004530.CC	8.439e-27	111	0	0	0	1	NA	NA	NA	PF14091;COG2413;K07073	Predicted nucleotidyltransferase
JAJIUJ010000096.1_35	40483	41772	1290	-1	0.608	11	AGGAG	GENOMAD.123376.CP	7.419e-68	240	0	0	0	1	NA	NA	NA	PF00285;TIGR01798;COG0372;K01659	citrate synthase I (hexameric type)
JAJIUJ010000096.1_36	42002	42244	243	-1	0.539	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_37	42316	43254	939	-1	0.677	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_38	43377	45530	2154	-1	0.678	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_39	45551	45931	381	-1	0.654	11	GGAG/GAGG	GENOMAD.150994.CP	4.04e-06	47	0	0	0	1	NA	NA	NA	PF01042;TIGR03610;COG0251;K09021	pyrimidine utilization protein C
JAJIUJ010000096.1_40	46011	48182	2172	-1	0.649	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_41	48310	48609	300	-1	0.637	11	GGAG/GAGG	GENOMAD.093361.CV	3.28e-07	49	0	0	0	1	NA	NA	NA	PF01192;COG1758;TIGR00690;K03060	DNA-directed RNA polymerase, subunit K/omega
JAJIUJ010000096.1_42	48870	49481	612	-1	0.668	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_43	49633	50493	861	-1	0.667	11	GGA/GAG/AGG	GENOMAD.073106.CV	2.823e-85	284	0	0	0	1246	Caudoviricetes	NA	NA	PF03755;PF08340;TIGR00255;COG1561	TIGR00255 family protein
JAJIUJ010000096.1_44	50603	51328	726	1	0.674	11	GGA/GAG/AGG	GENOMAD.067591.CV	7.554e-97	315	0	0	0	1246	Caudoviricetes	NA	NA	PF01138;PF03725;K00989;TIGR01966;COG0689	ribonuclease PH
JAJIUJ010000096.1_45	51412	51717	306	1	0.657	11	None	GENOMAD.178375.CP	5.833e-10	57	0	0	0	1	NA	NA	NA	PF18029;COG3324;TIGR03081;K08234	Predicted enzyme related to lactoylglutathione lyase
JAJIUJ010000096.1_46	51714	52313	600	1	0.660	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_47	52329	53486	1158	1	0.654	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_48	53785	56208	2424	1	0.684	11	GGA/GAG/AGG	GENOMAD.107195.CP	1.456e-138	463	0	0	0	1	NA	NA	NA	NA	NA
JAJIUJ010000096.1_49	56205	56552	348	1	0.678	11	GGAG/GAGG	GENOMAD.013799.CC	3.799e-52	179	0	0	0	1	NA	NA	NA	PF16823;COG3215;TIGR02266	Tfp pilus assembly protein PilZ
JAJIUJ010000096.1_50	56760	58085	1326	1	0.661	11	GGA/GAG/AGG	GENOMAD.191002.CP	1.774e-55	204	0	0	0	1	NA	NA	NA	PF05195	Putative metallopeptidase
JAJIUJ010000096.1_51	58199	58597	399	1	0.674	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
