seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAJIWG010000032.1	2580	No terminal repeats	3	11	1.0000	NA	2	4.4475	T_virB5	NA
JAJIWG010000058.1	7057	No terminal repeats	9	11	1.0000	NA	0	6.0931	NA	NA
JAJIWG010000010.1	6070	No terminal repeats	8	11	1.0000	NA	0	4.2600	NA	NA
JAJIWG010000053.1	10212	No terminal repeats	14	11	1.0000	NA	0	4.2103	NA	NA
JAJIWG010000085.1	14687	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JAJIWG010000073.1	9533	No terminal repeats	13	11	1.0000	NA	1	4.1705	NA	NA
JAJIWG010000076.1	24994	No terminal repeats	29	11	1.0000	NA	9	20.2614	T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
JAJIWG010000113.1	13710	No terminal repeats	15	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JAJIWG010000015.1	6312	No terminal repeats	8	11	1.0000	NA	0	2.1428	NA	NA
JAJIWG010000063.1	31097	No terminal repeats	38	11	1.0000	NA	10	16.5936	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JAJIWG010000042.1	7562	No terminal repeats	9	11	0.9999	NA	1	7.1485	NA	NA
JAJIWG010000062.1	12158	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JAJIWG010000014.1	51513	No terminal repeats	57	11	0.9997	NA	2	7.8120	NA	NA
JAJIWG010000044.1	77169	No terminal repeats	86	11	0.9997	NA	6	10.7078	I_traK;I_traI;I_traM;I_traN;traU	NA
JAJIWG010000041.1	95700	No terminal repeats	97	11	0.9997	NA	1	0.2008	NA	NA
JAJIWG010000039.1	24059	No terminal repeats	28	11	0.9992	NA	1	5.8185	I_trbA;I_traW;I_traY	NA
JAJIWG010000118.1	38361	No terminal repeats	30	11	0.9991	NA	0	4.6087	NA	NA
JAJIWG010000036.1	10545	No terminal repeats	8	11	0.9808	NA	0	0.3959	NA	NA
