#Coverage (X)	Coverage
1.0	99.58731945226036
2.0	99.58597958035212
3.0	99.57794034890264
4.0	99.57794034890264
5.0	99.5766004769944
6.0	99.5766004769944
7.0	99.56856124554493
8.0	99.54578342310475
9.0	99.43591392662861
10.0	99.39973738510598
11.0	99.32068494251949
12.0	99.29656724817107
13.0	99.23359326848353
14.0	99.1679395449795
15.0	99.09424659002599
16.0	99.02189350698073
17.0	98.96025939920143
18.0	98.83699118364284
19.0	98.74320015006565
20.0	98.61189270305759
21.0	98.52480102902163
22.0	98.45110807406812
23.0	98.3211404989683
24.0	98.2032317710427
25.0	98.14561727898813
26.0	98.03842752632848
27.0	97.92587828603585
28.0	97.84950558726585
29.0	97.76911327277112
30.0	97.65924377629499
31.0	97.56411287080955
32.0	97.49979901921377
33.0	97.44888388670043
34.0	97.36715170029746
35.0	97.32293592732535
36.0	97.25862207572956
37.0	97.19966771176675
38.0	97.14339309162044
39.0	97.08175898384114
40.0	97.03754321086905
41.0	96.98394833453922
42.0	96.89149717287027
43.0	96.81512447410027
44.0	96.70257523380765
45.0	96.58868612160677
46.0	96.49891470375432
47.0	96.4747970094059
48.0	96.44799957124098
49.0	96.41182302971836
50.0	96.37430661628748
51.0	96.33946994667309
