seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JAJIUS010000096.1	2	0	0	0	11	0.0000	0.8037	0.5000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIUS010000097.1	136	4	3	0	11	0.3111	0.8896	0.3162	0.0000	0.6838	0.0000	0.0441	0.3235	0.0294	0.0515	0.0221	0.0074	0.0000	0.0000	0.0000	0.3971	0.0809	0.0000	0.8047	0.5937	0.0000	0.0000	0.0000	0.0000	0.0000	22.4283	-31.5200	-170.3690
JAJIUS010000098.1	10	0	0	0	11	0.5556	0.8415	0.1000	0.0000	0.9000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.8249	0.5652	0.0000	0.0415	0.1245	0.2336	0.0000	2.3766	-2.3766	-14.9099
JAJIUS010000099.1	36	0	0	1	11	0.1143	0.8804	0.1667	0.0000	0.8333	0.0000	0.0000	0.0000	0.0000	0.0556	0.0000	0.0000	0.0000	0.1111	0.0000	0.0000	0.0556	0.1111	0.0107	0.6277	0.7645	0.8717	0.4217	0.9031	0.0000	-13.2779	-0.6977	-3.7014
JAJIUS010000100.1	1	0	0	0	11	0.0000	0.9175	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000
JAJIUS010000101.1	98	1	0	0	11	0.1856	0.8721	0.2959	0.0000	0.7041	0.0000	0.0510	0.3980	0.0102	0.0510	0.0000	0.0000	0.0000	0.0000	0.0000	0.4592	0.0510	0.0000	0.7710	0.6368	0.0000	0.0000	0.0000	0.0002	0.0000	16.1437	-18.5488	-140.3263
JAJIUS010000102.1	2	0	0	0	11	0.0000	0.9299	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.5394	0.8421	0.0000	0.4116	0.3406	0.5752	0.0000	-0.6063	0.6063	-2.9809
JAJIUS010000103.1	4	0	0	0	11	0.3333	0.7306	0.5000	0.0000	0.5000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.8121	0.5835	0.0000	0.3483	0.4022	0.4427	0.0000	0.4603	-0.4603	-3.0374
JAJIUS010000104.1	78	0	0	0	11	0.2727	0.8439	0.3462	0.0000	0.6538	0.0000	0.0641	0.3590	0.0128	0.0256	0.0128	0.0000	0.0000	0.0000	0.0000	0.4359	0.0385	0.0000	0.7781	0.6282	0.0000	0.0000	0.0000	0.0006	0.0000	14.3376	-16.2278	-100.9558
JAJIUS010000105.1	120	0	0	0	11	0.3782	0.8462	0.2083	0.0000	0.7917	0.0000	0.0500	0.2250	0.0000	0.1250	0.0083	0.0000	0.0000	0.0000	0.0000	0.2750	0.1333	0.0000	0.6559	0.7548	0.0000	0.0000	0.0000	0.3508	0.0000	1.2313	-1.2313	-135.7325
