seq_name	chromosome_score	plasmid_score	virus_score
JBBIGD010000001.1	1.0000	0.0000	0.0000
JBBIGD010000002.1	0.9999	0.0001	0.0000
JBBIGD010000003.1	0.9995	0.0005	0.0000
JBBIGD010000004.1	0.9992	0.0008	0.0000
JBBIGD010000005.1	1.0000	0.0000	0.0000
JBBIGD010000006.1	0.9996	0.0004	0.0000
JBBIGD010000007.1	0.9999	0.0001	0.0000
JBBIGD010000008.1	1.0000	0.0000	0.0000
JBBIGD010000009.1	0.9998	0.0002	0.0000
JBBIGD010000010.1	1.0000	0.0000	0.0000
JBBIGD010000011.1	1.0000	0.0000	0.0000
JBBIGD010000012.1	1.0000	0.0000	0.0000
JBBIGD010000013.1	0.0003	0.9997	0.0000
JBBIGD010000014.1	0.9997	0.0003	0.0000
JBBIGD010000015.1	1.0000	0.0000	0.0000
JBBIGD010000016.1	0.9999	0.0001	0.0000
JBBIGD010000017.1	1.0000	0.0000	0.0000
JBBIGD010000018.1	0.9997	0.0003	0.0000
JBBIGD010000019.1	0.5918	0.4082	0.0000
JBBIGD010000020.1	0.9998	0.0002	0.0000
JBBIGD010000021.1	0.9468	0.0532	0.0000
JBBIGD010000022.1	0.9530	0.0470	0.0000
JBBIGD010000023.1	0.9988	0.0012	0.0000
JBBIGD010000024.1	1.0000	0.0000	0.0000
JBBIGD010000025.1	0.9993	0.0007	0.0000
JBBIGD010000026.1	0.5952	0.4048	0.0000
JBBIGD010000027.1	0.9628	0.0372	0.0000
JBBIGD010000028.1	0.0002	0.9998	0.0000
JBBIGD010000029.1	1.0000	0.0000	0.0000
JBBIGD010000030.1	0.9960	0.0040	0.0000
JBBIGD010000031.1	1.0000	0.0000	0.0000
JBBIGD010000032.1	0.9133	0.0825	0.0043
JBBIGD010000033.1	0.0000	0.9998	0.0001
JBBIGD010000034.1	0.0001	0.9999	0.0000
JBBIGD010000035.1	0.0027	0.9973	0.0000
JBBIGD010000036.1	0.6340	0.1384	0.2275
JBBIGD010000037.1	0.9819	0.0167	0.0014
JBBIGD010000038.1	0.5555	0.2628	0.1817
JBBIGD010000039.1	0.7648	0.0910	0.1442
JBBIGD010000040.1	0.6340	0.1384	0.2275
JBBIGD010000041.1	0.6700	0.0287	0.3013
JBBIGD010000042.1	0.7741	0.0950	0.1308
JBBIGD010000043.1	0.0007	0.9990	0.0003
JBBIGD010000044.1	0.6254	0.0049	0.3697
JBBIGD010000045.1	0.5820	0.4168	0.0012
JBBIGD010000046.1	0.6492	0.1083	0.2425
JBBIGD010000047.1	0.6370	0.0273	0.3357
JBBIGD010000048.1	0.6364	0.0281	0.3354
JBBIGD010000049.1	0.6650	0.0294	0.3056
JBBIGD010000050.1	0.9042	0.0575	0.0383
