seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JBBIGD010000001.1	477	3	1	0	11	0.3130	0.8630	0.3061	0.0000	0.6939	0.0000	0.0818	0.2977	0.0294	0.0356	0.0021	0.0000	0.0147	0.0000	0.0105	0.4088	0.0377	0.0252	0.8003	0.5654	0.0000	0.0000	0.0000	0.0000	0.0063	104.7808	-173.0465	-542.3519
JBBIGD010000002.1	431	1	4	1	11	0.3535	0.8516	0.3109	0.0000	0.6891	0.0000	0.0394	0.2506	0.0255	0.0626	0.0093	0.0000	0.0255	0.0046	0.0139	0.3155	0.0719	0.0441	0.7715	0.5808	0.0000	0.0000	0.0000	0.0000	0.0023	32.8562	-118.3433	-425.7439
JBBIGD010000003.1	377	0	2	3	11	0.3245	0.8425	0.2546	0.0000	0.7454	0.0000	0.0477	0.2918	0.0159	0.0637	0.0080	0.0000	0.0106	0.0000	0.0106	0.3554	0.0716	0.0212	0.7622	0.6282	0.0000	0.0000	0.0000	0.0000	0.0000	39.4655	-76.2866	-430.8737
JBBIGD010000004.1	255	1	0	0	11	0.1811	0.8775	0.2902	0.0000	0.7098	0.0000	0.0314	0.3451	0.0196	0.0667	0.0000	0.0000	0.0039	0.0039	0.0078	0.3961	0.0667	0.0157	0.7739	0.6280	0.0000	0.0000	0.0000	0.0000	0.0000	28.2367	-50.7286	-327.4508
JBBIGD010000005.1	284	9	0	1	11	0.2509	0.8694	0.3204	0.0000	0.6796	0.0000	0.0704	0.2817	0.0493	0.0599	0.0000	0.0035	0.0176	0.0000	0.0106	0.4014	0.0634	0.0282	0.8107	0.5576	0.0000	0.0000	0.0000	0.0000	0.0000	56.0349	-108.3301	-328.4160
JBBIGD010000006.1	195	5	1	0	11	0.2629	0.8504	0.2718	0.0000	0.7282	0.0000	0.0256	0.2821	0.0308	0.0359	0.0103	0.0000	0.0051	0.0000	0.0154	0.3385	0.0462	0.0205	0.7816	0.6207	0.0000	0.0000	0.0000	0.0000	0.0000	23.9736	-46.6128	-195.7843
JBBIGD010000007.1	198	5	3	1	11	0.2893	0.8852	0.3030	0.0000	0.6970	0.0000	0.0303	0.3030	0.0303	0.0404	0.0152	0.0051	0.0101	0.0051	0.0000	0.3636	0.0606	0.0152	0.7934	0.5937	0.0000	0.0000	0.0000	0.0000	0.0000	25.3734	-48.2906	-220.9583
JBBIGD010000008.1	195	2	1	1	11	0.2887	0.8588	0.3179	0.0000	0.6821	0.0000	0.0821	0.2256	0.0154	0.0564	0.0000	0.0000	0.0103	0.0051	0.0308	0.3231	0.0564	0.0462	0.7572	0.5105	0.0000	0.0000	0.0000	0.0000	0.0051	22.8287	-60.8042	-179.6239
JBBIGD010000009.1	183	2	0	0	11	0.3077	0.8333	0.3005	0.0000	0.6995	0.0000	0.0383	0.3224	0.0164	0.0328	0.0055	0.0000	0.0164	0.0000	0.0164	0.3770	0.0383	0.0328	0.7795	0.6074	0.0000	0.0000	0.0000	0.0000	0.0000	23.9281	-51.2533	-201.8224
JBBIGD010000010.1	142	7	5	0	11	0.1631	0.9010	0.2113	0.0000	0.7887	0.0000	0.0775	0.2958	0.0563	0.0493	0.0141	0.0000	0.0141	0.0000	0.0000	0.4296	0.0634	0.0141	0.8233	0.5521	0.0000	0.0000	0.0000	0.0000	0.0000	34.9173	-53.4713	-177.2463
JBBIGD010000011.1	132	2	0	0	11	0.3511	0.8515	0.2727	0.0000	0.7273	0.0000	0.0758	0.2500	0.0379	0.0379	0.0152	0.0000	0.0152	0.0000	0.0076	0.3636	0.0530	0.0227	0.7876	0.5957	0.0000	0.0000	0.0000	0.0000	0.0000	24.7143	-43.4564	-135.0872
JBBIGD010000012.1	143	3	0	0	11	0.2606	0.8658	0.2797	0.0000	0.7203	0.0000	0.0490	0.2308	0.0420	0.0210	0.0140	0.0070	0.0280	0.0000	0.0210	0.3217	0.0420	0.0490	0.8249	0.5206	0.0000	0.0000	0.0000	0.0000	0.0000	18.3551	-54.2159	-123.0269
JBBIGD010000013.1	159	0	18	2	11	0.2532	0.8621	0.1572	0.0000	0.8428	0.0000	0.0063	0.0818	0.0063	0.2579	0.1132	0.0126	0.0000	0.0440	0.0252	0.0943	0.3836	0.0692	0.3505	0.9214	0.0000	0.0000	0.0000	1.0000	0.0000	-96.4106	51.3145	-175.9500
JBBIGD010000014.1	119	1	0	0	11	0.3390	0.8735	0.2605	0.0000	0.7395	0.0000	0.0336	0.1849	0.0336	0.1261	0.0084	0.0000	0.0000	0.0000	0.0084	0.2521	0.1345	0.0084	0.6456	0.7603	0.0000	0.0000	0.0000	0.0441	0.0000	2.6534	-12.3773	-122.5764
JBBIGD010000015.1	115	1	3	0	11	0.2544	0.8508	0.3217	0.0000	0.6783	0.0000	0.1217	0.2957	0.0348	0.0174	0.0435	0.0000	0.0000	0.0000	0.0000	0.4522	0.0609	0.0000	0.8249	0.5652	0.0000	0.0000	0.0000	0.0000	0.0000	30.5301	-35.5836	-144.9919
