seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JAWUDU010000041.1	18819	No terminal repeats	23	11	1.0000	NA	4	14.2187	T_virB5;MOBP1;T_virB5	NA
JAWUDU010000047.1	13073	No terminal repeats	20	11	1.0000	NA	0	3.7839	NA	NA
JAWUDU010000056.1	6499	No terminal repeats	10	11	1.0000	NA	0	4.2600	NA	NA
JAWUDU010000037.1	25252	No terminal repeats	29	11	1.0000	NA	9	20.2614	T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9;t4cp2	NA
JAWUDU010000046.1	13714	No terminal repeats	16	11	1.0000	NA	3	11.4351	MOBH;T_virB6;B_traI	NA
JAWUDU010000053.1	7968	No terminal repeats	9	11	1.0000	NA	1	7.1485	NA	NA
JAWUDU010000058.1	6341	No terminal repeats	9	11	1.0000	NA	0	2.1428	NA	NA
JAWUDU010000044.1	15008	No terminal repeats	14	11	1.0000	NA	1	4.1647	NA	NA
JAWUDU010000052.1	8245	No terminal repeats	12	11	0.9999	NA	1	2.7002	NA	NA
JAWUDU010000031.1	41202	No terminal repeats	48	11	0.9999	NA	10	18.0106	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
JAWUDU010000048.1	12418	ITR	11	11	0.9999	NA	0	4.9816	NA	NA
JAWUDU010000032.1	39973	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JAWUDU010000061.1	4987	No terminal repeats	5	11	0.9998	NA	0	3.3876	NA	NA
JAWUDU010000065.1	2964	No terminal repeats	6	11	0.9997	NA	0	1.2959	NA	NA
JAWUDU010000043.1	16303	No terminal repeats	14	11	0.9996	NA	0	1.3109	NA	NA
JAWUDU010000051.1	8921	No terminal repeats	8	11	0.9993	NA	0	1.6978	NA	NA
JAWUDU010000067.1	2789	No terminal repeats	2	11	0.9987	NA	0	1.6263	NA	NA
JAWUDU010000049.1	10854	ITR	10	11	0.9752	NA	0	0.3959	NA	NA
