#Position (bp)	Coverage	Std
94.0	141.1283422459893	59.17399342047317
281.0	153.7326203208556	16.22947078388988
468.0	133.45454545454547	12.298863040361104
655.0	98.18716577540107	17.326836160617987
842.0	121.27807486631016	11.338260436796283
1029.0	161.88770053475935	28.25173318236402
1216.0	269.44919786096256	141.67530853373268
1403.0	142.3475935828877	13.674794331177344
1590.0	149.75401069518716	17.77353076127319
1777.0	154.475935828877	16.464188978403296
1964.0	154.37967914438502	17.25973336184323
2151.0	179.7058823529412	19.065465601700506
2338.0	148.92513368983958	20.966614664301026
2525.0	164.87700534759358	22.391747907020335
2712.0	143.36363636363637	15.434179723694918
2899.0	152.1764705882353	12.745765785332168
3086.0	181.10695187165774	56.04639025809393
3273.0	390.80213903743316	51.219930529262456
3460.0	332.9946524064171	76.33559454574524
3647.0	143.0909090909091	9.610878417565067
3834.0	156.44385026737967	18.418921914487242
4021.0	158.1283422459893	10.107444177807182
4208.0	173.46524064171123	21.353530434850498
4395.0	152.06417112299465	18.89642469649119
4582.0	151.524064171123	16.179639942319568
4769.0	157.8716577540107	19.510178339101053
4956.0	173.5614973262032	15.637436227358572
5143.0	175.45989304812835	18.563376052897354
5330.0	164.5614973262032	17.756372660357112
5517.0	165.62566844919786	19.736499481030226
5704.0	162.2620320855615	16.633835756631992
5891.0	153.4331550802139	13.863158578599677
6078.0	162.62032085561498	17.438969208609358
6265.0	161.23529411764707	15.703809272544367
6452.0	144.94652406417111	19.849837348974663
6639.0	146.88770053475935	17.87762919596585
6826.0	156.55614973262033	15.05995149518863
7013.0	151.86631016042782	18.695133628577647
7200.0	163.22459893048128	16.3458608147568
7387.0	154.2192513368984	13.897831939562398
7574.0	145.81283422459893	27.332768134672055
7761.0	173.8288770053476	20.048470676602427
7948.0	153.01604278074868	14.617219352677084
8135.0	73.05347593582887	41.783885029139434
8322.0	147.2941176470588	13.73254847799684
8509.0	165.05347593582889	16.19764292616787
8696.0	146.10160427807486	15.305271539518547
8883.0	151.23529411764707	14.425171108077926
9070.0	153.10160427807486	10.444915350757693
9257.0	154.0855614973262	7.78727880777014
9444.0	179.7433155080214	51.21042883427526
9631.0	229.79144385026737	65.13301897216039
9818.0	79.35828877005348	45.691186152020705
10005.0	9.577540106951872	7.494739688251514
10192.0	7.331550802139038	4.628440330505312
10379.0	35.475935828877006	19.734196276357363
10566.0	116.43850267379679	42.8226038567194
10753.0	195.41711229946523	35.823841133843956
10940.0	153.3048128342246	12.077291193261974
11127.0	154.71122994652407	17.131295439121388
11314.0	138.19251336898395	9.223313868484395
11501.0	126.24598930481284	11.304251247061199
11688.0	141.59893048128342	14.568664636980783
11875.0	156.33689839572193	12.662420716266007
12062.0	150.05347593582889	13.175085870708141
12249.0	163.7379679144385	17.512104293643443
12436.0	173.6524064171123	20.409445228752688
12623.0	172.86096256684493	19.440159106762884
12810.0	115.56684491978609	27.39061863676709
12997.0	68.32085561497327	34.85546934579289
13184.0	109.81818181818181	68.00176940132683
13371.0	49.83422459893048	35.308873920589804
13558.0	131.84491978609626	18.830087427130266
13745.0	171.33689839572193	14.121512394197255
13932.0	146.14438502673798	16.72824630972804
14119.0	159.4866310160428	15.800054152753589
14306.0	147.05347593582889	11.519339701813493
14493.0	141.88235294117646	18.853360386439395
14680.0	153.2941176470588	18.918768091402143
14867.0	167.81283422459893	19.17775003113464
15054.0	154.92513368983958	18.383758235054085
15241.0	150.5133689839572	14.576737749663375
15428.0	146.41176470588235	14.302873575382304
15615.0	142.28877005347593	10.579973009275847
15802.0	147.0855614973262	8.28890115473339
15989.0	136.58823529411765	14.751416137946379
16176.0	131.86096256684493	28.893497964056372
16363.0	138.8288770053476	28.592751783370833
16550.0	163.58823529411765	16.09297850676656
16737.0	148.6577540106952	15.5644253635782
16924.0	142.71122994652407	38.896475789935074
17111.0	153.89304812834226	19.060275906897555
17298.0	146.15508021390374	17.645802094288705
17485.0	129.05882352941177	9.33540211347753
17672.0	138.66310160427807	15.373078767837644
17859.0	123.18181818181819	18.21617075582428
18046.0	138.4331550802139	19.325940562094907
18233.0	84.29946524064171	34.07760881370484
