#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	8.36050497450046E-5
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	8.36050497450046E-5
36.0	8.36050497450046E-5
37.0	5.852353482150321E-4
38.0	5.016302984700275E-4
39.0	6.688403979600368E-4
40.0	0.001003260596940055
41.0	0.0011704706964300643
42.0	5.852353482150321E-4
43.0	8.36050497450046E-4
44.0	0.0019229161441351058
45.0	0.004849092885210266
46.0	0.005517933283170303
47.0	0.007524454477050414
48.0	0.008360504974500459
49.0	0.011788312014045647
50.0	0.010534236267870579
51.0	0.018643926093136025
52.0	0.019730791739821084
53.0	0.02457988462503135
54.0	0.030097817908201655
55.0	0.0382911127832121
56.0	0.042722180419697345
57.0	0.053256416687567934
58.0	0.05609898837889808
59.0	0.058356324722013214
60.0	0.06353983780620348
61.0	0.06445949335339855
62.0	0.06629880444778866
63.0	0.06287099740824346
64.0	0.06111529136359836
65.0	0.056851433826603126
66.0	0.04397625616587242
67.0	0.03611738148984198
68.0	0.033274809798511835
69.0	0.027255246216871497
70.0	0.02014881698854611
71.0	0.017222640247470944
72.0	0.015466934202825848
73.0	0.012707967561240697
74.0	0.007357244377560405
75.0	0.005601538332915308
76.0	0.002842571691330156
77.0	0.0023409413928601286
78.0	0.001672100994900092
79.0	7.524454477050412E-4
80.0	1.672100994900092E-4
81.0	8.36050497450046E-5
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
