seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
JBHJBO010000048.1	12198	No terminal repeats	17	11	1.0000	NA	5	9.7479	virb4;T_virB5	NA
JBHJBO010000046.1	12814	No terminal repeats	18	11	1.0000	NA	0	3.7839	NA	NA
JBHJBO010000045.1	13712	No terminal repeats	15	11	1.0000	NA	3	11.4351	B_traI;T_virB6;MOBH	NA
JBHJBO010000057.1	6399	No terminal repeats	9	11	1.0000	NA	0	4.2600	NA	NA
JBHJBO010000064.1	2962	No terminal repeats	7	11	1.0000	NA	1	4.4189	T_virB5	NA
JBHJBO010000047.1	12578	No terminal repeats	14	11	1.0000	NA	2	5.6953	MOBP1	NA
JBHJBO010000041.1	17794	No terminal repeats	24	11	1.0000	NA	5	14.6961	T_virB6;T_virB9;T_virB10;T_virB1;t4cp2	NA
JBHJBO010000024.1	75011	No terminal repeats	72	11	1.0000	NA	18	49.9558	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4;G_tfc24;G_tfc23;G_tfc22;G_tfc18;G_tfc19;MOBH	NA
JBHJBO010000060.1	6087	No terminal repeats	7	11	1.0000	NA	0	2.1428	NA	NA
JBHJBO010000055.1	7096	No terminal repeats	10	11	1.0000	NA	1	2.7002	NA	NA
JBHJBO010000032.1	31060	No terminal repeats	38	11	1.0000	NA	10	16.5936	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5;T_virB3;T_virB2	NA
JBHJBO010000037.1	24999	No terminal repeats	30	11	1.0000	NA	9	20.2614	t4cp2;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3	NA
JBHJBO010000043.1	14812	No terminal repeats	13	11	1.0000	NA	1	4.1647	NA	NA
JBHJBO010000049.1	12164	No terminal repeats	10	11	0.9999	NA	0	4.9816	NA	NA
JBHJBO010000054.1	7687	No terminal repeats	9	11	0.9999	NA	1	7.1485	NA	NA
JBHJBO010000030.1	39719	No terminal repeats	31	11	0.9999	NA	0	6.3270	NA	NA
JBHJBO010000051.1	10990	No terminal repeats	10	11	0.9998	NA	1	9.1442	NA	NA
JBHJBO010000098.1	1002	No terminal repeats	2	11	0.9971	NA	1	1.1639	T_virB5	NA
JBHJBO010000052.1	10547	No terminal repeats	8	11	0.9783	NA	0	0.3959	NA	NA
JBHJBO010000058.1	6396	No terminal repeats	8	11	0.9152	NA	0	0.7162	NA	NA
