seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JSZG01000001.1	74	1	0	0	11	0.2740	0.7980	0.2838	0.0000	0.7162	0.0000	0.0270	0.2838	0.0000	0.0541	0.0135	0.0000	0.0000	0.0000	0.0000	0.3108	0.0676	0.0000	0.7785	0.6277	0.0000	0.0000	0.0000	0.0295	0.0000	6.8351	-7.2649	-79.2566
JSZG01000010.1	31	0	0	0	11	0.2667	0.9019	0.1935	0.0000	0.8065	0.0000	0.0000	0.3226	0.0000	0.0968	0.0000	0.0000	0.0323	0.0000	0.0000	0.3226	0.0968	0.0323	0.6419	0.7083	0.0000	0.0023	0.0017	0.5776	0.0000	-1.8890	-1.6229	-39.1959
JSZG01000100.1	10	0	0	1	11	0.2222	0.8774	0.3000	0.0000	0.7000	0.0000	0.0000	0.2000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1000	0.0000	0.2000	0.0000	0.1000	0.7528	0.5781	0.0000	0.3876	0.4039	0.4829	0.0000	-2.1167	-1.6059	-5.1959
JSZG01000101.1	20	0	0	0	11	0.5263	0.8680	0.3500	0.0000	0.6500	0.0000	0.3000	0.3500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6500	0.0000	0.0000	0.9703	0.2420	0.0000	0.0000	0.0926	0.0005	0.0000	15.2885	-15.2885	-30.2246
JSZG01000102.1	13	0	0	0	11	0.1667	0.8763	0.3077	0.0000	0.6923	0.0000	0.0769	0.1538	0.0000	0.0000	0.0000	0.0000	0.0769	0.0000	0.0769	0.2308	0.0000	0.1538	0.6700	0.0000	0.0000	0.3378	0.6469	0.2178	0.0000	-0.5827	-6.5430	-5.3365
JSZG01000103.1	29	0	0	0	11	0.0714	0.9130	0.3103	0.0000	0.6897	0.0000	0.0000	0.5172	0.0345	0.0345	0.0000	0.0000	0.0000	0.0000	0.0000	0.5517	0.0345	0.0000	0.7554	0.6553	0.0000	0.0001	0.0006	0.1178	0.0000	3.6263	-5.0531	-50.1022
JSZG01000104.1	14	0	0	0	11	0.5385	0.8704	0.2857	0.0000	0.7143	0.0000	0.0000	0.1429	0.0714	0.3571	0.0000	0.0000	0.0000	0.0000	0.0000	0.2143	0.3571	0.0000	0.4991	0.8659	0.0000	0.0789	0.0106	0.8892	0.0000	-4.8636	2.5599	-20.2874
JSZG01000105.1	13	0	0	0	11	0.4167	0.8165	0.3077	0.0000	0.6923	0.0000	0.0769	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0769	0.0000	0.0000	1.0000	0.0000	0.0000	0.2975	0.5000	0.2975	0.0000	1.7183	-1.7183	-1.7183
JSZG01000106.1	9	0	0	0	11	0.5000	0.7530	0.1111	0.0000	0.8889	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.7916	0.6111	0.0000	0.1613	0.1941	0.4439	0.0000	0.4505	-0.4505	-9.1786
JSZG01000107.1	11	0	0	0	11	0.2000	0.8327	0.1818	0.0000	0.8182	0.0000	0.0000	0.3636	0.0000	0.0000	0.0909	0.0000	0.0000	0.0000	0.0000	0.3636	0.0909	0.0000	0.7983	0.6022	0.0000	0.0651	0.0938	0.4023	0.0000	0.7919	-0.7919	-13.4290
