seq_name	n_genes	n_uscg	n_plasmid_hallmarks	n_virus_hallmarks	genetic_code	strand_switch_rate	coding_density	no_rbs_freq	sd_bacteroidetes_rbs_freq	sd_canonical_rbs_freq	tatata_rbs_freq	cc_marker_freq	cp_marker_freq	cv_marker_freq	pc_marker_freq	pp_marker_freq	pv_marker_freq	vc_marker_freq	vp_marker_freq	vv_marker_freq	c_marker_freq	p_marker_freq	v_marker_freq	median_c_spm	median_p_spm	median_v_spm	v_vs_c_score_logistic	v_vs_p_score_logistic	p_vs_c_score_logistic	gv_marker_freq	marker_enrichment_c	marker_enrichment_p	marker_enrichment_v
JAQRDU010000010.1	167	0	0	0	11	0.3795	0.8587	0.3174	0.0000	0.6826	0.0000	0.0958	0.3114	0.0240	0.0299	0.0060	0.0000	0.0180	0.0000	0.0180	0.4311	0.0359	0.0359	0.8310	0.5034	0.0000	0.0000	0.0000	0.0000	0.0180	44.2791	-71.7858	-193.5783
JAQRDU010000011.1	181	0	1	1	11	0.3833	0.8371	0.3094	0.0000	0.6906	0.0000	0.0331	0.2486	0.0276	0.0773	0.0000	0.0000	0.0387	0.0110	0.0221	0.3094	0.0773	0.0718	0.7546	0.5402	0.0000	0.0000	0.0000	0.0000	0.0055	7.1896	-60.5391	-174.7009
JAQRDU010000012.1	146	1	0	0	11	0.3724	0.8627	0.2603	0.0000	0.7397	0.0000	0.0616	0.2466	0.0274	0.0685	0.0000	0.0000	0.0000	0.0000	0.0205	0.3356	0.0685	0.0205	0.7577	0.6283	0.0000	0.0000	0.0000	0.0000	0.0000	15.9545	-32.9774	-153.4058
JAQRDU010000013.1	145	1	0	0	11	0.2431	0.8747	0.3448	0.0000	0.6552	0.0000	0.0414	0.3103	0.0138	0.0345	0.0069	0.0000	0.0069	0.0000	0.0069	0.3655	0.0414	0.0138	0.7724	0.6050	0.0000	0.0000	0.0000	0.0000	0.0000	19.2594	-30.7289	-158.4459
JAQRDU010000014.1	144	1	0	0	11	0.3287	0.8442	0.2917	0.0000	0.7083	0.0000	0.0486	0.1875	0.0347	0.0417	0.0069	0.0000	0.0139	0.0000	0.0069	0.2708	0.0486	0.0208	0.7905	0.5542	0.0000	0.0000	0.0000	0.0000	0.0000	17.1267	-36.7830	-112.7007
JAQRDU010000015.1	132	2	0	0	11	0.3511	0.8514	0.2727	0.0000	0.7273	0.0000	0.0758	0.2500	0.0379	0.0379	0.0152	0.0000	0.0152	0.0000	0.0076	0.3636	0.0530	0.0227	0.7876	0.5957	0.0000	0.0000	0.0000	0.0000	0.0000	24.7143	-43.4564	-135.0872
JAQRDU010000016.1	144	3	0	0	11	0.2587	0.8666	0.2778	0.0000	0.7222	0.0000	0.0486	0.2292	0.0417	0.0208	0.0139	0.0069	0.0278	0.0000	0.0208	0.3194	0.0417	0.0486	0.8249	0.5206	0.0000	0.0000	0.0000	0.0000	0.0000	18.3551	-54.2159	-123.0269
JAQRDU010000017.1	126	28	1	0	11	0.2320	0.8227	0.2143	0.0000	0.7857	0.0000	0.1746	0.2063	0.1111	0.0000	0.0079	0.0000	0.0079	0.0000	0.0238	0.4921	0.0079	0.0317	0.9613	0.0000	0.0000	0.0000	0.0131	0.0000	0.0079	62.0090	-95.4831	-125.5413
JAQRDU010000018.1	79	0	0	0	11	0.3077	0.8829	0.3671	0.0000	0.6329	0.0000	0.0380	0.3671	0.0000	0.0886	0.0000	0.0000	0.0253	0.0000	0.0000	0.4051	0.0886	0.0253	0.7983	0.6008	0.0000	0.0000	0.0000	0.0013	0.0000	10.2675	-17.8022	-110.2013
JAQRDU010000019.1	86	1	3	0	11	0.2353	0.8617	0.3837	0.0000	0.6163	0.0000	0.1395	0.3372	0.0465	0.0233	0.0349	0.0000	0.0000	0.0000	0.0000	0.5233	0.0581	0.0000	0.8388	0.5444	0.0000	0.0000	0.0000	0.0000	0.0000	30.7833	-35.8368	-122.5061
