#Insert size (bp)	insert size
19.0	150.0
20.0	21.0
21.0	22.0
22.0	6.0
23.0	10.0
24.0	5.0
25.0	4.0
26.0	1.0
27.0	3.0
28.0	1.0
29.0	1.0
31.0	1.0
32.0	1.0
34.0	2.0
35.0	10.0
36.0	1.0
37.0	6.0
38.0	3.0
39.0	4.0
40.0	3.0
41.0	1.0
43.0	2.0
44.0	1.0
46.0	4.0
47.0	2.0
48.0	4.0
49.0	2.0
50.0	2.0
51.0	3.0
52.0	2.0
53.0	3.0
54.0	5.0
55.0	4.0
57.0	3.0
58.0	2.0
59.0	2.0
60.0	1.0
61.0	1.0
62.0	5.0
63.0	1.0
64.0	1.0
65.0	3.0
66.0	3.0
67.0	3.0
68.0	4.0
69.0	2.0
70.0	4.0
71.0	2.0
72.0	12.0
73.0	1.0
74.0	1.0
75.0	3.0
76.0	2.0
77.0	3.0
78.0	2.0
79.0	2.0
80.0	6.0
81.0	1.0
82.0	2.0
83.0	3.0
84.0	3.0
85.0	3.0
86.0	21.0
87.0	1.0
88.0	1.0
89.0	8.0
90.0	3.0
91.0	1.0
92.0	3.0
93.0	2.0
94.0	5.0
95.0	5.0
96.0	3.0
98.0	21.0
99.0	2.0
100.0	3.0
101.0	1.0
102.0	2.0
104.0	1.0
105.0	3.0
106.0	2.0
107.0	5.0
108.0	1.0
109.0	13.0
110.0	5.0
111.0	2.0
112.0	2.0
113.0	21.0
114.0	3.0
115.0	2.0
116.0	2.0
118.0	6.0
119.0	4.0
120.0	2.0
121.0	1.0
122.0	2.0
123.0	1.0
124.0	6.0
125.0	2.0
126.0	2.0
127.0	2.0
128.0	2.0
129.0	2.0
130.0	4.0
131.0	1.0
132.0	7.0
133.0	6.0
134.0	5.0
135.0	17.0
136.0	2.0
137.0	4.0
138.0	5.0
139.0	3.0
140.0	12.0
141.0	7.0
142.0	9.0
143.0	7.0
144.0	1.0
145.0	7.0
146.0	4.0
147.0	12.0
148.0	2.0
149.0	5.0
150.0	4.0
151.0	6.0
152.0	7.0
153.0	5.0
154.0	3.0
155.0	5.0
156.0	4.0
157.0	3.0
158.0	6.0
159.0	5.0
160.0	9.0
161.0	2.0
162.0	4.0
163.0	6.0
164.0	2.0
165.0	7.0
166.0	4.0
167.0	5.0
168.0	10.0
169.0	13.0
170.0	4.0
171.0	7.0
172.0	5.0
173.0	1.0
175.0	7.0
176.0	6.0
177.0	6.0
178.0	8.0
179.0	14.0
180.0	5.0
181.0	3.0
182.0	6.0
183.0	6.0
184.0	11.0
185.0	6.0
186.0	8.0
187.0	8.0
188.0	4.0
189.0	3.0
190.0	10.0
192.0	4.0
193.0	1.0
194.0	30.0
195.0	7.0
196.0	9.0
197.0	56.0
198.0	7.0
199.0	7.0
200.0	14.0
201.0	12.0
202.0	6.0
203.0	11.0
204.0	11.0
205.0	26.0
206.0	9.0
207.0	11.0
208.0	13.0
209.0	5.0
210.0	8.0
211.0	11.0
212.0	1.0
213.0	25.0
214.0	5.0
215.0	10.0
216.0	9.0
217.0	13.0
218.0	13.0
219.0	17.0
220.0	14.0
221.0	43.0
222.0	10.0
223.0	4.0
224.0	9.0
225.0	6.0
226.0	2.0
227.0	4.0
228.0	5.0
229.0	4.0
230.0	3.0
231.0	6.0
232.0	15.0
233.0	8.0
234.0	6.0
235.0	3.0
236.0	2.0
237.0	7.0
238.0	5.0
239.0	11.0
240.0	9.0
241.0	16.0
242.0	11.0
243.0	9.0
244.0	6.0
245.0	5.0
246.0	15.0
247.0	7.0
248.0	6.0
249.0	7.0
250.0	8.0
251.0	4.0
252.0	8.0
253.0	12.0
254.0	14.0
255.0	38.0
256.0	8.0
257.0	17.0
258.0	9.0
259.0	17.0
260.0	12.0
261.0	8.0
262.0	13.0
263.0	6.0
265.0	7.0
266.0	12.0
267.0	5.0
268.0	9.0
269.0	5.0
270.0	10.0
271.0	14.0
272.0	13.0
273.0	16.0
274.0	17.0
275.0	6.0
276.0	5.0
277.0	16.0
278.0	6.0
279.0	10.0
280.0	10.0
281.0	9.0
282.0	12.0
283.0	20.0
284.0	7.0
285.0	12.0
286.0	20.0
287.0	4.0
288.0	7.0
289.0	2.0
290.0	6.0
291.0	11.0
292.0	12.0
293.0	12.0
294.0	16.0
295.0	18.0
296.0	13.0
297.0	15.0
298.0	4.0
299.0	8.0
300.0	7.0
301.0	7.0
302.0	12.0
303.0	12.0
304.0	10.0
305.0	7.0
306.0	15.0
307.0	10.0
308.0	23.0
309.0	11.0
310.0	16.0
311.0	17.0
312.0	9.0
313.0	8.0
314.0	6.0
315.0	13.0
316.0	20.0
317.0	9.0
318.0	16.0
319.0	6.0
320.0	13.0
321.0	8.0
322.0	6.0
323.0	3.0
324.0	18.0
325.0	14.0
326.0	16.0
327.0	15.0
328.0	17.0
329.0	13.0
330.0	8.0
331.0	9.0
332.0	4.0
333.0	14.0
334.0	6.0
335.0	6.0
336.0	9.0
337.0	8.0
338.0	12.0
339.0	6.0
340.0	5.0
341.0	8.0
342.0	4.0
343.0	6.0
344.0	4.0
345.0	12.0
346.0	12.0
347.0	16.0
348.0	12.0
349.0	10.0
350.0	12.0
351.0	9.0
352.0	5.0
353.0	8.0
354.0	9.0
355.0	10.0
356.0	22.0
357.0	12.0
358.0	5.0
359.0	8.0
360.0	10.0
361.0	7.0
362.0	10.0
363.0	11.0
364.0	7.0
365.0	9.0
366.0	11.0
367.0	5.0
368.0	11.0
369.0	23.0
370.0	2.0
371.0	7.0
372.0	8.0
373.0	14.0
374.0	10.0
