gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
JAJITV010000096.1_1	1	69	69	-1	0.725	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_2	100	2427	2328	1	0.641	11	GGAG/GAGG	GENOMAD.124454.CP	6.411e-135	451	0	0	0	1	NA	NA	NA	K01278;COG1770	Protease II
JAJITV010000096.1_3	3026	3163	138	-1	0.572	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_4	3200	4012	813	1	0.632	11	3Base/5BMM	GENOMAD.189906.CP	1.35e-130	414	0	0	0	1	NA	NA	NA	PF05708;COG3863	Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family
JAJITV010000096.1_5	4026	5030	1005	1	0.633	11	None	GENOMAD.153559.CP	1.03e-92	308	0	0	0	1	NA	NA	NA	PF00756;K07017;COG2819;TIGR02821	Predicted hydrolase of the alpha/beta superfamily
JAJITV010000096.1_6	5286	5747	462	1	0.669	11	GGAG/GAGG	GENOMAD.195933.PC	1.299e-12	67	0	0	0	1	NA	NA	NA	PF13548;COG3918	NA
JAJITV010000096.1_7	5880	6275	396	-1	0.601	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_8	6348	7322	975	-1	0.628	11	GGAG/GAGG	GENOMAD.152155.CP	1.292e-17	87	0	0	0	1	NA	NA	NA	K07393;COG0435;TIGR01262	Glutathionyl-hydroquinone reductase
JAJITV010000096.1_9	7485	8276	792	-1	0.615	11	GGA/GAG/AGG	GENOMAD.221086.VP	3.711e-51	184	0	0	0	1246	Caudoviricetes	NA	NA	PF01145;PF13238;TIGR01932;COG0330;K04087	HflC protein
JAJITV010000096.1_10	8625	10211	1587	1	0.644	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_11	10552	11139	588	-1	0.609	11	AGGAG(G)/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_12	11568	11879	312	-1	0.619	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_13	12182	13678	1497	1	0.661	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_14	13737	13931	195	-1	0.538	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_15	13965	14150	186	-1	0.559	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_16	14314	15081	768	-1	0.665	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_17	15358	16314	957	-1	0.643	11	3Base/5BMM	GENOMAD.148267.CP	4.268e-07	54	0	0	0	1	NA	NA	NA	PF12833;K12243;TIGR02297;COG2207	4-hydroxyphenylacetate catabolism regulatory protein HpaA
JAJITV010000096.1_18	16364	17098	735	1	0.654	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_19	17299	17442	144	-1	0.583	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
JAJITV010000096.1_20	17439	17930	492	-1	0.541	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
