JAJIUR010000003.1_9 # 5443 # 7173 # 1 # ID=49_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.720	GENOMAD.101231.CP	2.690E-302	927	0
JAJIUR010000045.1_7 # 3997 # 4677 # -1 # ID=56_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.637	GENOMAD.123925.PP	5.399E-102	329	0
JAJIUR010000046.1_91 # 96836 # 97090 # 1 # ID=57_91;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.612	GENOMAD.197160.PC	4.515E-28	108	0
JAJIUR010000094.1_8 # 4097 # 4393 # 1 # ID=110_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.566	GENOMAD.222243.VP	5.055E-49	169	2773
JAJIUR010000097.1_39 # 43763 # 44218 # -1 # ID=113_39;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.610	GENOMAD.154491.CP	7.730E-07	50	0
JAJIUR010000009.1_17 # 22710 # 23759 # -1 # ID=114_17;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.695	GENOMAD.192709.PC	6.815E-64	225	0
JAJIUR010000101.1_7 # 5614 # 7119 # -1 # ID=4_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.625	GENOMAD.160889.PC	1.580E-40	161	0
JAJIUR010000103.1_44 # 50404 # 51495 # -1 # ID=6_44;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.598	GENOMAD.116611.CP	1.108E-63	225	0
JAJIUR010000030.1_26 # 28111 # 30297 # -1 # ID=40_26;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.655	GENOMAD.140739.CP	8.329E-131	437	0
JAJIUR010000031.1_27 # 33055 # 33984 # -1 # ID=41_27;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.719	GENOMAD.007571.CC	2.057E-16	83	0
JAJIUR010000031.1_59 # 70291 # 73326 # 1 # ID=41_59;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.667	GENOMAD.140631.CP	1.691E-04	48	0
JAJIUR010000031.1_91 # 104950 # 106398 # -1 # ID=41_91;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.692	GENOMAD.151639.CP	3.311E-110	366	0
JAJIUR010000034.1_22 # 29213 # 32386 # 1 # ID=44_22;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.653	GENOMAD.142686.CP	1.564E-34	147	0
JAJIUR010000094.1_21 # 13421 # 13861 # 1 # ID=110_21;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;genetic_code=11;gc_cont=0.630	GENOMAD.179551.PC	1.548E-17	81	0
JAJIUR010000097.1_20 # 23242 # 24300 # -1 # ID=113_20;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.688	GENOMAD.147712.CP	6.208E-189	587	0
JAJIUR010000097.1_52 # 59106 # 59555 # -1 # ID=113_52;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.662	GENOMAD.158192.CP	1.695E-04	43	0
JAJIUR010000009.1_30 # 40846 # 42117 # 1 # ID=114_30;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.671	GENOMAD.099160.CP	5.183E-09	61	0
JAJIUR010000100.1_4 # 3836 # 5596 # 1 # ID=3_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.680	GENOMAD.192010.PC	9.042E-25	113	0
JAJIUR010000101.1_20 # 21669 # 22784 # 1 # ID=4_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;genetic_code=11;gc_cont=0.676	GENOMAD.120637.CP	9.341E-10	63	0
JAJIUR010000101.1_52 # 69894 # 72704 # -1 # ID=4_52;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;genetic_code=11;gc_cont=0.627	GENOMAD.158496.CP	1.094E-54	212	0
