#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	2.221254742378875E-6
21.0	0.0
22.0	0.0
23.0	2.221254742378875E-6
24.0	0.0
25.0	2.221254742378875E-6
26.0	0.0
27.0	0.0
28.0	8.8850189695155E-6
29.0	2.221254742378875E-6
30.0	4.44250948475775E-6
31.0	4.44250948475775E-6
32.0	2.66550569085465E-5
33.0	3.998258536281975E-5
34.0	4.6646349589956376E-5
35.0	6.663764227136625E-5
36.0	9.107144443753388E-5
37.0	1.0217771814942825E-4
38.0	1.688153604207945E-4
39.0	2.6655056908546506E-4
40.0	3.598432682653778E-4
41.0	5.575349403370975E-4
42.0	6.530488942593892E-4
43.0	8.35191783134457E-4
44.0	0.0010351047099485557
45.0	0.0011972563061422134
46.0	0.0016770473304960503
47.0	0.0019502616638086522
48.0	0.0022345822708331486
49.0	0.0027521346258074265
50.0	0.003429617322232983
51.0	0.004689068761161805
52.0	0.004864547885809737
53.0	0.007065811335507201
54.0	0.008887240224257879
55.0	0.01135505424304081
56.0	0.0138584083377018
57.0	0.018769602573101493
58.0	0.024738114065873534
59.0	0.03194830695963536
60.0	0.04000257665550116
61.0	0.04947400687700468
62.0	0.05950963580307245
63.0	0.07013167598112822
64.0	0.07753511803747702
65.0	0.08269509280402315
66.0	0.08363468356004941
67.0	0.08037166034349484
68.0	0.07502065766910412
69.0	0.0643519711414584
70.0	0.05305689077646181
71.0	0.041150965357311046
72.0	0.030073567957067587
73.0	0.02023340944832917
74.0	0.013120951763232013
75.0	0.0074967347555287035
76.0	0.004231490284231757
77.0	0.0023367599889825767
78.0	0.001063981021599481
79.0	4.820122790962159E-4
80.0	2.1768296475312978E-4
81.0	7.552266124088175E-5
82.0	1.9991292681409875E-5
83.0	2.221254742378875E-6
84.0	4.44250948475775E-6
85.0	4.44250948475775E-6
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	2.221254742378875E-6
91.0	0.0
92.0	0.0
93.0	0.0
94.0	4.44250948475775E-6
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	2.221254742378875E-6
