#Coverage (X)	Coverage
1.0	94.90300688122434
2.0	94.83250014908592
3.0	94.77750198902437
4.0	94.73941235420487
5.0	94.71157692179025
6.0	94.67979616681914
7.0	94.65254253312253
8.0	94.62977965828053
9.0	94.60510775639506
10.0	94.58179944525492
11.0	94.56183647674332
12.0	94.54194623307147
13.0	94.51931062669904
14.0	94.50018399384457
15.0	94.48123917308948
16.0	94.4637852115493
17.0	94.44027690709984
18.0	94.41789583766652
19.0	94.39462388894626
20.0	94.37355186662846
21.0	94.34938903862125
22.0	94.3247716803656
23.0	94.29775440239817
24.0	94.26922808400592
25.0	94.24321077258506
26.0	94.21370266885617
27.0	94.1823219005037
28.0	94.14775942041211
29.0	94.11405145718761
30.0	94.07959806435566
31.0	94.04150842953618
32.0	94.00247337179992
33.0	93.9605111392637
34.0	93.91671260452378
35.0	93.86960508957519
36.0	93.81787954730243
37.0	93.758172453867
38.0	93.69012018507017
39.0	93.62004980197027
40.0	93.54376144507165
41.0	93.46405502070476
42.0	93.36820368191319
43.0	93.25171666984232
44.0	93.12499363657652
45.0	92.97778037971094
46.0	92.80409528117605
47.0	92.60272019990605
48.0	92.36816441049972
49.0	92.0962825970913
50.0	91.78263854445596
51.0	91.41528719766467
